"bpid","mlbid","Name","Age","Season","SB","CS","SB%","PO","XBT%","TRAA","SRAA","DRBa","DRBa Opps","DRBa Rate","DRBn","DRBn Opps","DRBn Rate","DRB"
122795,682985,"Riley Greene",22,2023,7,0,100,0,8.3,-0.013,0.006,0,57,0.001,-0.2,459,0,-0.1
122896,671739,"Michael Harris II",22,2023,20,4,83.3,3,22.9,0.015,0.01,0.9,63,0.014,0.3,469,0.001,1.2
123218,683002,"Gunnar Henderson",22,2023,10,3,76.9,3,7.2,-0.003,0.011,0.3,88,0.004,0,550,0,0.4
128864,678554,"Curtis Mead",22,2023,0,0,,0,0,-0.012,,-0.1,11,-0.007,,101,,
132154,678894,"Liover Peguero",22,2023,6,2,75,0,14.3,0.01,-0.016,0,10,-0.001,0,111,0,0
133479,678882,"Ceddanne Rafaela",22,2023,3,1,75,0,0,0.014,0,0.1,10,0.008,0,98,0,0.1
134616,677587,"Brayan Rocchio",22,2023,0,0,,0,0,-0.014,,0,16,-0.002,,87,,
134810,679563,"José Rodríguez",22,2023,0,0,,0,100,,,,,,,,,
134822,677594,"Julio Rodríguez",22,2023,37,10,78.7,2,10.8,0.028,-0.001,0.8,88,0.009,0.7,758,0.001,1.5
135022,679032,"Johan Rojas",22,2023,14,1,93.3,2,5.6,0.025,0.001,0.1,22,0.004,0.2,178,0.001,0.2
138565,677588,"José Tena",22,2023,0,0,,0,0,-0.01,,0,5,-0.003,,33,,
140156,683011,"Anthony Volpe",22,2023,24,5,82.8,4,7.3,0.027,0.013,-0.1,56,-0.002,0.7,517,0.001,0.5
144145,687093,"Vaughn Grissom",22,2023,0,1,0,1,20,-0.013,,0,8,-0.003,,62,,
144429,687263,"Zach Neto",22,2023,5,1,83.3,0,0,0.001,-0.001,0.1,35,0.002,0,252,0,0.1
108518,666703,"Eguy Rosario",23,2023,0,0,,0,0,-0.011,,0,2,0.009,,46,,
109139,671277,"Luis García Jr.",23,2023,9,4,69.2,3,7.7,0,-0.009,0.2,66,0.003,0,382,0,0.2
109355,672356,"Gabriel Arias",23,2023,3,4,42.9,1,5.9,0.003,-0.039,-0.1,37,-0.002,-0.1,234,0,-0.2
109543,672744,"Alexander Canario",23,2023,0,0,,0,0,-0.01,,0,2,-0.007,,21,,
109864,672580,"Maikel Garcia",23,2023,23,7,76.7,4,5.2,0.028,-0.007,0,80,0,0.4,504,0.001,0.4
110017,671056,"Iván Herrera",23,2023,0,0,,0,11.1,-0.009,,0,5,0,,39,,
110245,672779,"Tucupita Marcano",23,2023,5,2,71.4,0,7.7,0,-0.003,0.1,23,0.005,0,212,0,0.1
110402,672515,"Gabriel Moreno",23,2023,6,2,75,0,5.4,-0.004,0.004,0.1,54,0.002,0,363,0,0.1
110535,672724,"Oswald Peraza",23,2023,4,3,57.1,3,0,0.008,-0.015,-0.1,23,-0.003,0,147,0,-0.1
110536,672695,"Geraldo Perdomo",23,2023,16,4,80,2,18.2,0.012,-0.013,0.7,74,0.009,0.1,469,0,0.8
110621,671218,"Heliot Ramos",23,2023,0,0,,1,12.5,-0.01,,-0.1,7,-0.007,,29,,
110868,672820,"Lenyn Sosa",23,2023,0,1,0,0,0,-0.007,-0.014,-0.1,14,-0.007,0,97,0,-0.1
110877,670869,"Livan Soto",23,2023,0,0,,0,0,-0.005,,0,2,-0.002,,19,,
111017,668901,"Mark Vientos",23,2023,1,0,100,0,0,-0.016,,-0.1,17,-0.006,,163,,
111498,677941,"Jordyn Adams",23,2023,1,2,33.3,1,0,0.013,-0.011,0,2,-0.007,0,37,0,0
112639,678225,"Ji Hwan Bae",23,2023,24,9,72.7,2,11.8,0.044,-0.033,0.6,68,0.009,0.1,391,0,0.7
115660,671213,"Triston Casas",23,2023,0,0,,1,4.1,-0.019,,-0.3,61,-0.006,,480,,
117074,681297,"Colton Cowser",23,2023,1,0,100,0,0,-0.007,-0.004,0.2,20,0.01,0,88,0,0.2
117672,680779,"Henry Davis",23,2023,3,5,37.5,3,5.3,0,-0.018,-0.1,33,-0.004,0,227,0,-0.2
118309,672282,"Reid Detmers",23,2023,,,,,,,,,,,,,,
119177,669364,"Xavier Edwards",23,2023,5,0,100,0,20,0.022,0.001,0,7,-0.001,0.1,70,0.001,0
121206,680869,"Zack Gelof",23,2023,14,2,87.5,1,14.3,0.019,0.006,0.1,38,0.003,0.3,326,0.001,0.4
121931,669357,"Nolan Gorman",23,2023,7,2,77.8,1,9.5,-0.004,-0.003,0.3,44,0.007,-0.1,326,0,0.3
125372,672284,"Jarred Kelenic",23,2023,13,5,72.2,1,8.1,0.015,-0.003,0.3,51,0.005,0.2,437,0,0.4
128758,680574,"Matt McLain",23,2023,14,5,73.7,1,15.6,0.01,-0.019,0.4,63,0.007,0,467,0,0.4
128870,678009,"Parker Meadows",23,2023,8,1,88.9,2,5,0.035,0.003,0.1,26,0.003,0.2,139,0.001,0.2
130661,666310,"Bo Naylor",23,2023,5,0,100,0,3.2,-0.002,0.008,0.1,38,0.003,0,225,0,0.1
131149,681351,"Logan O'Hoppe",23,2023,0,1,0,0,8.3,-0.013,-0.023,-0.1,15,-0.009,-0.1,129,-0.001,-0.2
131409,680716,"Jonathan Ornelas",23,2023,0,0,,0,0,-0.007,,0,2,0.004,,22,,
134717,682848,"Endy Rodríguez",23,2023,0,0,,1,4.2,-0.018,,0.1,19,0.005,,207,,
136838,672279,"Michael Siani",23,2023,1,1,50,1,0,-0.003,,0,2,-0.001,,20,,
138635,677950,"Alek Thomas",23,2023,9,1,90,2,7.1,-0.003,0.003,0.5,47,0.01,0,342,0,0.4
138910,679529,"Spencer Torkelson",23,2023,3,0,100,0,12.1,-0.017,-0.002,-0.6,88,-0.007,-0.3,547,-0.001,-0.9
139196,668930,"Brice Turang",23,2023,26,4,86.7,0,14.3,0.039,0.001,0.1,51,0.002,0.5,370,0.001,0.6
139705,678246,"Miguel Vargas",23,2023,3,2,60,3,8,-0.006,-0.017,0,39,0,-0.1,264,0,-0.1
140479,677960,"Ryan Weathers",23,2023,,,,,,,,,,,,,,
140577,669224,"Austin Wells",23,2023,0,0,,0,50,-0.009,,0,2,0.012,,45,,
141166,677951,"Bobby Witt Jr.",23,2023,49,15,76.6,8,22,0.065,0.005,0.2,85,0.003,1.4,574,0.002,1.7
141688,683146,"Brett Baty",23,2023,2,0,100,0,10.5,-0.018,,-0.1,61,-0.002,,319,,
143244,685133,"Wade Meckler",23,2023,0,0,,1,0,-0.013,,0,11,-0.003,,61,,
144778,687952,"Christian Encarnacion-Strand",23,2023,2,0,100,0,4.5,-0.019,,0,20,0.001,,155,,
149417,696100,"Hunter Goodman",23,2023,1,0,100,0,33.3,-0.011,,0,3,0.001,,34,,
151281,686217,"Sal Frelick",23,2023,7,0,100,0,6.1,0.006,0.011,0.2,41,0.005,0.1,243,0,0.3
151463,696285,"Jacob Young",23,2023,13,0,100,1,20,0.066,0.012,0.2,10,0.019,0.3,109,0.003,0.5
105509,660620,"Jonathan Araúz",24,2023,0,0,,0,0,-0.006,,0,2,-0.004,,15,,
106074,660813,"Brusdar Graterol",24,2023,,,,,,,,,,,,,,
106498,660707,"Elehuris Montero",24,2023,0,0,,0,11.5,-0.016,,-0.3,40,-0.008,,239,,
106820,660688,"Keibert Ruiz",24,2023,1,1,50,1,8.6,-0.015,,-0.4,71,-0.006,,381,,
107182,665742,"Juan Soto",24,2023,12,5,70.6,2,7.4,-0.007,-0.025,-0.1,95,-0.001,-0.3,793,0,-0.4
107184,665489,"Vladimir Guerrero Jr.",24,2023,5,3,62.5,3,3.2,-0.011,-0.016,-0.1,71,-0.002,-0.2,562,0,-0.4
107293,665750,"Leody Taveras",24,2023,14,4,77.8,1,7.8,0.01,-0.013,0.5,69,0.007,0.1,483,0,0.5
107401,665804,"Miguel Amaya",24,2023,0,0,,0,0,-0.015,,-0.1,10,-0.006,,105,,
107439,668731,"Akil Baddoo",24,2023,14,3,82.4,0,12.9,0.019,-0.015,0.6,35,0.017,0.1,339,0,0.7
107561,665828,"Oswaldo Cabrera",24,2023,8,0,100,1,5.4,-0.002,0.012,0,39,-0.001,0,335,0,0
107582,666185,"Dylan Carlson",24,2023,3,0,100,0,6.9,-0.008,0.003,0.1,31,0.003,-0.1,226,0,0
107611,666801,"Rodolfo Castro",24,2023,1,4,20,1,3.4,-0.005,-0.034,-0.1,23,-0.003,-0.1,199,-0.001,-0.2
107675,665833,"Oneil Cruz",24,2023,3,0,100,0,0,0.026,0,0,10,0.003,0,44,0.001,0.1
107784,665877,"José Fermín",24,2023,0,1,0,0,0,-0.003,-0.012,0,4,0.004,0,57,0,0
107858,665926,"Andrés Giménez",24,2023,30,6,83.3,0,8.7,0.031,-0.004,0.3,92,0.003,0.5,553,0.001,0.8
108343,665506,"Cristian Pache",24,2023,2,3,40,1,42.9,0.003,-0.02,0,10,0.002,0,114,0,0
108350,670623,"Isaac Paredes",24,2023,1,0,100,0,6.8,-0.017,0,-0.3,63,-0.005,-0.3,515,-0.001,-0.6
108525,665923,"Esteury Ruiz",24,2023,67,13,83.8,7,15.8,0.131,0.012,0,49,0.001,2.5,441,0.006,2.5
108651,665487,"Fernando Tatis Jr.",24,2023,29,4,87.9,4,5.5,0.024,0.021,0.4,80,0.004,0.8,601,0.001,1.2
108656,669392,"Samad Taylor",24,2023,8,0,100,0,0,0.054,0.01,0,9,0.002,0.1,59,0.002,0.2
108701,665839,"Enmanuel Valdez",24,2023,5,1,83.3,0,14.3,0.011,-0.005,-0.1,20,-0.005,0,137,0,-0.1
109083,669261,"Jack Suwinski",24,2023,13,2,86.7,0,6.3,0.009,0.002,0.3,47,0.006,0.1,439,0,0.4
109125,670970,"Adrian Morejon",24,2023,,,,,,,,,,,,,,
109295,666176,"Jo Adell",24,2023,1,0,100,0,25,-0.007,,0,2,-0.01,,17,,
109297,672851,"Joan Adon",24,2023,,,,,,,,,,,,,,
109318,669397,"Nick Allen",24,2023,5,1,83.3,0,12.9,-0.004,0,0,36,0.001,0,345,0,0
109542,669134,"Luis Campusano",24,2023,0,0,,0,12,-0.018,,-0.1,25,-0.006,,149,,
109738,673237,"Yainer Diaz",24,2023,0,0,,0,0,-0.019,,-0.1,56,-0.003,,321,,
109755,669023,"Jeter Downs",24,2023,2,0,100,0,0,0.009,-0.003,0,5,-0.001,0,19,0,0
109838,671289,"Tyler Freeman",24,2023,5,0,100,0,26.3,0.007,0.009,0,16,0.001,0.1,164,0,0.1
110120,671083,"Buddy Kennedy",24,2023,0,0,,0,,-0.006,,,,,,16,,
110182,668904,"Royce Lewis",24,2023,6,1,85.7,1,11.1,-0.001,-0.003,0.1,34,0.003,0,267,0,0.1
110333,669004,"MJ Melendez",24,2023,6,4,60,2,10.7,-0.007,-0.023,0.4,69,0.006,-0.2,466,0,0.2
110372,668751,"Cal Mitchell",24,2023,0,0,,0,,,,,,,,,,
110401,666624,"Christopher Morel",24,2023,6,2,75,0,9.8,-0.006,-0.005,0.2,45,0.004,-0.1,299,0,0.1
110594,668472,"Nick Pratto",24,2023,1,1,50,0,0,-0.013,-0.007,0.1,46,0.002,-0.1,295,0,0
110800,676914,"Davis Schneider",24,2023,1,0,100,0,11.8,-0.014,-0.003,0,21,0.002,-0.1,148,0,0
110851,675986,"Canaan Smith-Njigba",24,2023,1,0,100,0,0,0.001,-0.003,0,5,-0.006,0,37,0,0
111044,671221,"Drew Waters",24,2023,16,5,76.2,3,14.3,0.032,0.005,0.1,42,0.001,0.4,283,0.001,0.4
111086,677800,"Wilyer Abreu",24,2023,3,1,75,0,0,0.002,-0.009,0,10,-0.002,0,114,0,0
111090,676070,"Jacob Amaya",24,2023,1,0,100,0,,0.004,,0,2,0,,1,,
111156,676369,"Nelson Velázquez",24,2023,0,0,,0,15,-0.008,,0.1,19,0.004,,85,,
111187,677649,"Ezequiel Duran",24,2023,8,4,66.7,0,6.8,0.007,-0.021,-0.1,67,-0.001,0,373,0,-0.1
111216,672386,"Alejandro Kirk",24,2023,0,0,,0,0,-0.018,,-0.6,53,-0.012,,389,,
112687,672275,"Patrick Bailey",24,2023,1,0,100,0,15.6,-0.014,-0.002,-0.2,40,-0.006,-0.1,249,0,-0.4
114833,676475,"Alec Burleson",24,2023,3,1,75,0,8.1,-0.008,-0.012,-0.3,43,-0.006,-0.1,346,0,-0.4
118215,676356,"Jonny DeLuca",24,2023,1,0,100,0,0,0.001,-0.001,0.1,5,0.011,0,30,0,0.1
125175,666397,"Edouard Julien",24,2023,3,0,100,2,2,-0.016,0,-0.1,66,-0.002,-0.3,519,-0.001,-0.4
125642,677008,"Heston Kjerstad",24,2023,0,0,,0,,-0.014,,0,2,0.003,,33,,
126858,679845,"Nick Loftin",24,2023,2,0,100,0,0,-0.014,-0.004,0,14,-0.001,0,62,-0.001,0
129622,669003,"Garrett Mitchell",24,2023,1,1,50,0,20,0.018,-0.007,0,5,0.01,0,30,0,0.1
136264,669477,"Casey Schmitt",24,2023,2,1,66.7,0,6.3,-0.007,-0.006,0,24,-0.001,-0.1,229,0,-0.1
137960,675911,"Spencer Strider",24,2023,,,,,,,,,,,,,,
138833,669911,"Michael Toglia",24,2023,1,1,50,0,0,-0.001,-0.007,0,16,0,0,86,0,0
140632,676059,"Jordan Westburg",24,2023,4,1,80,1,13.6,0.002,-0.007,0,20,0.002,0,199,0,0
140882,675961,"Alika Williams",24,2023,0,0,,0,0,-0.013,,-0.1,15,-0.006,,125,,
143882,686676,"Korey Lee",24,2023,0,0,,0,20,-0.01,,0,4,0,,40,,
144443,687401,"Joey Ortiz",24,2023,0,0,,0,0,-0.006,,0,5,0.003,,15,,
147697,689172,"Brett Wisely",24,2023,2,1,66.7,0,0,0.002,-0.01,0,9,0.005,0,123,0,0
148608,686894,"Joey Wiemer",24,2023,11,4,73.3,2,4.9,0.019,-0.018,0.1,48,0.003,0.1,325,0,0.2
148620,693304,"Nick Gonzales",24,2023,0,1,0,0,0,-0.01,-0.019,0,17,0,0,101,0,0
152770,693049,"Oscar Colás",24,2023,4,3,57.1,0,19,0.005,-0.022,0,20,0.002,-0.1,212,0,0
105454,660670,"Ronald Acuña Jr.",25,2023,73,14,83.9,7,16.7,0.052,0.021,0.7,134,0.005,2.6,971,0.003,3.3
105636,660644,"Vidal Bruján",25,2023,3,2,60,0,0,0.035,-0.016,0.1,15,0.007,0,71,0.001,0.1
105690,660636,"Diego A. Castillo",25,2023,0,0,,0,,,,,,,,,,
105764,661388,"William Contreras",25,2023,6,1,85.7,0,5.2,-0.014,0.003,-0.3,91,-0.003,-0.3,613,0,-0.6
105984,664314,"Estevan Florial",25,2023,3,0,100,0,0,0.001,0.002,0,11,0.002,0,73,0,0
106066,660757,"Oscar Gonzalez",25,2023,0,0,,1,0,-0.019,,0.1,21,0.003,,169,,
106153,660634,"Yonny Hernández",25,2023,0,0,,0,0,-0.004,,0,4,0.001,,8,,
106217,663330,"Jahmai Jones",25,2023,1,0,100,0,50,0.005,-0.002,0,3,-0.01,0,26,0,0
106844,660821,"Jesús Sánchez",25,2023,3,1,75,2,5,-0.007,-0.004,-0.2,43,-0.005,-0.1,295,0,-0.3
106940,647336,"Michael Soroka",25,2023,,,,,,,,,,,,,,
106975,660761,"José Suarez",25,2023,,,,,,,,,,,,,,
107149,660766,"Juan Yepez",25,2023,0,1,0,1,0,-0.01,,-0.1,9,-0.013,,50,,
107170,663465,"Kolby Allard",25,2023,,,,,,,,,,,,,,
107172,663474,"Triston McKenzie",25,2023,,,,,,,,,,,,,,
107415,666018,"Jonathan Aranda",25,2023,0,0,,0,8.3,-0.012,,0,14,0.002,,95,,
107480,666181,"Will Benson",25,2023,19,3,86.4,1,12.5,0.028,0.007,0.1,38,0.004,0.4,344,0.001,0.5
107491,666182,"Bo Bichette",25,2023,5,3,62.5,0,13.6,-0.006,-0.009,0,85,0,-0.2,612,0,-0.2
107559,665795,"Edward Cabrera",25,2023,,,,,,,,,,,,,,
107632,665862,"Jazz Chisholm Jr.",25,2023,22,3,88,0,23.1,0.043,0.01,0.2,31,0.008,0.6,316,0.002,0.8
107982,669087,"Sam Huff",25,2023,0,0,,0,20,-0.008,,0,4,-0.003,,27,,
108051,666198,"Carter Kieboom",25,2023,0,0,,0,28.6,-0.012,,0,9,-0.001,,59,,
108055,666135,"Alex Kirilloff",25,2023,1,0,100,0,3.7,-0.018,,0,39,0.001,,300,,
108118,666139,"Josh Lowe",25,2023,32,3,91.4,1,14.3,0.04,0.014,0.4,64,0.006,0.8,436,0.002,1.2
108236,669304,"Jose Miranda",25,2023,0,0,,0,0,-0.017,,0,21,0,,127,,
108243,666160,"Mickey Moniak",25,2023,6,3,66.7,0,0,0.002,-0.02,0.1,29,0.002,-0.1,286,0,0
108516,666163,"Ben Rortvedt",25,2023,0,0,,0,25,-0.015,,0,8,-0.002,,59,,
108682,666211,"Taylor Trammell",25,2023,0,1,0,0,0,0.002,-0.015,0,5,0.005,0,35,0,0
108947,666134,"Nolan Jones",25,2023,20,4,83.3,2,10,0.024,0.016,0.1,55,0.002,0.5,437,0.001,0.6
108966,666159,"Matt Manning",25,2023,,,,,,,,,,,,,,
108971,669160,"Dustin May",25,2023,,,,,,,,,,,,,,
109122,669016,"Brandon Marsh",25,2023,10,2,83.3,1,6.8,0.002,0.003,0.5,68,0.007,0,504,0,0.5
109128,666129,"Braxton Garrett",25,2023,,,,,,,,,,,,,,
109135,666200,"Jesús Luzardo",25,2023,,,,,,,,,,,,,,
110664,673357,"Luis Robert Jr.",25,2023,20,4,83.3,1,13,0.023,0.01,0,68,0,0.4,393,0.001,0.5
110935,669352,"Bubba Thompson",25,2023,4,2,66.7,2,50,0.048,-0.007,0,9,-0.002,0.1,52,0.001,0.1
111286,669432,"Trevor Rogers",25,2023,,,,,,,,,,,,,,
111300,676480,"Jose Barrero",25,2023,3,2,60,1,40,0.002,-0.012,0.1,17,0.004,0,142,0,0.1
113823,668709,"JJ Bleday",25,2023,5,1,83.3,3,11.1,-0.011,0.002,0.1,38,0.002,-0.1,225,0,0
114683,663460,"Kris Bubic",25,2023,,,,,,,,,,,,,,
115478,681481,"Kerry Carpenter",25,2023,6,0,100,0,15,-0.009,0.004,0.2,52,0.004,-0.1,404,0,0.1
120133,666149,"Tyler Fitzgerald",25,2023,2,0,100,0,0,0.019,0,,,,0,29,0.001,
120177,666150,"Dominic Fletcher",25,2023,0,2,0,0,0,-0.001,-0.025,-0.1,14,-0.006,0,92,0,-0.1
122051,680686,"Josiah Gray",25,2023,,,,,,,,,,,,,,
122664,666152,"David Hamilton",25,2023,2,1,66.7,0,0,0.035,-0.008,0,2,0.009,0,29,0.001,0
125480,666197,"Grae Kessinger",25,2023,0,1,0,0,0,0,-0.02,0,8,-0.005,0,41,0,-0.1
125906,668952,"Ryan Kreidler",25,2023,0,0,,0,0,-0.006,,0,1,0.025,,5,,
126005,680757,"Steven Kwan",25,2023,21,3,87.5,3,13,0,0.013,1.1,150,0.007,0.1,752,0,1.2
126172,669127,"Shea Langeliers",25,2023,3,2,60,0,0,-0.005,-0.015,0.1,45,0.003,-0.1,301,0,0
127605,666201,"Alek Manoah",25,2023,,,,,,,,,,,,,,
128477,664983,"Jake McCarthy",25,2023,26,4,86.7,4,8.8,0.051,0.017,0.2,40,0.005,0.8,325,0.003,1
129286,670223,"Matt Mervis",25,2023,0,0,,0,0,-0.013,,-0.1,13,-0.005,,87,,
130740,669194,"Ryne Nelson",25,2023,,,,,,,,,,,,,,
130939,663457,"Lars Nootbaar",25,2023,11,1,91.7,0,7.7,-0.003,0.005,0.2,70,0.003,0,530,0,0.2
132232,665161,"Jeremy Peña",25,2023,13,9,59.1,1,10.1,0.012,-0.028,0.3,86,0.003,-0.1,643,0,0.2
135527,668939,"Adley Rutschman",25,2023,1,2,33.3,0,4.4,-0.019,-0.02,-0.2,118,-0.001,-0.5,752,-0.001,-0.7
135580,666165,"Blake Sabol",25,2023,4,2,66.7,0,3.2,-0.004,-0.007,0,47,-0.001,-0.1,322,0,-0.1
136753,669699,"Braden Shewmake",25,2023,0,0,,0,,,,,,,,,,
137201,669701,"Josh Smith",25,2023,1,0,100,0,0,-0.017,,0.1,38,0.003,,214,,
137710,668715,"Spencer Steer",25,2023,15,3,83.3,2,6.6,-0.002,-0.007,0.1,73,0.002,-0.1,663,0,0
137906,681082,"Bryson Stott",25,2023,31,3,91.2,0,11.8,0.018,0.023,0.2,90,0.002,0.8,687,0.001,1
137926,669065,"Kyle Stowers",25,2023,0,0,,0,0,-0.007,,,,,,18,,
139109,669707,"Jared Triolo",25,2023,6,1,85.7,0,13.8,0.001,-0.003,0,32,0,0,258,0,0
140293,670242,"Matt Wallner",25,2023,2,1,66.7,1,14.8,-0.015,,0.2,34,0.006,,239,,
142212,683737,"Michael Busch",25,2023,1,0,100,0,0,-0.001,-0.009,0,10,-0.003,0,53,0,0
142220,673962,"Josh Jung",25,2023,1,3,25,1,13.2,-0.009,-0.021,-0.5,73,-0.007,-0.2,410,0,-0.7
142821,683734,"Andrew Vaughn",25,2023,0,0,,0,7,-0.018,,-0.8,79,-0.011,,552,,
143718,686490,"Cam Eden",25,2023,0,0,,0,,-0.006,,,,,,13,,
143743,686452,"Drew Millas",25,2023,0,0,,0,0,-0.007,,0,3,-0.004,,25,,
143748,686469,"Vinnie Pasquantino",25,2023,0,0,,0,8.7,-0.019,,-0.3,34,-0.01,,241,,
143787,686527,"Dominic Canzone",25,2023,1,0,100,0,6.7,-0.009,-0.005,0,20,-0.002,0,150,0,-0.1
143845,686668,"Brenton Doyle",25,2023,22,5,81.5,1,9.4,0.052,0.001,0,49,0,0.5,295,0.002,0.6
143884,686531,"Andre Lipcius",25,2023,0,0,,0,0,-0.01,,0,5,0.005,,53,,
143892,686681,"Michael Massey",25,2023,6,2,75,2,10.9,-0.003,-0.001,0,43,0.001,0,323,0,0
144013,686823,"Will Brennan",25,2023,13,5,72.2,0,10.9,0.013,-0.014,0.2,51,0.004,0.1,405,0,0.3
144197,687462,"Spencer Horwitz",25,2023,0,0,,0,0,-0.007,,0,6,0,,16,,
101992,628711,"Julio Urías",26,2023,,,,,,,,,,,,,,
103054,642545,"Jaime Barria",26,2023,,,,,,,,,,,,,,
104004,645277,"Ozzie Albies",26,2023,13,1,92.9,0,11,0.006,0.017,0.8,84,0.01,0.2,510,0,1.1
104023,645302,"Victor Robles",26,2023,8,1,88.9,1,7.1,0.018,-0.004,0.1,20,0.003,0.1,133,0.001,0.1
104033,645444,"Jose Herrera",26,2023,1,0,100,0,13.3,-0.017,,0,21,0,,123,,
104042,646240,"Rafael Devers",26,2023,5,1,83.3,0,10.1,-0.015,0.004,-0.2,82,-0.003,-0.3,573,0,-0.5
104096,649966,"Luis Urías",26,2023,0,0,,1,0,-0.013,,-0.2,27,-0.006,,146,,
104123,650333,"Luis Arraez",26,2023,3,2,60,0,3.7,-0.017,-0.019,-0.2,88,-0.003,-0.5,789,-0.001,-0.7
104176,650391,"Eloy Jiménez",26,2023,0,0,,0,2.8,-0.017,,-0.2,47,-0.004,,393,,
104180,650402,"Gleyber Torres",26,2023,13,6,68.4,1,6,0,-0.028,-0.6,85,-0.007,-0.2,755,0,-0.8
104205,650489,"Willi Castro",26,2023,33,5,86.8,2,23.8,0.036,0.005,0.1,58,0.003,0.6,438,0.001,0.8
104261,650559,"Bryan De La Cruz",26,2023,4,1,80,0,6.9,-0.015,-0.005,-0.2,72,-0.003,-0.3,530,-0.001,-0.5
104290,650619,"Meibrys Viloria",26,2023,0,0,,0,,,,,,,,,,
104450,650859,"Luis Rengifo",26,2023,6,4,60,0,6.3,-0.003,-0.028,0.3,49,0.007,-0.2,413,0,0.2
104481,650893,"Génesis Cabrera",26,2023,,,,,,,,,,,,,,
104495,650907,"René Pinto",26,2023,0,0,,0,0,-0.01,,0,4,-0.002,,53,,
104562,655316,"Andruw Monasterio",26,2023,7,2,77.8,2,6.9,0.003,0.002,0.1,44,0.001,0,320,0,0.1
104616,656024,"Carlos Pérez",26,2023,0,0,,0,0,-0.01,,0,5,0.001,,39,,
104799,656529,"Sam Hentges",26,2023,,,,,,,,,,,,,,
104872,656821,"Kevin Padlo",26,2023,0,0,,0,,0,,0,1,0,,1,,
104934,657061,"Cole Tucker",26,2023,0,0,,0,0,-0.008,,0,2,-0.002,,13,,
105007,657277,"Logan Webb",26,2023,,,,,,,,,,,,,,
105525,658648,"Pedro Avila",26,2023,,,,,,,,,,,,,,
105595,663905,"Travis Blankenhorn",26,2023,0,0,,0,0,-0.007,,0,3,-0.001,,23,,
105650,663550,"Trey Cabbage",26,2023,1,1,50,0,40,0.02,-0.008,0,8,0.003,0,34,0,0
