Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Jared Hoying 호잉","Eagles (KBO)",29,590,0.086440677,0.157627118,0.548387096,0.306238185,0.369491525,0.572778827,0.942270352,0.266540642,5.08559834877204,0.321167883,0.3064810475334525,104.79677007368535,21.910811372313194,0.39198088193761893,126.43488923287373,"Jared Hoying","10882",
"Michael Choice 초이스","Heroes (KBO)",28,397,0.083123425,0.198992443,0.417721518,0.257879656,0.335012594,0.458452722,0.793465316,0.200573066,2.8895957335343905,0.282945736,0.00964206550270319,52.57939925767732,-3.193017021042577,0.3421380402166632,94.27491718292134,"Michael Choice","11376",
"Andy Burns 번즈","Giants (KBO)",27,505,0.065346534,0.263366336,0.2481203,0.268398268,0.329365079,0.512987012,0.842352091,0.244588744,5.921592541891741,0.330065359,0.12470261193811893,73.72038697392767,2.775625712583718,0.35707456835237633,103.9123758586754,"Andy Burns","12779",
"Adonis García 가르시아","Twins (KBO)",33,206,0.04368932,0.121359223,0.36,0.338797814,0.383495145,0.519125683,0.902620828,0.180327869,4.419161607447398,0.346153846,1.0666369963437319,35.76197854738652,6.822135339788785,0.38754619122708883,123.5735048419258,"Adonis Garcia","13777",
"ByungHo Park 박병호","Heroes (KBO)",31,488,0.139344262,0.233606557,0.596491228,0.345,0.456967213,0.7175,1.174467213,0.3725,1.3991179794668183,0.386178861,-0.3312444891780615,126.05375943577567,57.49723766243735,0.4809936432160094,183.86837047033222,"ByungHo Park","18497",
"Hyun Soo Kim 김현수","Twins (KBO)",30,511,0.091976516,0.119373776,0.770491803,0.362030905,0.414872798,0.589403973,1.004276771,0.227373068,3.1624003247698043,0.37696335,-1.1215444216504693,105.0945571367371,33.306887820802906,0.4229180350162015,146.3963911047465,"Hyun Soo Kim","18718",
"Dae-Ho Lee 이대호","Giants (KBO)",36,604,0.071192052,0.124172185,0.573333333,0.333333333,0.394039735,0.593001841,0.987041576,0.259668508,1.1306192614170079,0.331034482,-0.3161974288523197,119.93245691248357,35.0797127504009,0.41508433407475204,141.34187184729453,"Dae-Ho Lee","18722",
"Jae-Gyun Hwang 황재균","Wiz (KBO)",30,588,0.083333333,0.204081632,0.408333333,0.296226415,0.358361774,0.526415094,0.884776868,0.230188679,4.574521665579493,0.340206185,-0.49677030369639397,96.7814174841593,14.176428134317227,0.377608927906069,117.16170929370662,"Jae-Gyun Hwang","19369",
"Ha-Seong Kim 김하성","Heroes (KBO)",22,576,0.09375,0.140625,0.666666666,0.287671232,0.358260869,0.473581213,0.831842082,0.185909981,5.390506408700558,0.306024096,0.7795169120654464,85.8963288048392,4.977155564177576,0.36054372964313103,106.15077411798934,"Ha-Seong Kim","27506",
"Jung Hoo Lee 이정후","Heroes (KBO)",19,520,0.08076923,0.111538461,0.724137931,0.355119825,0.411992263,0.477124183,0.889116446,0.122004358,4.791788124201271,0.389578163,0.4107127860188484,91.96226519205482,18.91023379423529,0.391130158989346,125.88597939358567,"Jung Hoo Lee","33824",
"Hyeseong Kim 김혜성","Heroes (KBO)",19,473,0.069767441,0.251585623,0.277310924,0.269767441,0.327659574,0.36744186,0.695101434,0.097674419,8.63240239389358,0.36038961,3.3817204693332314,49.6268903802937,-16.82236125656905,0.31177507420338546,74.68389659450003,"Hyeseong Kim","35322",
"Jerry Sands 샌즈","Heroes (KBO)",30,93,0.064516129,0.29032258,0.222222222,0.313953488,0.354838709,0.76744186,1.122280569,0.453488372,3.932437144180578,0.3125,-0.47204198222607374,21.293155398353086,8.228080552204595,0.448616389946271,162.97767635544918,"Jerry Sands","4016",
"Jimmy Paredes 파레디스","Bears (KBO)",29,71,0.056338028,0.239436619,0.235294117,0.138461538,0.197183098,0.246153846,0.443336944,0.107692308,7.646036812342904,0.166666666,0.20967311318963766,-0.2861387555516257,-10.260550734869291,0.19158084051949636,-2.868728062816592,"Jimmy Paredes","5481",
