Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Min-hyuck Kim 김민혁","Wiz (KBO)",24,108,222,249,53,41,5,2,5,35,25,22,0,42,2,1,2,4,8,4,0.238738738,"Min-hyuck Kim","sa3012419",
"Woo-jun Shim 심우준","Wiz (KBO)",25,144,476,535,112,90,16,3,3,58,51,37,0,98,2,4,16,6,36,10,0.235294117,"Woo-jun Shim","sa3012420",
"Sang-chul Moon 문상철","Wiz (KBO)",29,74,154,172,40,27,3,2,8,24,25,11,0,43,2,2,3,4,0,1,0.259740259,"Sang-chul Moon","sa3012421",
"Min-sub Song 송민섭","Wiz (KBO)",28,113,42,51,8,5,1,1,1,21,5,5,0,13,1,1,2,0,4,3,0.19047619,"Min-sub Song","sa3012423",
"Jun-won Jang 장준원","Twins (KBO)",24,46,60,68,13,9,3,0,1,10,6,6,0,7,0,1,1,2,0,0,0.216666666,"Jun-won Jang","sa3012436",
"Suk-hwan Yang 양석환","Twins (KBO)",28,40,118,132,29,21,5,0,3,8,13,10,0,25,2,0,2,1,0,0,0.245762711,"Suk-hwan Yang","sa3012438",
"Jung-dae Bae 배정대","Wiz (KBO)",24,144,533,615,154,113,25,3,13,88,65,68,0,142,5,4,5,9,22,13,0.288930581,"Jung-dae Bae","sa3012441",
"Gyeong-ho Kim 김경호","Wyverns (KBO)",24,56,105,110,30,26,3,1,0,17,9,3,0,16,0,1,1,2,1,4,0.285714285,"Gyeong-ho Kim","sa3012446",
"Sung-kon Lee 이성곤","Lions (KBO)",28,62,139,154,39,27,7,0,5,16,18,11,0,38,0,2,2,3,2,0,0.280575539,"Sung-kon Lee","sa3012447",
"Ho-jae Kim 김호재","Lions (KBO)",25,65,118,138,38,32,5,0,1,19,10,16,0,19,3,0,1,1,2,0,0.322033898,"Ho-jae Kim","sa3012454",
"Gye-beom Park 박계범","Lions (KBO)",24,80,164,175,32,22,7,0,3,21,16,7,0,42,0,1,3,3,3,2,0.195121951,"Gye-beom Park","sa3012458",
"Jun-suk Song 송준석","Lions (KBO)",26,32,47,50,13,7,5,0,1,5,7,2,0,6,1,0,0,4,0,0,0.276595744,"Jun-suk Song","sa3012459",
"Yoon-suk Oh 오윤석","Giants (KBO)",28,63,168,197,50,38,7,1,4,31,32,24,0,47,2,2,1,2,2,1,0.297619047,"Yoon-suk Oh","sa3012464",
"Chang-jin Lee 이창진","Tigers (KBO)",29,22,88,99,29,20,8,1,0,19,7,10,0,17,1,0,0,2,0,1,0.329545454,"Chang-jin Lee","sa3012466",
"Han-wool Kang 강한울","Lions (KBO)",28,34,105,122,32,28,3,0,1,13,10,11,0,24,0,1,5,3,1,0,0.304761904,"Han-wool Kang","sa3012471",
"Chan-ho Park 박찬호","Tigers (KBO)",25,141,480,531,107,88,16,0,3,63,36,36,0,87,0,3,12,14,15,8,0.222916666,"Chan-ho Park","sa3012474",
"Jun-tae Park 박준태","Heroes (KBO)",28,128,347,443,85,66,13,1,5,71,29,65,0,120,19,3,9,4,5,1,0.244956772,"Jun-tae Park","sa3012475",
"Yong-ho Cho 조용호","Wiz (KBO)",30,132,409,482,121,106,15,0,0,73,32,64,1,83,2,2,5,6,12,3,0.29584352,"Yong-ho Cho","sa3012491",
"Min-kook Kang 강민국","Wiz (KBO)",28,81,107,120,24,21,3,0,0,16,9,7,0,20,0,0,6,0,0,1,0.224299065,"Min-kook Kang","sa3012495",
"Tae-jin Kim 김태진","- - -",24,82,263,280,62,55,5,1,1,28,23,13,0,45,1,1,2,2,7,4,0.235741444,"Tae-jin Kim","sa3012499",
"Jung-heop Huh 허정협","Heroes (KBO)",30,111,314,360,84,62,12,0,10,45,43,40,0,73,2,1,3,7,0,0,0.267515923,"Jung-heop Huh","sa3012533",
"Jeong-yong Choi 최정용","Tigers (KBO)",23,38,56,59,11,9,1,0,1,5,5,2,0,15,0,0,1,0,0,0,0.196428571,"Jeong-yong Choi","sa3012537",
"Jae-yu Kim 김재유","Giants (KBO)",27,68,116,133,30,28,1,0,1,20,9,12,0,35,3,0,2,2,10,1,0.258620689,"Jae-yu Kim","sa3012540",
"Dae-in Hwang 황대인","Tigers (KBO)",24,63,116,138,32,24,4,0,4,14,16,21,0,29,0,1,0,4,0,0,0.275862068,"Dae-in Hwang","sa3012545",
"Ho-ryung Kim 김호령","Tigers (KBO)",28,89,138,159,32,21,5,2,4,36,16,14,0,55,3,1,3,2,3,3,0.231884057,"Ho-ryung Kim","sa3012550",
"Hyun-seok Lee 이현석","Wyverns (KBO)",28,57,101,109,18,14,2,0,2,7,7,4,0,30,2,0,2,4,1,0,0.178217821,"Hyun-seok Lee","sa3012560",
"Woong-bin Kim 김웅빈","Heroes (KBO)",24,73,207,235,57,36,13,0,8,25,31,17,1,65,3,3,5,6,1,0,0.275362318,"Woong-bin Kim","sa3012561",
"Chang-ki Hong 홍창기","Twins (KBO)",26,135,408,507,114,74,29,6,5,87,39,83,1,87,10,3,3,8,11,5,0.279411764,"Chang-ki Hong","sa3012570",
"Hyo-sang Joo 주효상","Heroes (KBO)",22,63,84,101,16,12,4,0,0,6,7,13,0,26,0,1,3,0,0,0,0.19047619,"Hyo-sang Joo","sa3012583",
"Sung-gyu Lee 이성규","Lions (KBO)",26,98,216,245,39,21,7,1,10,25,30,18,0,64,5,2,4,7,3,0,0.180555555,"Sung-gyu Lee","sa3012587",
"Won-jun Choi 최원준","Tigers (KBO)",23,123,359,412,117,93,16,6,2,72,35,33,0,35,6,5,9,1,14,3,0.325905292,"Won-jun Choi","sa3012595",
"Chan-hyung Kim 김찬형","Dinos (KBO)",22,56,64,72,19,13,6,0,0,10,7,4,0,11,1,1,2,0,3,1,0.296875,"Chan-hyung Kim","sa3012617",
"Jun-young Park 박준영","Dinos (KBO)",22,32,46,51,7,3,4,0,0,4,3,2,0,17,3,0,0,2,1,0,0.152173913,"Jun-young Park","sa3012619",
"Yu-chan Lee 이유찬","Bears (KBO)",21,101,89,108,23,20,2,1,0,30,6,14,0,25,2,1,2,2,13,4,0.258426966,"Yu-chan Lee","sa3012635",
"Seong-han Park 박성한","Wyverns (KBO)",22,41,99,112,24,20,2,0,2,7,8,11,0,21,1,0,1,1,1,1,0.242424242,"Seong-han Park","sa3012661",
"Baek-ho Kang 강백호","Wiz (KBO)",20,129,500,574,165,105,36,1,23,95,89,66,9,93,5,3,0,7,8,1,0.33,"Baek-ho Kang","sa3012665",
"Dong-hui Han 한동희","Giants (KBO)",21,135,461,531,128,89,22,0,17,62,67,57,0,97,5,3,5,15,0,3,0.277657266,"Dong-hui Han","sa3012686",
"Eun-won Jung 정은원","Eagles (KBO)",20,79,254,303,63,49,9,2,3,28,29,41,0,41,5,1,2,4,1,1,0.248031496,"Eun-won Jung","sa3012695",
"Jun-woo Choi 최준우","Wyverns (KBO)",21,66,182,207,43,36,4,0,3,23,14,19,0,28,0,1,5,3,1,1,0.236263736,"Jun-woo Choi","sa3012699",
"Hyung-jun Kim 김형준","Dinos (KBO)",20,44,72,82,22,18,1,0,3,12,11,10,0,21,0,0,0,1,0,0,0.305555555,"Hyung-jun Kim","sa3012705",
"Bon-hyeok Gu 구본혁","Twins (KBO)",23,125,86,98,14,12,0,1,1,20,7,7,0,18,2,0,3,2,0,0,0.162790697,"Bon-hyeok Gu","sa3012711",
"Seung-kyu Park 박승규","Lions (KBO)",19,91,182,196,47,35,11,0,1,24,14,7,0,32,3,0,4,4,4,4,0.258241758,"Seung-kyu Park","sa3012721",
"Sun-woo Oh 오선우","Tigers (KBO)",23,59,67,73,16,12,0,0,4,11,14,3,0,26,3,0,0,2,0,0,0.23880597,"Sun-woo Oh","sa3012730",
"Si-hwan Roh 노시환","Eagles (KBO)",19,106,346,387,76,44,18,2,12,46,43,33,1,116,6,1,1,8,0,1,0.219653179,"Si-hwan Roh","sa3012734",
"Chang-pyeong Kim 김창평","Wyverns (KBO)",20,35,78,90,15,10,4,1,0,10,7,11,0,16,0,1,0,2,7,0,0.192307692,"Chang-pyeong Kim","sa3012740",
"Sung-woo Lee 이성우","Twins (KBO)",38,72,77,88,18,14,1,0,3,7,11,6,0,14,0,0,5,3,0,0,0.233766233,"Sung-woo Lee","sa3012790",
"Kang-min Kim 김강민","Wyverns (KBO)",37,122,289,327,73,49,11,1,12,39,45,27,2,62,4,2,5,9,7,5,0.252595155,"Kang-min Kim","sa3012834",
"Sang-ho Chung 정상호","Bears (KBO)",37,42,86,92,14,8,6,0,0,3,8,2,0,29,0,1,3,4,0,0,0.162790697,"Sang-ho Chung","sa3012835",
"Hyoung-woo Choi 최형우","Tigers (KBO)",36,140,522,600,185,119,37,1,28,93,116,70,5,101,5,3,0,9,0,0,0.35440613,"Hyoung-woo Choi","sa3012871",
"Kyung-su Park 박경수","Wiz (KBO)",36,119,324,391,91,61,17,0,13,33,59,48,2,96,9,7,3,13,0,1,0.280864197,"Kyung-su Park","sa3012911",
"Sung-yul Lee 이성열","Eagles (KBO)",35,79,227,248,46,33,5,0,8,23,34,16,0,69,5,0,0,4,1,1,0.202643171,"Sung-yul Lee","sa3012912",
"Ju-hwan Na 나주환","Tigers (KBO)",36,64,204,222,57,46,5,0,6,21,26,12,0,44,1,1,4,6,0,0,0.279411764,"Ju-hwan Na","sa3012917",
"Seok-hoon Chi 지석훈","Dinos (KBO)",36,87,121,142,25,16,8,0,1,22,12,15,0,33,2,2,2,4,0,0,0.20661157,"Seok-hoon Chi","sa3012927",
"Suk-min Yoon 윤석민","Wyverns (KBO)",34,34,73,76,14,9,2,0,3,4,12,2,0,12,0,1,0,4,0,0,0.191780821,"Suk-min Yoon","sa3012975",
"Han-joon Yoo 유한준","Wiz (KBO)",38,119,386,428,108,80,17,0,11,48,64,40,2,51,0,1,1,9,1,0,0.279792746,"Han-joon Yoo","sa3012986",
"Jin-hang Choi 최진행","Eagles (KBO)",34,84,214,240,50,37,5,0,8,23,30,18,0,59,5,3,0,11,0,0,0.233644859,"Jin-hang Choi","sa3013016",
"Eui-yoon Jung 정의윤","Wyverns (KBO)",33,76,187,203,45,38,5,1,1,13,20,12,1,38,1,3,0,7,0,1,0.240641711,"Eui-yoon Jung","sa3013035",
"Jae-il Oh 오재일","Bears (KBO)",33,127,471,534,147,99,32,0,16,62,89,61,1,92,0,2,0,12,2,1,0.31210191,"Jae-il Oh","sa3013047",
"Won-seok Lee 이원석","Lions (KBO)",33,121,403,467,108,78,17,0,13,46,74,49,1,82,2,12,1,7,0,1,0.267990074,"Won-seok Lee","sa3013066",
"Keun-woo Jeong 정근우","Twins (KBO)",37,72,154,177,37,32,4,0,1,23,14,17,1,23,2,1,3,4,7,2,0.24025974,"Keun-woo Jeong","sa3013085",
"Byung-kyu Lee 이병규","Giants (KBO)",36,53,164,194,45,32,4,0,9,28,32,28,0,55,1,1,0,5,0,0,0.274390243,"Byung-kyu Lee","sa3013092",
"Joo-hwan Choi 최주환","Bears (KBO)",32,140,509,574,156,107,29,4,16,63,88,47,5,66,7,10,1,7,2,1,0.3064833,"Joo-hwan Choi","sa3013103",
"Moon-ho Kim 김문호","Eagles (KBO)",33,18,46,52,10,7,1,0,2,6,5,5,0,11,1,0,0,1,0,0,0.217391304,"Moon-ho Kim","sa3013121",
"Kwang-min Song 송광민","Eagles (KBO)",37,94,277,298,65,44,12,0,9,31,44,14,1,69,3,3,1,16,0,0,0.234657039,"Kwang-min Song","sa3013141",
"Sung-hyun Kim 김성현","Wyverns (KBO)",33,133,343,392,93,81,9,1,2,34,25,30,0,27,5,3,11,10,1,1,0.271137026,"Sung-hyun Kim","sa3013146",
"Jae-won Lee 이재원","Wyverns (KBO)",32,80,222,251,41,31,8,0,2,18,21,19,3,24,6,1,3,12,0,0,0.184684684,"Jae-won Lee","sa3013147",
"Myung-ki Lee 이명기","Dinos (KBO)",32,136,477,540,146,123,18,3,2,82,45,50,0,78,4,4,5,6,12,7,0.306079664,"Myung-ki Lee","sa3013150",
"Do-hwan Hur 허도환","Wiz (KBO)",35,52,53,62,14,13,1,0,0,2,5,6,0,15,2,0,1,2,0,0,0.264150943,"Do-hwan Hur","sa3013160",
"Tae-in Chae 채태인","Wyverns (KBO)",37,71,160,189,45,33,5,0,7,11,24,29,2,33,0,0,0,4,0,0,0.28125,"Tae-in Chae","sa3013170",
"Min-sung Kim 김민성","Twins (KBO)",31,87,297,333,79,54,20,0,5,29,47,24,2,66,4,4,4,8,2,1,0.265993265,"Min-sung Kim","sa3013175",
"Hyung-jong Lee 이형종","Twins (KBO)",31,81,287,323,85,49,17,2,17,41,50,27,1,61,7,2,0,7,1,0,0.296167247,"Hyung-jong Lee","sa3013195",
"Yong-eui Kim 김용의","Twins (KBO)",34,101,70,75,19,16,1,1,1,28,12,3,0,15,0,1,1,2,7,3,0.271428571,"Yong-eui Kim","sa3013199",
"Jae-hwan Kim 김재환","Bears (KBO)",31,140,516,614,137,80,26,1,30,82,113,91,3,154,1,6,0,14,6,0,0.265503875,"Jae-hwan Kim","sa3013200",
"Jae-hoon Choi 최재훈","Eagles (KBO)",30,126,339,389,102,80,19,0,3,46,36,29,0,44,16,0,5,7,0,0,0.300884955,"Jae-hoon Choi","sa3013205",
"Sung-woo Jang 장성우","Wiz (KBO)",30,130,400,455,111,83,15,0,13,39,79,38,0,64,1,6,10,15,0,0,0.2775,"Sung-woo Jang","sa3013216",
