Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Bon Ki Shin 신본기","Giants (KBO)",27,25,81,104,25,20,4,0,1,13,10,13,0,12,8,0,2,3,0,1,0.308641975,"Bon Ki Shin","sa3011910",
"Dea-Ryu Kim 김대륙","Giants (KBO)",24,58,49,59,7,4,1,2,0,5,5,5,0,20,3,1,1,0,0,0,0.142857142,"Dea-Ryu Kim","sa3011925",
"Ki Hyuk Park 박기혁","Wiz (KBO)",35,117,308,348,84,69,13,0,2,36,34,27,0,53,1,2,10,8,0,2,0.272727272,"Ki Hyuk Park","sa3011943",
"Bum Ho Lee 이범호","Tigers (KBO)",34,138,484,560,150,94,23,0,33,93,108,60,7,57,9,7,0,15,1,1,0.309917355,"Bum Ho Lee","sa3011949",
"Joon-Suk Choi 최준석","Giants (KBO)",33,116,325,396,85,56,10,0,19,49,70,64,2,102,3,4,0,14,0,0,0.261538461,"Joon-Suk Choi","sa3011965",
"Seung-Hwa Lee 이우민","Giants (KBO)",34,52,83,98,16,10,5,0,1,19,8,7,0,16,4,0,4,3,2,2,0.192771084,"Seung-Hwa Lee","sa3011966",
"Taekyun Kim 김태균","Eagles (KBO)",34,144,529,652,193,131,39,0,23,94,136,108,10,97,9,6,0,11,1,0,0.364839319,"Taekyun Kim","sa3011978",
"Yong Taik Park 박용택","Twins (KBO)",37,138,509,578,176,141,24,0,11,84,90,58,5,71,4,7,0,13,6,6,0.345776031,"Yong Taik Park","sa3011983",
"Kyu-Hyun Moon 문규현","Giants (KBO)",32,120,316,368,86,72,10,0,4,38,40,29,0,39,1,2,19,10,2,3,0.272151898,"Kyu-Hyun Moon","sa3011990",
"Sihyun Son 손시헌","Dinos (KBO)",35,110,341,403,104,76,21,2,5,36,39,38,0,48,13,1,10,13,1,0,0.304985337,"Sihyun Son","sa3012001",
"Jong Wook Lee 이종욱","Dinos (KBO)",36,134,453,517,138,105,24,4,5,73,57,54,0,73,1,5,4,11,15,3,0.304635761,"Jong Wook Lee","sa3012004",
"Taek-Keun Lee 이택근","Heroes (KBO)",35,127,398,460,123,95,19,1,8,64,65,53,1,56,3,6,0,11,7,4,0.309045226,"Taek-Keun Lee","sa3012005",
"Il-Mok Cha 차일목","Eagles (KBO)",35,117,276,329,63,52,8,0,3,30,38,30,0,57,4,6,13,9,0,0,0.228260869,"Il-Mok Cha","sa3012009",
"Yongkyu Lee 이용규","Eagles (KBO)",30,113,452,530,159,132,20,4,3,98,41,63,1,29,7,1,7,7,21,11,0.351769911,"Yongkyu Lee","sa3012015",
"Jaeho Kim 김재호","Bears (KBO)",31,137,416,496,129,92,27,3,7,69,78,57,1,52,5,13,5,8,8,4,0.310096153,"Jaeho Kim","sa3012016",
"Sok Min Park 박석민","Dinos (KBO)",31,126,427,506,131,79,20,0,32,77,104,56,2,95,16,4,2,18,2,0,0.306791569,"Sok Min Park","sa3012020",
"Minho Kang 강민호","Giants (KBO)",30,116,381,460,123,77,26,0,20,65,72,66,4,91,10,3,0,7,4,0,0.322834645,"Minho Kang","sa3012023",
"Jeong Choi 최정","Wyverns (KBO)",29,141,500,606,144,79,24,1,40,106,106,77,2,126,23,6,0,6,1,2,0.288,"Jeong Choi","sa3012034",
"Euiji Yang 양의지","Bears (KBO)",29,108,332,392,106,67,17,0,22,66,66,40,1,29,12,7,1,20,2,0,0.319277108,"Euiji Yang","sa3012037",
"Byung-hun Min 민병헌","Bears (KBO)",29,134,511,579,166,115,31,4,16,98,87,48,1,91,15,4,1,18,9,2,0.324853228,"Byung-hun Min","sa3012038",
"Jaewon Oh 오재원","Bears (KBO)",31,122,416,484,113,89,18,1,5,68,58,54,1,82,5,6,3,10,13,10,0.271634615,"Jaewon Oh","sa3012047",
"Ah-seop Son 손아섭","Giants (KBO)",28,144,575,672,186,136,33,1,16,118,81,92,1,104,3,2,0,4,42,4,0.32347826,"Ah-seop Son","sa3012050",
"Taegun Kim 김태군","Dinos (KBO)",26,134,340,395,79,63,15,0,1,37,30,22,0,44,9,4,20,14,0,0,0.232352941,"Taegun Kim","sa3012057",
"Geonchang Seo 서건창","Heroes (KBO)",26,140,560,646,182,138,30,7,7,111,63,69,2,58,10,4,3,6,26,13,0.325,"Geonchang Seo","sa3012058",
"Dong-Gyun Woo 우동균","Lions (KBO)",26,33,68,82,15,12,1,0,2,14,10,12,0,10,0,1,1,0,0,0,0.220588235,"Dong-Gyun Woo","sa3012060",
"Junwoo Jeon 전준우","Giants (KBO)",30,25,99,113,25,16,7,0,2,16,10,7,0,25,6,0,1,4,3,3,0.252525252,"Junwoo Jeon","sa3012061",
"Jun Ho Ha 하준호","Wiz (KBO)",27,94,187,217,41,33,5,0,3,26,15,20,0,63,5,1,4,3,12,4,0.219251336,"Jun Ho Ha","sa3012062",
"Kyoung-min Hur 허경민","Bears (KBO)",25,144,538,609,154,119,24,4,7,96,81,49,1,58,14,2,6,14,6,6,0.286245353,"Kyoung-min Hur","sa3012064",
"Sang-soo Kim 김상수","Lions (KBO)",26,105,358,401,97,81,13,0,3,56,38,23,0,39,8,4,8,9,6,4,0.27094972,"Sang-soo Kim","sa3012065",
"Seung Yuop Lee 이승엽","Lions (KBO)",39,142,542,623,164,103,32,2,27,91,118,65,1,89,8,8,0,7,5,2,0.302583025,"Seung Yuop Lee","sa3012081",
"In Sung Cho 조인성","Eagles (KBO)",41,76,137,146,23,18,2,0,3,10,7,2,0,38,1,0,6,2,0,0,0.167883211,"In Sung Cho","sa3012090",
"Jin Young Lee 이진영","Wiz (KBO)",36,115,371,424,123,89,23,1,10,49,72,45,1,44,3,5,0,13,2,5,0.331536388,"Jin Young Lee","sa3012113",
"Hae-chang Lee 이해창","Wiz (KBO)",29,88,231,254,47,31,10,0,6,16,22,9,0,65,3,3,8,7,1,1,0.203463203,"Hae-chang Lee","sa3012183",
"Ju-ho Song 송주호","Eagles (KBO)",27,33,47,52,5,5,0,0,0,3,1,3,0,12,0,0,2,1,0,2,0.106382978,"Ju-ho Song","sa3012184",
"Sang-won Back 백상원","Lions (KBO)",28,132,445,517,128,103,19,3,3,60,49,51,0,69,4,7,10,15,8,3,0.287640449,"Sang-won Back","sa3012187",
"Dong-eun Kim 김동은","Wiz (KBO)",25,32,50,63,11,11,0,0,0,7,2,10,0,14,1,0,2,3,3,1,0.22,"Dong-eun Kim","sa3012190",
"Hoon Jung 정훈","Giants (KBO)",28,121,370,439,97,75,18,2,2,48,46,43,0,75,16,2,8,12,7,7,0.262162162,"Hoon Jung","sa3012191",
"Tae-gon Oh 오태곤","Giants (KBO)",24,42,123,135,32,23,6,0,3,17,7,12,0,37,0,0,0,5,6,2,0.260162601,"Tae-gon Oh","sa3012193",
"Kang-nam Yoo 유강남","Twins (KBO)",23,100,263,297,70,55,7,0,8,28,47,17,0,48,7,6,4,6,0,0,0.266159695,"Kang-nam Yoo","sa3012221",
"Chun-woong Lee 이천웅","Twins (KBO)",27,103,276,320,81,64,10,1,6,38,41,34,0,49,3,1,6,3,6,9,0.29347826,"Chun-woong Lee","sa3012228",
"Dong-han Kim 김동한","Giants (KBO)",28,78,107,116,27,21,6,0,0,9,14,6,0,19,0,0,3,1,5,1,0.252336448,"Dong-han Kim","sa3012231",
"Jong-wook Ko 고종욱","Heroes (KBO)",27,133,527,566,176,137,22,9,8,92,72,28,1,103,5,5,1,10,28,14,0.333965844,"Jong-wook Ko","sa3012243",
"Seong-kap Hong 홍성갑","Heroes (KBO)",23,44,62,68,14,13,0,1,0,4,7,1,0,18,5,0,0,2,1,0,0.225806451,"Seong-kap Hong","sa3012248",
"Jeong-hyeok Kim 김정혁","Lions (KBO)",30,46,106,118,25,21,1,1,2,13,11,9,0,25,1,1,1,3,1,1,0.235849056,"Jeong-hyeok Kim","sa3012252",
"Jung-woo Yoon 윤정우","Tigers (KBO)",28,46,67,82,20,13,5,0,2,20,13,5,0,15,7,1,2,2,6,1,0.298507462,"Jung-woo Yoon","sa3012263",
"Kyung-hak Kang 강경학","Eagles (KBO)",23,46,101,116,16,10,3,2,1,16,7,8,0,30,2,1,4,5,0,0,0.158415841,"Kyung-hak Kang","sa3012267",
"Jun-hyeok Oh 오준혁","Tigers (KBO)",24,47,132,144,35,21,8,4,2,18,15,9,0,38,1,0,2,2,1,2,0.265151515,"Jun-hyeok Oh","sa3012271",
"Sang-woo Seo 서상우","Twins (KBO)",26,56,111,137,28,19,5,0,4,18,12,25,1,37,1,0,0,1,1,0,0.252252252,"Sang-woo Seo","sa3012287",
"Ji-hyuk Ryu 류지혁","Bears (KBO)",22,90,118,134,34,26,5,0,3,34,9,10,0,28,3,1,2,0,3,2,0.288135593,"Ji-hyuk Ryu","sa3012288",
"Sei-hyok Park 박세혁","Bears (KBO)",26,87,172,210,36,25,5,1,5,26,23,22,0,45,2,3,11,1,2,2,0.209302325,"Sei-hyok Park","sa3012290",
"Min-sang Yoo 유민상","Wiz (KBO)",27,95,213,254,60,43,12,1,4,30,37,25,0,39,9,4,3,8,1,1,0.28169014,"Min-sang Yoo","sa3012292",
"Jae-hyun Kim 김재현","Heroes (KBO)",23,56,72,82,13,11,2,0,0,8,8,7,0,14,1,0,2,1,0,0,0.180555555,"Jae-hyun Kim","sa3012294",
"Jeong-eum Park 박정음","Heroes (KBO)",27,98,223,263,69,57,5,3,4,45,26,30,0,52,3,2,5,5,16,9,0.30941704,"Jeong-eum Park","sa3012296",
"Ja-wook Koo 구자욱","Lions (KBO)",23,108,428,495,147,101,19,13,14,105,77,55,1,68,5,5,2,4,10,5,0.343457943,"Ja-wook Koo","sa3012300",
"Hae-min Park 박해민","Lions (KBO)",26,141,564,641,169,127,26,12,4,109,61,49,2,87,3,3,22,6,52,15,0.29964539,"Hae-min Park","sa3012304",
"Jun-tae Kim 김준태","Giants (KBO)",21,68,120,144,33,27,3,1,2,12,16,22,1,42,0,1,1,0,0,0,0.275,"Jun-tae Kim","sa3012310",
"Sang-ho Kim 김상호","Giants (KBO)",27,114,366,415,106,79,20,0,7,39,56,38,2,84,4,5,2,10,3,1,0.289617486,"Sang-ho Kim","sa3012311",
"Ju-suk Ha 하주석","Eagles (KBO)",22,115,405,441,113,81,21,1,10,58,57,18,1,115,9,1,8,3,5,7,0.279012345,"Ju-suk Ha","sa3012320",
"Sung-woo Yang 양성우","Eagles (KBO)",27,108,384,446,104,84,12,4,4,52,53,39,0,67,9,6,8,6,5,2,0.270833333,"Sung-woo Yang","sa3012326",
"Seung-wook Park 박승욱","Wyverns (KBO)",23,36,87,103,24,16,4,1,3,19,13,9,0,28,2,1,4,0,2,1,0.275862068,"Seung-wook Park","sa3012327",
"Min-sik Kim 김민식","Wyverns (KBO)",27,88,144,170,37,26,9,0,2,17,14,21,0,38,2,0,3,2,1,1,0.256944444,"Min-sik Kim","sa3012328",
"Jung-min Choi 최정민","Wyverns (KBO)",27,88,155,177,51,46,4,1,0,29,11,8,0,48,7,1,6,1,8,4,0.329032258,"Jung-min Choi","sa3012334",
"Min-woo Park 박민우","Dinos (KBO)",23,121,435,515,149,124,16,6,3,84,55,55,1,70,8,7,10,9,20,6,0.342528735,"Min-woo Park","sa3012337",
"Seong-uk Kim 김성욱","Dinos (KBO)",23,130,306,348,81,50,15,1,15,60,51,30,0,64,3,2,7,15,5,2,0.264705882,"Seong-uk Kim","sa3012349",
"Sung-bum Na 나성범","Dinos (KBO)",26,144,572,653,177,116,37,2,22,116,113,67,2,136,9,4,1,4,7,4,0.309440559,"Sung-bum Na","sa3012352",
"Heung-ryun Lee 이흥련","Lions (KBO)",27,85,150,174,39,22,11,0,6,20,25,8,0,41,5,2,9,4,0,0,0.26,"Heung-ryun Lee","sa3012375",
"Hong-ku Lee 이홍구","Tigers (KBO)",25,106,241,273,64,37,16,2,9,27,45,19,1,66,4,6,3,5,0,1,0.265560165,"Hong-ku Lee","sa3012389",
"Jang-hyeok Ko 고장혁","Tigers (KBO)",26,63,70,81,15,12,3,0,0,18,4,7,0,15,3,0,1,1,3,2,0.214285714,"Jang-hyeok Ko","sa3012390",
"Woon-ho Jang 장운호","Eagles (KBO)",22,51,76,85,18,15,2,1,0,7,11,4,0,16,2,0,3,1,0,0,0.236842105,"Woon-ho Jang","sa3012393",
"Soo-kwang Ro 노수광","Tigers (KBO)",25,77,207,238,64,54,4,2,4,43,30,20,0,46,1,0,10,0,12,2,0.309178743,"Soo-kwang Ro","sa3012395",
"Jae-won Choi 최재원","Lions (KBO)",25,28,81,105,27,20,3,0,4,20,16,17,0,17,3,2,2,2,3,1,0.333333333,"Jae-won Choi","sa3012406",
"Jun-wan Kim 김준완","Dinos (KBO)",25,122,253,325,66,57,7,1,1,60,12,66,0,62,2,1,2,4,2,5,0.260869565,"Jun-wan Kim","sa3012408",
"Woo-jun Shim 심우준","Wiz (KBO)",21,122,236,251,57,44,9,1,3,36,17,8,0,40,0,2,5,5,17,1,0.241525423,"Woo-jun Shim","sa3012420",
"Sang-chul Moon 문상철","Wiz (KBO)",25,48,80,87,16,8,7,0,1,9,7,4,0,26,2,1,0,2,1,0,0.2,"Sang-chul Moon","sa3012421",
"Seong-hyun Shin 신성현","Eagles (KBO)",25,89,158,184,44,28,8,0,8,30,24,15,0,54,5,0,6,3,0,4,0.278481012,"Seong-hyun Shin","sa3012434",
"Jae-wook Park 박재욱","Twins (KBO)",20,26,47,50,12,10,2,0,0,5,4,2,0,9,0,0,1,3,0,0,0.255319148,"Jae-wook Park","sa3012435",
"Suk-hwan Yang 양석환","Twins (KBO)",24,80,203,215,56,39,10,1,6,24,37,6,0,48,1,2,3,1,3,0,0.275862068,"Suk-hwan Yang","sa3012438",
"Jung-dae Bae 배정대","Wiz (KBO)",20,65,50,55,13,12,1,0,0,10,3,4,0,18,0,0,1,0,2,1,0.26,"Jung-dae Bae","sa3012441",
"Byeong-wuk Lim 임병욱","Heroes (KBO)",20,104,233,265,58,38,11,1,8,43,24,25,0,82,1,0,6,2,17,6,0.248927038,"Byeong-wuk Lim","sa3012450",
"Jae-hyun Kim 김재현","Lions (KBO)",24,122,188,215,41,34,7,0,0,25,14,8,0,42,7,1,11,10,1,1,0.218085106,"Jae-hyun Kim","sa3012462",
"Han-wool Kang 강한울","Tigers (KBO)",24,104,298,322,81,65,13,3,0,36,27,15,0,46,0,0,9,2,7,3,0.27181208,"Han-wool Kang","sa3012471",
"Ik-hoon Ahn 안익훈","Twins (KBO)",20,68,45,52,12,11,0,1,0,13,4,6,0,9,0,0,1,0,1,1,0.266666666,"Ik-hoon Ahn","sa3012513",
"Jeong-yong Choi 최정용","Wyverns (KBO)",19,48,54,61,16,14,1,1,0,10,2,3,0,16,0,0,4,0,0,0,0.296296296,"Jeong-yong Choi","sa3012537",
"Ho-ryung Kim 김호령","Tigers (KBO)",24,124,453,514,121,92,18,3,8,72,41,36,0,104,10,2,13,7,19,10,0.267108167,"Ho-ryung Kim","sa3012550",
"Joo-chan Kim 김주찬","Tigers (KBO)",35,130,511,555,177,114,37,3,23,97,101,30,1,68,7,6,1,13,9,7,0.346379647,"Joo-chan Kim","sa3012763",
"Sang-hyun Kim 김상현","Wiz (KBO)",35,62,222,246,50,34,5,0,11,29,32,20,0,48,2,2,0,10,0,1,0.225225225,"Sang-hyun Kim","sa3012771",
"Sung-woo Lee 이성우","Tigers (KBO)",34,55,76,89,16,15,1,0,0,9,6,5,0,10,3,1,4,3,0,0,0.210526315,"Sung-woo Lee","sa3012790",
"Won-sup Kim 김원섭","Tigers (KBO)",37,37,73,90,16,11,5,0,0,10,12,15,0,16,0,1,1,2,1,0,0.219178082,"Won-sup Kim","sa3012793",
"Min-seok Jang 장민석","Eagles (KBO)",34,98,205,227,47,36,7,3,1,38,16,16,0,44,0,0,6,3,3,3,0.229268292,"Min-seok Jang","sa3012799",
"Han-yi Park 박한이","Lions (KBO)",37,110,349,401,105,70,21,0,14,57,69,40,2,72,2,4,6,5,1,0,0.300859598,"Han-yi Park","sa3012800",
"Jong-yoon Park 박종윤","Giants (KBO)",34,73,195,211,55,48,5,1,1,24,17,10,1,25,2,1,3,4,3,2,0.282051282,"Jong-yoon Park","sa3012809",
"Kyeong-eon Kim 김경언","Eagles (KBO)",33,66,182,217,48,36,6,1,5,23,25,28,0,46,2,3,2,7,3,0,0.263736263,"Kyeong-eon Kim","sa3012812",
"Kang-min Kim 김강민","Wyverns (KBO)",33,115,366,422,109,78,21,0,10,59,47,32,2,89,12,2,10,5,12,5,0.297814207,"Kang-min Kim","sa3012834",
"Sang-ho Chung 정상호","Twins (KBO)",33,77,132,159,24,18,5,0,1,12,10,17,0,39,4,2,4,2,0,1,0.181818181,"Sang-ho Chung","sa3012835",
"Dong-hwa Cho 조동화","Wyverns (KBO)",35,76,143,172,34,29,5,0,0,24,16,15,0,17,4,2,8,2,6,2,0.237762237,"Dong-hwa Cho","sa3012837",
"Jae-sang Park 박재상","Wyverns (KBO)",33,94,255,288,76,55,14,1,6,37,35,27,0,37,0,2,4,9,3,6,0.298039215,"Jae-sang Park","sa3012839",
"Hyoung-woo Choi 최형우","Lions (KBO)",32,138,519,618,195,116,46,2,31,99,144,83,8,83,9,7,0,12,2,2,0.375722543,"Hyoung-woo Choi","sa3012871",
"Joo-in Son 손주인","Twins (KBO)",32,122,354,409,114,89,20,3,2,47,39,33,0,35,6,4,12,6,5,4,0.322033898,"Joo-in Son","sa3012876",
"Dong-chan Cho 조동찬","Lions (KBO)",32,90,247,282,68,46,11,1,10,32,36,26,0,64,3,3,3,7,0,1,0.275303643,"Dong-chan Cho","sa3012880",
"Jong-gil Shin 신종길","Tigers (KBO)",32,75,213,240,66,54,8,3,1,34,12,20,0,49,6,0,1,1,7,4,0.309859154,"Jong-gil Shin","sa3012887",
"Kyung-su Park 박경수","Wiz (KBO)",32,121,402,476,126,83,22,1,20,64,80,65,2,80,5,4,0,9,3,1,0.313432835,"Kyung-su Park","sa3012911",
"Sung-yul Lee 이성열","Eagles (KBO)",31,86,198,219,57,37,7,3,10,29,29,11,0,62,8,0,2,3,0,0,0.287878787,"Sung-yul Lee","sa3012912",
"Dae-hyung Lee 이대형","Wiz (KBO)",32,143,600,654,192,174,14,3,1,89,42,44,0,90,2,1,7,6,37,20,0.32,"Dae-hyung Lee","sa3012913",
"Ju-hwan Na 나주환","Wyverns (KBO)",32,24,57,65,22,15,2,0,5,13,12,2,0,6,3,0,3,4,0,4,0.385964912,"Ju-hwan Na","sa3012917",
"Seok-hoon Chi 지석훈","Dinos (KBO)",32,141,351,394,77,54,14,0,9,34,54,22,0,91,9,6,6,9,0,2,0.219373219,"Seok-hoon Chi","sa3012927",
"Dong-wook Seo 서동욱","Tigers (KBO)",32,124,411,485,120,71,30,3,16,73,67,60,1,108,5,3,6,8,9,4,0.291970802,"Dong-wook Seo","sa3012946",
"Yang-ki Lee 이양기","Eagles (KBO)",35,17,52,58,15,12,2,0,1,5,9,2,0,8,2,1,1,6,0,0,0.288461538,"Yang-ki Lee","sa3012954",
"Kyung-chul Choi 최경철","Twins (KBO)",35,29,45,52,7,5,2,0,0,3,2,4,0,16,1,0,2,0,0,0,0.155555555,"Kyung-chul Choi","sa3012961",
"Tae-wan Kim 김태완","Lions (KBO)",34,34,46,52,9,6,2,0,1,4,9,5,1,15,0,1,0,2,0,0,0.195652173,"Tae-wan Kim","sa3012971",
"Suk-min Yoon 윤석민","Heroes (KBO)",30,92,341,402,114,80,15,0,19,72,80,46,3,50,9,6,0,16,2,3,0.33431085,"Suk-min Yoon","sa3012975",
"Deuk-han Yong 용덕한","Dinos (KBO)",35,88,104,116,22,17,3,0,2,16,7,8,0,21,1,1,2,5,0,0,0.211538461,"Deuk-han Yong","sa3012977",
"Han-joon Yoo 유한준","Wiz (KBO)",34,110,408,460,137,101,22,0,14,70,64,47,1,40,2,3,0,10,4,1,0.335784313,"Han-joon Yoo","sa3012986",
"Ju-hyung Kim 김주형","Tigers (KBO)",30,135,345,387,97,61,16,1,19,43,49,34,0,55,6,1,1,9,1,2,0.28115942,"Ju-hyung Kim","sa3013003",
"Jin-hang Choi 최진행","Eagles (KBO)",30,28,70,85,23,20,2,0,1,4,9,11,0,16,2,0,2,1,0,0,0.328571428,"Jin-hang Choi","sa3013016",
"Hoon Lim 임훈","Twins (KBO)",30,60,180,198,47,42,4,0,1,20,14,12,0,26,2,0,4,6,8,4,0.261111111,"Hoon Lim","sa3013024",
"Jung-kwon Park 박정권","Wyverns (KBO)",34,125,422,468,117,79,17,3,18,59,59,35,0,99,5,4,2,7,4,0,0.277251184,"Jung-kwon Park","sa3013027",
"Eui-yoon Jung 정의윤","Wyverns (KBO)",29,144,576,616,179,119,32,1,27,68,100,25,3,76,10,5,0,15,2,3,0.310763888,"Eui-yoon Jung","sa3013035",
"Jae-il Oh 오재일","Bears (KBO)",29,105,380,455,120,71,20,2,27,69,92,64,2,73,2,7,2,5,1,0,0.315789473,"Jae-il Oh","sa3013047",
"Young-hun Cho 조영훈","Dinos (KBO)",33,109,179,207,60,41,14,0,5,29,35,21,1,43,3,3,1,2,3,3,0.33519553,"Young-hun Cho","sa3013057",
"Keun-woo Jeong 정근우","Eagles (KBO)",33,138,575,650,178,127,31,2,18,121,88,60,2,58,9,5,1,14,22,6,0.309565217,"Keun-woo Jeong","sa3013085",
"Byung-kyu Lee 이병규","Twins (KBO)",32,103,290,350,79,58,12,2,7,43,37,47,1,81,10,3,0,4,8,5,0.272413793,"Byung-kyu Lee","sa3013092",
"Seung-jun Choi 최승준","Wyverns (KBO)",28,76,199,231,53,29,5,0,19,31,42,28,1,66,3,1,0,5,0,0,0.266331658,"Seung-jun Choi","sa3013096",
"Joo-hwan Choi 최주환","Bears (KBO)",28,85,160,182,45,32,11,0,2,21,22,12,1,19,4,4,2,2,0,0,0.28125,"Joo-hwan Choi","sa3013103",
"Jae-sin You 유재신","Heroes (KBO)",28,93,62,74,16,16,0,0,0,20,6,10,0,12,0,0,2,0,16,7,0.258064516,"Jae-sin You","sa3013111",
"Yeo-sang Lee 이여상","Giants (KBO)",32,61,72,83,18,14,3,1,0,10,7,7,0,25,0,1,3,0,2,2,0.25,"Yeo-sang Lee","sa3013116",
"Moon-ho Kim 김문호","Giants (KBO)",29,140,526,599,171,133,28,3,7,77,70,62,1,70,6,2,3,15,12,15,0.325095057,"Moon-ho Kim","sa3013121",
"Yong-seok Son 손용석","Giants (KBO)",29,51,90,99,22,17,5,0,0,8,9,1,0,18,4,2,2,7,0,0,0.244444444,"Yong-seok Son","sa3013124",
"Kwang-min Song 송광민","Eagles (KBO)",33,116,449,494,146,100,27,2,17,80,83,28,0,86,4,6,7,16,3,0,0.325167037,"Kwang-min Song","sa3013141",
"Sung-hyun Kim 김성현","Wyverns (KBO)",29,138,479,530,153,117,28,0,8,66,65,33,0,37,6,7,5,13,3,3,0.319415448,"Sung-hyun Kim","sa3013146",
"Jae-won Lee 이재원","Wyverns (KBO)",28,130,411,472,119,89,15,0,15,49,64,43,3,76,9,7,2,15,1,5,0.289537712,"Jae-won Lee","sa3013147",
"Myung-ki Lee 이명기","Wyverns (KBO)",28,99,287,326,78,66,7,4,1,29,22,23,0,37,4,2,10,3,14,8,0.271777003,"Myung-ki Lee","sa3013150",
"Jae-hyun Kim 김재현","Wyverns (KBO)",28,100,168,193,54,43,5,5,1,27,18,11,0,41,5,1,8,1,13,7,0.321428571,"Jae-hyun Kim","sa3013153",
"Yong-keun Park 박용근","Wiz (KBO)",32,31,74,86,17,11,4,1,1,5,6,11,0,14,0,1,0,1,0,1,0.229729729,"Yong-keun Park","sa3013154",
"Do-hwan Hur 허도환","Eagles (KBO)",31,48,78,93,17,9,8,0,0,9,12,6,0,21,5,0,4,2,0,0,0.217948717,"Do-hwan Hur","sa3013160",
"Jong-ho Kim 김종호","Dinos (KBO)",32,93,122,137,36,34,2,0,0,26,7,14,0,30,0,0,1,3,13,6,0.295081967,"Jong-ho Kim","sa3013168",
"Tae-in Chae 채태인","Heroes (KBO)",33,124,370,417,106,82,14,3,7,29,72,36,1,92,2,9,0,13,0,1,0.286486486,"Tae-in Chae","sa3013170",
"Min-sung Kim 김민성","Heroes (KBO)",27,141,510,579,156,95,39,5,17,76,90,53,3,89,3,12,1,15,6,3,0.305882352,"Min-sung Kim","sa3013175",
"Yeun-hun Kim 김연훈","Wiz (KBO)",31,103,166,181,36,25,10,0,1,13,18,7,1,46,0,3,5,5,2,0,0.216867469,"Yeun-hun Kim","sa3013177",
"Hyung-jong Lee 이형종","Twins (KBO)",27,61,124,147,35,28,4,2,1,14,14,15,0,20,2,1,5,3,1,0,0.282258064,"Hyung-jong Lee","sa3013195",
"Yong-eui Kim 김용의","Twins (KBO)",30,105,308,347,98,75,18,4,1,62,20,35,0,64,0,0,4,6,19,7,0.318181818,"Yong-eui Kim","sa3013199",
"Jae-hwan Kim 김재환","Bears (KBO)",27,134,492,568,160,88,32,3,37,107,124,71,3,107,0,5,0,9,8,2,0.325203252,"Jae-hwan Kim","sa3013200",
"Min-su Jun 전민수","Wiz (KBO)",27,74,213,240,65,47,14,1,3,31,29,19,0,46,4,0,4,4,5,2,0.305164319,"Min-su Jun","sa3013208",
"Young-wook Lee 이영욱","Lions (KBO)",30,104,49,52,8,6,1,0,1,16,4,2,0,21,1,0,0,1,6,3,0.163265306,"Young-wook Lee","sa3013214",
