Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Jeong Choi 최정","Wyverns (KBO)",32,141,503,606,147,91,27,0,29,86,99,69,6,92,26,8,0,4,3,1,0.29224652,"Jeong Choi","sa3012034",
"Euiji Yang 양의지","Dinos (KBO)",32,118,390,459,138,92,26,0,20,61,68,48,4,43,15,6,0,13,4,3,0.353846153,"Euiji Yang","sa3012037",
"Byung-hun Min 민병헌","Giants (KBO)",32,101,369,420,112,77,24,2,9,52,43,42,0,55,5,3,1,9,13,6,0.303523035,"Byung-hun Min","sa3012038",
"Jaewon Oh 오재원","Bears (KBO)",34,98,177,204,29,17,8,1,3,30,18,25,0,50,0,0,2,3,5,2,0.163841807,"Jaewon Oh","sa3012047",
"Ah-seop Son 손아섭","Giants (KBO)",31,134,512,568,151,118,22,1,10,78,63,52,1,92,1,2,1,6,13,8,0.294921875,"Ah-seop Son","sa3012050",
"Geonchang Seo 서건창","Heroes (KBO)",29,113,426,486,128,100,23,3,2,67,41,49,1,50,3,5,3,5,17,3,0.300469483,"Geonchang Seo","sa3012058",
"Junwoo Jeon 전준우","Giants (KBO)",33,141,545,606,164,111,30,1,22,85,83,46,2,71,7,7,1,19,8,2,0.300917431,"Junwoo Jeon","sa3012061",
"Kyoung-min Hur 허경민","Bears (KBO)",28,133,475,540,137,107,25,1,4,71,60,34,2,36,17,11,3,16,11,5,0.288421052,"Kyoung-min Hur","sa3012064",
"Sang-soo Kim 김상수","Lions (KBO)",29,129,468,543,127,100,20,2,5,76,38,50,1,67,15,4,6,14,21,3,0.271367521,"Sang-soo Kim","sa3012065",
"Hoon Jung 정훈","Giants (KBO)",31,88,190,222,43,36,4,1,2,26,17,23,1,47,5,1,3,4,4,3,0.226315789,"Hoon Jung","sa3012191",
"Tae-gon Oh 오태곤","Wiz (KBO)",27,123,352,392,88,65,16,1,6,63,35,31,0,78,4,2,3,8,19,2,0.25,"Tae-gon Oh","sa3012193",
"Sang-ho Lee 이상호","Dinos (KBO)",30,102,234,256,65,58,7,0,0,30,12,9,0,22,2,3,8,10,10,5,0.277777777,"Sang-ho Lee","sa3012195",
"Kang-nam Yoo 유강남","Twins (KBO)",26,132,418,468,113,75,22,0,16,44,49,30,2,82,13,6,1,20,0,1,0.270334928,"Kang-nam Yoo","sa3012221",
"Chun-woong Lee 이천웅","Twins (KBO)",30,138,546,613,168,140,23,3,2,88,48,57,1,82,5,1,4,14,21,9,0.307692307,"Chun-woong Lee","sa3012228",
"Young-jin Choi 최영진","Lions (KBO)",31,96,251,275,63,42,15,1,5,29,20,14,2,47,2,0,8,4,4,1,0.250996015,"Young-jin Choi","sa3012230",
"Dong-han Kim 김동한","Giants (KBO)",31,42,78,85,22,18,4,0,0,9,2,6,0,15,0,0,1,1,3,2,0.282051282,"Dong-han Kim","sa3012231",
"Jin-ho Jung 정진호","Bears (KBO)",30,66,96,110,20,19,0,0,1,13,3,11,0,24,0,0,3,2,5,2,0.208333333,"Jin-ho Jung","sa3012232",
"Jong-wook Ko 고종욱","Wyverns (KBO)",30,137,492,513,159,124,25,7,3,76,56,18,1,89,1,2,0,5,30,11,0.323170731,"Jong-wook Ko","sa3012243",
"Min-ha Kim 김민하","Eagles (KBO)",30,72,125,140,32,24,6,0,2,14,14,9,0,41,3,1,2,4,5,2,0.256,"Min-ha Kim","sa3012256",
"Il Hor 허일","Giants (KBO)",26,71,149,162,38,33,4,0,1,14,17,12,0,28,1,0,0,1,2,1,0.255033557,"Il Hor","sa3012258",
"Kyung-hak Kang 강경학","Eagles (KBO)",26,52,113,135,27,23,4,0,0,21,12,15,0,32,3,1,3,3,1,2,0.238938053,"Kyung-hak Kang","sa3012267",
"Won-jai Lee 이원재","Dinos (KBO)",30,94,256,285,66,47,11,0,8,31,36,20,0,47,1,3,5,5,1,1,0.2578125,"Won-jai Lee","sa3012283",
"Ji-hyuk Ryu 류지혁","Bears (KBO)",25,118,276,316,69,61,6,2,0,36,34,24,0,40,7,3,6,5,18,5,0.25,"Ji-hyuk Ryu","sa3012288",
"Sei-hyok Park 박세혁","Bears (KBO)",29,137,441,505,123,91,19,9,4,58,63,41,1,68,7,6,10,5,9,2,0.278911564,"Sei-hyok Park","sa3012290",
"Min-sang Yoo 유민상","Tigers (KBO)",30,61,175,202,51,31,15,0,5,23,26,24,0,35,3,0,0,6,0,0,0.291428571,"Min-sang Yoo","sa3012292",
"Jeong-eum Park 박정음","Heroes (KBO)",30,60,71,88,14,11,2,1,0,13,7,11,0,31,5,0,1,1,6,5,0.197183098,"Jeong-eum Park","sa3012296",
"Kyu-min Kim 김규민","Heroes (KBO)",26,94,222,250,55,43,8,1,3,33,24,22,0,68,4,2,0,4,2,4,0.247747747,"Kyu-min Kim","sa3012297",
"Ja-wook Koo 구자욱","Lions (KBO)",26,122,475,526,127,79,27,6,15,66,71,38,2,88,7,6,0,6,11,3,0.267368421,"Ja-wook Koo","sa3012300",
"Hae-min Park 박해민","Lions (KBO)",29,144,506,581,121,93,16,7,5,64,44,58,0,82,2,3,12,4,24,7,0.239130434,"Hae-min Park","sa3012304",
"Jun-tae Kim 김준태","Giants (KBO)",24,43,88,104,14,11,3,0,0,10,8,12,0,23,2,0,2,1,0,0,0.159090909,"Jun-tae Kim","sa3012310",
"Sung-woo Yang 양성우","Eagles (KBO)",30,56,119,129,20,16,3,0,1,11,6,9,0,28,0,0,1,2,1,0,0.168067226,"Sung-woo Yang","sa3012326",
"Seung-wook Park 박승욱","- - -",26,101,223,245,52,42,3,4,3,24,15,14,0,50,2,0,6,5,4,1,0.233183856,"Seung-wook Park","sa3012327",
"Min-sik Kim 김민식","Tigers (KBO)",30,53,96,116,16,14,2,0,0,6,14,15,0,29,3,2,0,1,2,0,0.166666666,"Min-sik Kim","sa3012328",
"Hang Choi 최항","Wyverns (KBO)",25,52,127,147,29,24,5,0,0,12,14,16,0,24,2,1,1,3,2,0,0.228346456,"Hang Choi","sa3012332",
"Yoo-seom Han 한유섬","Wyverns (KBO)",29,125,427,502,113,81,20,0,12,52,52,55,4,100,20,0,0,6,0,1,0.264637002,"Yoo-seom Han","sa3012336",
"Min-woo Park 박민우","Dinos (KBO)",26,125,468,526,161,128,24,8,1,89,45,41,1,40,9,6,2,10,18,7,0.344017094,"Min-woo Park","sa3012337",
"Yun-ho Hwang 황윤호","Tigers (KBO)",25,57,123,130,37,29,5,2,1,9,9,5,0,12,0,1,1,2,2,2,0.300813008,"Yun-ho Hwang","sa3012338",
"Jin-sung Kang 강진성","Dinos (KBO)",25,41,97,104,24,17,4,1,2,11,14,3,0,20,4,0,0,5,2,1,0.24742268,"Jin-sung Kang","sa3012344",
"Jin-hyuk No 노진혁","Dinos (KBO)",29,110,348,390,92,54,23,2,13,51,43,31,2,80,2,3,6,7,0,1,0.264367816,"Jin-hyuk No","sa3012348",
"Seong-uk Kim 김성욱","Dinos (KBO)",26,116,287,333,66,40,16,1,9,38,36,29,1,69,3,5,9,3,6,4,0.229965156,"Seong-uk Kim","sa3012349",
"Sung-bum Na 나성범","Dinos (KBO)",29,23,93,106,34,17,12,1,4,19,14,12,0,26,1,0,0,2,2,1,0.365591397,"Sung-bum Na","sa3012352",
"In-tae Kim 김인태","Bears (KBO)",24,26,60,70,14,9,2,1,2,6,7,8,0,12,0,1,1,2,1,1,0.233333333,"In-tae Kim","sa3012367",
"Woo-sung Lee 이우성","- - -",24,60,151,168,33,23,4,0,6,19,22,12,0,40,2,2,1,3,0,0,0.218543046,"Woo-sung Lee","sa3012368",
"Dong-hoon Baek 백동훈","Bears (KBO)",28,41,47,52,8,6,2,0,0,8,2,4,0,16,1,0,0,0,0,1,0.170212765,"Dong-hoon Baek","sa3012381",
"Hong-seok Cho 조홍석","Giants (KBO)",29,42,61,66,7,4,2,1,0,8,5,4,0,14,0,1,0,1,1,0,0.114754098,"Hong-seok Cho","sa3012383",
"Soo-kwang Ro 노수광","Wyverns (KBO)",28,117,388,445,97,78,16,1,2,69,28,46,0,68,2,0,9,0,27,10,0.25,"Soo-kwang Ro","sa3012395",
"Seung-taek Han 한승택","Tigers (KBO)",25,105,251,288,56,43,9,1,3,22,27,27,1,82,1,2,7,8,1,0,0.223107569,"Seung-taek Han","sa3012396",
"Hui-dong Kwon 권희동","Dinos (KBO)",28,116,348,413,89,66,17,0,6,37,41,50,1,60,7,3,5,11,3,0,0.255747126,"Hui-dong Kwon","sa3012415",
"Min-hyuck Kim 김민혁","Wiz (KBO)",23,127,466,521,131,120,10,1,0,68,32,32,0,61,13,5,5,8,22,10,0.281115879,"Min-hyuck Kim","sa3012419",
"Woo-jun Shim 심우준","Wiz (KBO)",24,138,391,433,109,92,13,1,3,54,28,23,0,68,6,1,12,8,23,3,0.278772378,"Woo-jun Shim","sa3012420",
"Sang-chul Moon 문상철","Wiz (KBO)",28,33,60,68,12,9,1,0,2,8,7,4,0,26,2,2,0,1,2,0,0.2,"Sang-chul Moon","sa3012421",
"Min-sub Song 송민섭","Wiz (KBO)",27,105,53,64,16,15,0,1,0,24,4,6,0,13,3,1,1,0,1,2,0.301886792,"Min-sub Song","sa3012423",
"Joong-yeol Ahn 안중열","Giants (KBO)",23,73,136,145,26,17,6,1,2,10,4,6,0,41,2,0,1,2,0,1,0.19117647,"Joong-yeol Ahn","sa3012428",
"Seong-hyun Shin 신성현","Bears (KBO)",28,35,41,54,8,7,0,0,1,9,6,10,0,14,1,2,0,0,0,0,0.195121951,"Seong-hyun Shin","sa3012434",
"Jung-dae Bae 배정대","Wiz (KBO)",23,66,74,84,15,11,4,0,0,15,6,7,0,23,1,0,2,2,0,2,0.202702702,"Jung-dae Bae","sa3012441",
"Byeong-wuk Lim 임병욱","Heroes (KBO)",23,117,379,419,92,70,17,5,0,39,41,23,0,110,11,0,6,6,10,2,0.242744063,"Byeong-wuk Lim","sa3012450",
"Gye-beom Park 박계범","Lions (KBO)",23,58,168,204,43,30,8,1,4,26,25,22,0,45,5,3,6,7,5,1,0.25595238,"Gye-beom Park","sa3012458",
"Jun-suk Song 송준석","Lions (KBO)",25,26,51,56,12,8,3,0,1,6,4,2,0,14,1,1,1,3,0,0,0.235294117,"Jun-suk Song","sa3012459",
"Yoon-suk Oh 오윤석","Giants (KBO)",27,76,198,228,44,41,2,0,1,21,21,20,1,43,2,4,4,4,0,0,0.222222222,"Yoon-suk Oh","sa3012464",
"Chang-jin Lee 이창진","Tigers (KBO)",28,133,400,470,108,76,25,1,6,57,48,57,0,92,4,5,4,8,8,8,0.27,"Chang-jin Lee","sa3012466",
"Chan-ho Park 박찬호","Tigers (KBO)",24,133,504,541,131,110,15,4,2,60,49,26,0,83,4,2,5,7,39,6,0.259920634,"Chan-ho Park","sa3012474",
"Si-wan Ji 지시완","Eagles (KBO)",25,58,104,109,26,18,6,0,2,7,11,5,0,21,0,0,0,3,0,0,0.25,"Si-wan Ji","sa3012477",
"Yong-ho Cho 조용호","Wiz (KBO)",29,87,188,211,55,46,6,3,0,15,19,21,0,28,0,0,2,0,3,4,0.292553191,"Yong-ho Cho","sa3012491",
"Min-kook Kang 강민국","Wiz (KBO)",27,58,88,94,24,23,0,1,0,12,7,6,0,17,0,0,0,2,2,0,0.272727272,"Min-kook Kang","sa3012495",
"Tae-jin Kim 김태진","Dinos (KBO)",23,123,374,399,103,79,14,5,5,44,46,16,0,67,1,3,5,3,12,4,0.275401069,"Tae-jin Kim","sa3012499",
"Min-jae Shin 신민재","Twins (KBO)",23,80,81,94,19,16,3,0,0,25,5,8,0,17,3,1,1,0,9,8,0.234567901,"Min-jae Shin","sa3012520",
"Sung-Mun Song 송성문","Heroes (KBO)",22,103,308,335,70,50,12,5,3,33,34,19,0,53,0,4,4,7,1,1,0.227272727,"Sung-Mun Song","sa3012529",
"Jung-heop Huh 허정협","Heroes (KBO)",29,37,68,77,16,15,1,0,0,3,8,7,0,19,1,1,0,1,0,0,0.235294117,"Jung-heop Huh","sa3012533",
"Ro-han Kang 강로한","Giants (KBO)",27,104,288,306,69,44,15,6,4,38,25,13,0,107,3,1,1,3,7,1,0.239583333,"Ro-han Kang","sa3012543",
"Soung-hun Kim 김성훈","Lions (KBO)",25,65,77,88,14,11,1,1,1,14,5,7,0,11,0,0,4,0,4,3,0.181818181,"Soung-hun Kim","sa3012590",
"Won-jun Choi 최원준","Tigers (KBO)",22,90,232,255,46,31,11,3,1,33,18,16,0,51,4,1,2,4,8,4,0.198275862,"Won-jun Choi","sa3012595",
"Seung-hyun Ryu 류승현","Tigers (KBO)",21,57,150,163,38,28,9,1,0,14,14,9,0,29,4,0,0,3,3,2,0.253333333,"Seung-hyun Ryu","sa3012597",
"Beom-soo Shin 신범수","Tigers (KBO)",21,39,57,65,12,5,5,0,2,4,7,7,0,14,1,0,0,1,0,0,0.210526315,"Beom-soo Shin","sa3012601",
"Jin-hyuk Jang 장진혁","Eagles (KBO)",25,113,315,349,80,58,16,5,1,42,24,26,0,74,5,1,2,4,13,5,0.253968253,"Jin-hyuk Jang","sa3012604",
"Sang-hyeon Ahn 안상현","Wyverns (KBO)",22,65,102,108,24,21,3,0,0,14,5,4,0,28,0,1,1,3,7,3,0.235294117,"Sang-hyeon Ahn","sa3012616",
"Chan-hyung Kim 김찬형","Dinos (KBO)",21,76,141,154,39,32,4,2,1,16,12,6,0,21,4,1,2,1,4,3,0.276595744,"Chan-hyung Kim","sa3012617",
"Jong-deok Na 나종덕","Giants (KBO)",21,104,185,209,23,16,4,0,3,12,13,9,0,88,6,2,7,5,0,0,0.124324324,"Jong-deok Na","sa3012648",
"Baek-ho Kang 강백호","Wiz (KBO)",19,116,438,505,147,104,29,1,13,72,65,61,4,87,2,4,0,11,9,5,0.335616438,"Baek-ho Kang","sa3012665",
"Min-gyu Kong 공민규","Lions (KBO)",19,28,53,60,13,9,1,0,3,4,6,6,0,18,1,0,0,0,0,0,0.245283018,"Min-gyu Kong","sa3012681",
"Dong-hui Han 한동희","Giants (KBO)",20,59,187,207,38,27,9,0,2,12,9,18,0,57,0,2,0,3,1,0,0.203208556,"Dong-hui Han","sa3012686",
"Eun-won Jung 정은원","Eagles (KBO)",19,142,564,624,148,107,27,6,8,83,57,48,0,101,0,6,6,6,14,7,0.262411347,"Eun-won Jung","sa3012695",
"Hyung-jun Kim 김형준","Dinos (KBO)",19,55,107,119,24,17,5,0,2,13,9,8,0,24,0,0,4,1,0,0,0.224299065,"Hyung-jun Kim","sa3012705",
"Bon-hyeok Gu 구본혁","Twins (KBO)",22,57,85,95,15,13,1,0,1,10,6,6,0,17,2,1,1,0,2,1,0.176470588,"Bon-hyeok Gu","sa3012711",
"Do-hwan Kim 김도환","Lions (KBO)",19,61,93,106,19,11,6,0,2,7,7,8,0,36,0,1,4,0,0,0,0.204301075,"Do-hwan Kim","sa3012722",
"Sun-woo Oh 오선우","Tigers (KBO)",22,27,53,57,8,5,1,1,1,5,4,3,0,24,1,0,0,0,0,0,0.150943396,"Sun-woo Oh","sa3012730",
"Woo-hyuk Byun 변우혁","Eagles (KBO)",19,29,53,61,12,10,1,0,1,7,2,7,0,17,1,0,0,3,0,0,0.226415094,"Woo-hyuk Byun","sa3012733",
"Si-hwan Roh 노시환","Eagles (KBO)",18,91,177,192,33,23,8,1,1,19,13,11,0,72,2,1,1,3,3,2,0.186440677,"Si-hwan Roh","sa3012734",
"Jang-hyeok Yoo 유장혁","Eagles (KBO)",19,38,55,61,9,7,1,0,1,10,4,5,0,17,0,1,0,0,3,0,0.163636363,"Jang-hyeok Yoo","sa3012737",
"Chang-pyeong Kim 김창평","Wyverns (KBO)",19,18,45,53,8,6,2,0,0,4,3,4,0,11,1,0,3,1,0,0,0.177777777,"Chang-pyeong Kim","sa3012740",
"Joo-chan Kim 김주찬","Tigers (KBO)",38,100,337,363,101,82,16,0,3,35,32,17,3,44,5,3,1,7,3,0,0.299703264,"Joo-chan Kim","sa3012763",
"Sung-woo Lee 이성우","Twins (KBO)",37,55,64,74,10,7,3,0,0,2,6,4,0,11,3,0,3,2,0,0,0.15625,"Sung-woo Lee","sa3012790",
"Han-yi Park 박한이","Lions (KBO)",40,30,74,85,19,14,3,0,2,6,13,9,0,17,0,1,1,0,0,0,0.256756756,"Han-yi Park","sa3012800",
"Kang-min Kim 김강민","Wyverns (KBO)",36,127,422,460,114,90,14,2,8,54,50,31,3,103,4,3,0,2,14,8,0.27014218,"Kang-min Kim","sa3012834",
"Hyoung-woo Choi 최형우","Tigers (KBO)",35,136,456,555,137,88,31,1,17,65,86,85,6,77,7,7,0,13,0,0,0.300438596,"Hyoung-woo Choi","sa3012871",
"Kyung-su Park 박경수","Wiz (KBO)",35,137,421,490,104,70,24,0,10,43,65,55,1,102,4,6,4,14,0,1,0.247030878,"Kyung-su Park","sa3012911",
"Sung-yul Lee 이성열","Eagles (KBO)",34,129,414,476,106,63,21,1,21,60,85,48,1,114,9,4,1,7,9,4,0.256038647,"Sung-yul Lee","sa3012912",
"Ju-hwan Na 나주환","Wyverns (KBO)",35,94,225,245,50,38,9,0,3,14,20,12,0,54,3,1,4,6,1,1,0.222222222,"Ju-hwan Na","sa3012917",
"Seok-hoon Chi 지석훈","Dinos (KBO)",35,76,149,169,34,23,9,0,2,15,15,10,1,37,6,2,2,6,0,1,0.228187919,"Seok-hoon Chi","sa3012927",
"Suk-min Yoon 윤석민","Wiz (KBO)",33,63,169,178,39,33,4,0,2,4,17,7,0,24,0,2,0,4,0,0,0.23076923,"Suk-min Yoon","sa3012975",
"Han-joon Yoo 유한준","Wiz (KBO)",37,139,501,562,159,125,19,1,14,61,86,52,1,61,4,5,0,20,3,0,0.317365269,"Han-joon Yoo","sa3012986",
"Jin-hang Choi 최진행","Eagles (KBO)",33,45,117,129,27,15,6,0,6,10,19,9,0,28,2,1,0,3,0,0,0.23076923,"Jin-hang Choi","sa3013016",
"Eui-yoon Jung 정의윤","Wyverns (KBO)",32,110,380,419,107,70,24,0,13,44,59,30,1,60,6,2,0,9,0,0,0.281578947,"Eui-yoon Jung","sa3013035",
"Jae-il Oh 오재일","Bears (KBO)",32,129,467,529,137,86,29,1,21,76,102,55,1,99,3,4,0,5,2,1,0.293361884,"Jae-il Oh","sa3013047",
"Won-seok Lee 이원석","Lions (KBO)",32,111,395,455,97,58,20,0,19,44,76,43,0,73,8,7,2,10,2,1,0.24556962,"Won-seok Lee","sa3013066",
"Keun-woo Jeong 정근우","Eagles (KBO)",36,88,277,305,77,63,10,1,3,37,30,20,1,43,4,1,3,11,8,5,0.277978339,"Keun-woo Jeong","sa3013085",
"Joo-hwan Choi 최주환","Bears (KBO)",31,87,285,325,79,62,13,0,4,27,47,28,0,35,1,11,0,10,0,0,0.277192982,"Joo-hwan Choi","sa3013103",
"Jae-sin You 유재신","Tigers (KBO)",31,71,51,59,13,10,2,1,0,17,6,6,0,12,0,1,1,1,4,3,0.25490196,"Jae-sin You","sa3013111",
"Moon-ho Kim 김문호","Giants (KBO)",32,51,103,109,25,18,7,0,0,6,4,4,0,30,0,1,1,1,2,0,0.242718446,"Moon-ho Kim","sa3013121",
"Kwang-min Song 송광민","Eagles (KBO)",36,122,454,486,119,91,21,0,7,50,51,21,0,91,3,5,3,18,8,2,0.262114537,"Kwang-min Song","sa3013141",
"Sung-hyun Kim 김성현","Wyverns (KBO)",32,144,426,472,105,86,16,2,1,45,34,33,0,43,2,3,8,15,5,1,0.246478873,"Sung-hyun Kim","sa3013146",
"Jae-won Lee 이재원","Wyverns (KBO)",31,139,451,502,121,90,19,0,12,33,75,34,2,59,9,7,1,16,1,0,0.268292682,"Jae-won Lee","sa3013147",
"Myung-ki Lee 이명기","- - -",31,139,484,547,142,121,16,3,2,62,36,48,2,66,4,5,6,12,14,4,0.293388429,"Myung-ki Lee","sa3013150",
"Do-hwan Hur 허도환","Wyverns (KBO)",34,56,79,93,10,6,3,0,1,3,6,5,0,18,3,2,4,3,0,0,0.126582278,"Do-hwan Hur","sa3013160",
"Tae-in Chae 채태인","Giants (KBO)",36,59,167,182,42,26,11,0,5,11,29,11,1,45,2,2,0,5,0,0,0.251497005,"Tae-in Chae","sa3013170",
"Min-sung Kim 김민성","Twins (KBO)",30,107,361,401,94,70,16,0,8,44,50,30,0,75,4,1,5,12,2,1,0.260387811,"Min-sung Kim","sa3013175",
"Hyung-jong Lee 이형종","Twins (KBO)",30,120,419,482,120,82,24,1,13,56,63,42,1,78,10,10,1,8,6,5,0.286396181,"Hyung-jong Lee","sa3013195",
"Yong-eui Kim 김용의","Twins (KBO)",33,113,179,210,39,32,4,3,0,35,17,24,1,38,2,1,4,2,8,3,0.217877094,"Yong-eui Kim","sa3013199",
"Jae-hwan Kim 김재환","Bears (KBO)",30,136,495,574,140,99,21,5,15,76,91,63,5,113,5,11,0,7,3,1,0.282828282,"Jae-hwan Kim","sa3013200",
"Jae-hoon Choi 최재훈","Eagles (KBO)",29,135,373,451,108,87,18,0,3,47,31,56,0,61,14,4,4,9,4,10,0.289544235,"Jae-hoon Choi","sa3013205",
"Min-su Jun 전민수","Twins (KBO)",30,75,96,106,23,16,7,0,0,8,8,9,0,18,0,0,1,4,2,0,0.239583333,"Min-su Jun","sa3013208",
"Sung-woo Jang 장성우","Wiz (KBO)",29,127,366,413,96,82,7,0,7,25,41,35,2,86,2,6,4,11,0,1,0.262295081,"Sung-woo Jang","sa3013216",
"Sun-bin Kim 김선빈","Tigers (KBO)",29,121,394,447,115,90,22,0,3,55,40,43,0,26,1,4,5,7,5,4,0.291878172,"Sun-bin Kim","sa3013220",
"Ji-wan Na 나지완","Tigers (KBO)",34,56,129,153,24,13,5,0,6,12,17,19,1,37,3,2,0,3,0,0,0.186046511,"Ji-wan Na","sa3013222",
"Yong-hwan Baik 백용환","Tigers (KBO)",30,28,47,51,11,7,2,0,2,3,6,3,0,14,1,0,0,0,0,0,0.234042553,"Yong-hwan Baik","sa3013223",
"Sun-jin Oh 오선진","Eagles (KBO)",29,122,392,453,88,69,16,0,3,37,36,38,0,72,10,3,10,8,7,2,0.224489795,"Sun-jin Oh","sa3013231",
"Chang-min Mo 모창민","Dinos (KBO)",34,101,341,386,104,71,21,2,10,49,55,31,1,62,3,11,0,8,3,2,0.304985337,"Chang-min Mo","sa3013237",
"Ji-hwan Oh 오지환","Twins (KBO)",29,134,473,547,119,82,23,5,9,63,53,57,1,113,7,3,7,7,27,5,0.251585623,"Ji-hwan Oh","sa3013245",
