Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Ji-yeol Im 임지열","Heroes (KBO)",29,102,369,417,90,63,14,2,11,51,50,42,0,111,2,3,1,11,13,6,0.243902439,"Ji-yeol Im","sa3012449",
"Byeong-wuk Lim 임병욱","Heroes (KBO)",29,52,133,140,31,22,4,3,2,12,13,5,0,33,0,1,1,3,1,0,0.233082706,"Byeong-wuk Lim","sa3012450",
"Gye-beom Park 박계범","Bears (KBO)",29,94,175,198,46,34,9,2,1,23,27,14,0,45,1,1,7,4,3,1,0.262857142,"Gye-beom Park","sa3012458",
"Yoon-suk Oh 오윤석","Wiz (KBO)",33,77,156,184,40,31,8,1,0,30,19,12,0,41,7,1,8,4,0,0,0.256410256,"Yoon-suk Oh","sa3012464",
"Chang-jin Lee 이창진","Tigers (KBO)",34,37,93,113,15,11,3,0,1,11,9,16,0,22,2,1,1,2,0,2,0.161290322,"Chang-jin Lee","sa3012466",
"Chan-ho Park 박찬호","Tigers (KBO)",30,134,516,595,148,123,18,2,5,75,42,62,0,69,3,6,8,7,27,6,0.286821705,"Chan-ho Park","sa3012474",
"Tae-jin Kim 김태진","Heroes (KBO)",29,94,279,304,65,47,11,2,5,27,25,20,1,53,0,3,2,6,1,1,0.23297491,"Tae-jin Kim","sa3012499",
"Tae-hoon Kim 김태훈","Lions (KBO)",29,51,93,98,22,19,1,0,2,4,8,3,0,24,0,0,2,0,1,0,0.236559139,"Tae-hoon Kim","sa3012501",
"Jae-seong Kim 김재성","Lions (KBO)",29,43,63,73,8,6,2,0,0,3,4,6,0,23,2,1,1,0,0,0,0.126984126,"Jae-seong Kim","sa3012516",
"Min-jae Shin 신민재","Twins (KBO)",29,135,463,538,145,122,15,7,1,87,61,62,0,57,3,4,6,7,15,9,0.313174946,"Min-jae Shin","sa3012520",
"Sung-Mun Song 송성문","Heroes (KBO)",28,144,574,646,181,114,37,4,26,103,90,68,5,96,1,3,0,6,25,2,0.31533101,"Sung-Mun Song","sa3012529",
"Dae-in Hwang 황대인","Tigers (KBO)",29,18,53,57,10,6,3,0,1,3,8,3,0,14,0,1,0,0,0,0,0.188679245,"Dae-in Hwang","sa3012545",
"Ho-ryung Kim 김호령","Tigers (KBO)",33,105,332,381,94,59,26,3,6,46,39,34,0,94,6,1,8,4,12,1,0.28313253,"Ho-ryung Kim","sa3012550",
"Do-yun Lee 이도윤","Eagles (KBO)",28,113,250,277,65,50,11,3,1,37,36,11,1,52,3,3,10,5,1,0,0.26,"Do-yun Lee","sa3012554",
"Chang-ki Hong 홍창기","Twins (KBO)",31,51,174,215,50,45,4,0,1,32,16,29,0,40,6,4,2,4,3,0,0.287356321,"Chang-ki Hong","sa3012570",
"Ki-yeon Kim 김기연","Bears (KBO)",27,100,219,245,54,43,9,0,2,19,24,19,0,44,1,2,4,8,1,0,0.246575342,"Ki-yeon Kim","sa3012571",
"Soo-haeng Jo 조수행","Bears (KBO)",31,108,119,140,29,25,4,0,0,30,9,14,0,29,0,0,7,1,30,7,0.243697478,"Soo-haeng Jo","sa3012578",
"Sung-gyu Lee 이성규","Lions (KBO)",31,68,126,154,25,13,5,1,6,17,21,15,0,52,10,2,1,3,2,2,0.198412698,"Sung-gyu Lee","sa3012587",
"Won-jun Choi 최원준","- - -",28,126,413,449,100,78,13,3,6,62,44,23,0,71,6,5,2,5,26,8,0.24213075,"Won-jun Choi","sa3012595",
"Jin-young Lee 이진영","Eagles (KBO)",27,115,321,366,88,64,13,0,11,49,43,38,0,93,2,5,0,8,1,4,0.274143302,"Jin-young Lee","sa3012598",
"Tae-yean Kim 김태연","Eagles (KBO)",28,120,303,340,79,61,15,0,3,40,20,23,0,62,8,0,6,10,5,3,0.260726072,"Tae-yean Kim","sa3012603",
"Jin-hyuk Jang 장진혁","Wiz (KBO)",31,86,139,157,29,21,3,1,4,19,19,13,0,46,0,1,4,1,1,0,0.208633093,"Jin-hyuk Jang","sa3012604",
"Sang-hyeon Ahn 안상현","Landers (KBO)",28,102,258,289,68,52,8,2,6,38,15,18,0,85,2,2,9,2,17,6,0.263565891,"Sang-hyeon Ahn","sa3012616",
"Chan-hyung Kim 김찬형","Landers (KBO)",27,44,73,78,13,11,2,0,0,4,5,3,0,13,1,0,1,3,0,0,0.178082191,"Chan-hyung Kim","sa3012617",
"Jun-young Park 박준영","Bears (KBO)",27,41,111,126,25,16,8,0,1,9,10,10,0,32,3,1,1,1,3,0,0.225225225,"Jun-young Park","sa3012619",
"Tae-hun Do 도태훈","Dinos (KBO)",32,62,77,98,14,8,4,1,1,9,8,7,0,16,8,0,6,2,3,0,0.181818181,"Tae-hun Do","sa3012620",
"Chi-young An 안치영","Wiz (KBO)",27,47,44,56,10,8,1,0,1,9,6,4,0,13,3,1,4,1,0,2,0.227272727,"Chi-young An","sa3012625",
"Yu-chan Lee 이유찬","Bears (KBO)",26,89,269,311,65,55,8,1,1,36,16,33,0,66,2,1,6,4,12,2,0.241635687,"Yu-chan Lee","sa3012635",
"Seong-yoon Kim 김성윤","Lions (KBO)",26,127,456,538,151,107,29,9,6,92,61,65,0,54,5,2,10,11,26,7,0.33114035,"Seong-yoon Kim","sa3012644",
"Seok-hwan Kim 김석환","Tigers (KBO)",26,47,117,134,31,26,1,2,2,14,16,14,0,55,2,1,0,0,0,0,0.264957264,"Seok-hwan Kim","sa3012653",
"Jeong-hun Lee 이정훈","Wiz (KBO)",30,59,132,148,34,26,4,0,4,20,14,13,0,48,3,0,0,4,0,1,0.257575757,"Jeong-hun Lee","sa3012655",
"Seong-han Park 박성한","Landers (KBO)",27,127,452,538,124,92,23,2,7,73,48,79,1,93,3,2,2,6,5,6,0.274336283,"Seong-han Park","sa3012661",
"Baek-ho Kang 강백호","Wiz (KBO)",25,95,321,369,85,51,18,1,15,41,61,44,3,64,3,1,0,9,2,4,0.264797507,"Baek-ho Kang","sa3012665",
"Sung-ju Moon 문성주","Twins (KBO)",28,135,475,542,145,120,20,2,3,57,70,54,0,59,4,9,0,10,4,3,0.305263157,"Sung-ju Moon","sa3012668",
"Min-jae Jeon 전민재","Giants (KBO)",26,101,331,369,95,75,15,0,5,39,34,22,0,63,4,2,10,7,3,3,0.287009063,"Min-jae Jeon","sa3012673",
"Jae-hyun Choo 추재현","Bears (KBO)",26,34,81,87,18,13,3,1,1,7,7,3,0,17,1,0,2,2,0,0,0.222222222,"Jae-hyun Choo","sa3012679",
"Won-seok Lee 이원석","Eagles (KBO)",26,129,212,248,43,32,7,0,4,60,24,23,0,51,4,2,7,4,21,3,0.202830188,"Won-seok Lee","sa3012693",
"Jun-woo Choi 최준우","Landers (KBO)",26,78,152,192,29,26,0,0,3,17,22,30,0,47,3,4,3,3,2,0,0.190789473,"Jun-woo Choi","sa3012699",
"Young-soo Oh 오영수","Dinos (KBO)",25,67,155,179,36,28,5,0,3,14,23,22,0,47,2,0,0,0,3,2,0.232258064,"Young-soo Oh","sa3012702",
"Hyung-jun Kim 김형준","Dinos (KBO)",25,127,362,415,84,55,10,1,18,51,55,45,0,126,3,2,3,7,3,0,0.232044198,"Hyung-jun Kim","sa3012705",
"Bon-hyeok Gu 구본혁","Twins (KBO)",28,131,343,397,98,79,16,2,1,41,38,36,1,44,6,0,12,4,10,5,0.285714285,"Bon-hyeok Gu","sa3012711",
"Seung-kyu Park 박승규","Lions (KBO)",24,64,174,200,50,39,5,0,6,39,14,21,0,43,4,0,1,2,5,4,0.287356321,"Seung-kyu Park","sa3012721",
"Seung-min Go 고승민","Giants (KBO)",24,121,469,538,127,100,21,2,4,71,45,56,1,83,3,4,6,8,5,1,0.270788912,"Seung-min Go","sa3012726",
"Sun-woo Oh 오선우","Tigers (KBO)",28,124,437,474,116,80,17,1,18,58,56,34,2,158,3,0,0,11,0,2,0.265446224,"Sun-woo Oh","sa3012730",
"Woo-hyuk Byun 변우혁","Tigers (KBO)",25,47,142,153,31,24,7,0,0,11,17,10,0,47,1,0,0,3,0,0,0.218309859,"Woo-hyuk Byun","sa3012733",
"Si-hwan Roh 노시환","Eagles (KBO)",24,144,539,624,140,78,28,2,32,97,101,70,10,125,11,4,0,22,14,5,0.259740259,"Si-hwan Roh","sa3012734",
"Hyun-woo Chae 채현우","Landers (KBO)",29,41,48,52,9,6,1,1,1,8,9,3,0,13,0,1,0,1,2,0,0.1875,"Hyun-woo Chae","sa3012739",
"Hyoung-woo Choi 최형우","Tigers (KBO)",41,133,469,549,144,89,30,1,24,74,86,67,8,98,8,5,0,9,1,0,0.307036247,"Hyoung-woo Choi","sa3012871",
"Joo-hwan Choi 최주환","Heroes (KBO)",37,120,459,506,126,82,31,1,12,45,74,36,2,66,5,6,0,8,0,0,0.274509803,"Joo-hwan Choi","sa3013103",
"Sung-hyun Kim 김성현","Landers (KBO)",38,59,115,137,25,21,3,0,1,15,11,16,0,20,1,1,4,4,1,1,0.217391304,"Sung-hyun Kim","sa3013146",
"Jae-won Lee 이재원","Eagles (KBO)",37,98,125,151,25,21,2,1,1,4,12,14,0,23,1,3,8,3,1,1,0.2,"Jae-won Lee","sa3013147",
"Min-sung Kim 김민성","Giants (KBO)",36,96,214,254,52,36,13,0,3,25,35,33,1,48,4,1,2,7,0,1,0.242990654,"Min-sung Kim","sa3013175",
"Hyung-jong Lee 이형종","Heroes (KBO)",36,33,70,82,14,9,3,0,2,4,6,9,0,22,1,0,2,3,1,0,0.2,"Hyung-jong Lee","sa3013195",
"Jae-hwan Kim 김재환","Bears (KBO)",36,103,344,407,83,55,13,2,13,42,50,57,3,96,4,2,0,4,7,2,0.241279069,"Jae-hwan Kim","sa3013200",
"Jae-hoon Choi 최재훈","Eagles (KBO)",35,121,269,348,77,61,15,0,1,28,35,46,0,48,17,6,10,4,1,1,0.286245353,"Jae-hoon Choi","sa3013205",
"Sung-woo Jang 장성우","Wiz (KBO)",35,129,413,480,102,75,13,0,14,44,58,55,1,96,2,8,2,13,0,1,0.246973365,"Sung-woo Jang","sa3013216",
"Sun-bin Kim 김선빈","Tigers (KBO)",35,84,271,308,87,65,18,1,3,31,46,31,0,35,3,1,2,8,4,0,0.32103321,"Sun-bin Kim","sa3013220",
"Sun-jin Oh 오선진","Heroes (KBO)",35,99,143,163,34,25,8,0,1,15,19,12,0,45,3,1,4,2,0,0,0.237762237,"Sun-jin Oh","sa3013231",
"Ji-hwan Oh 오지환","Twins (KBO)",35,127,419,472,106,65,24,1,16,57,62,37,0,115,3,6,7,4,9,7,0.252983293,"Ji-hwan Oh","sa3013245",
"Eun-seong Chae 채은성","Eagles (KBO)",35,132,480,527,138,91,27,1,19,54,88,31,5,96,13,0,3,4,1,2,0.2875,"Eun-seong Chae","sa3013253",
"Kun-woo Park 박건우","Dinos (KBO)",34,124,384,442,111,77,24,1,9,43,67,47,2,63,5,5,1,6,6,4,0.2890625,"Kun-woo Park","sa3013255",
"Soo-bin Jung 정수빈","Bears (KBO)",34,132,462,546,119,93,16,4,6,89,38,61,2,57,11,4,8,7,26,13,0.257575757,"Soo-bin Jung","sa3013258",
"Dong-won Park 박동원","Twins (KBO)",35,139,451,523,114,67,25,0,22,57,76,62,4,124,2,5,3,10,4,0,0.252771618,"Dong-won Park","sa3013271",
"Ji-young Lee 이지영","Landers (KBO)",39,76,197,216,47,37,6,1,3,13,18,11,0,22,2,2,4,8,2,1,0.23857868,"Ji-young Lee","sa3013276",
"Chi-hong An 안치홍","Eagles (KBO)",34,66,174,196,30,24,4,0,2,9,18,16,2,39,1,1,4,4,3,0,0.172413793,"Chi-hong An","sa3013286",
"Bo-keun Jeong 정보근","Giants (KBO)",25,93,129,152,24,18,4,1,1,4,15,18,1,39,1,0,4,4,0,0,0.186046511,"Bo-keun Jeong","sa3014210",
"Jun-su Han 한준수","Tigers (KBO)",26,103,244,276,55,35,12,1,7,33,26,26,1,48,3,3,0,4,0,0,0.225409836,"Jun-su Han","sa3014211",
"Hyeon-woo Kang 강현우","Wiz (KBO)",24,40,64,78,12,10,1,0,1,5,8,10,0,14,0,1,3,1,0,0,0.1875,"Hyeon-woo Kang","sa3014272",
"Ji-chan Kim 김지찬","Lions (KBO)",24,90,317,373,89,78,9,2,0,59,23,38,0,44,5,3,10,7,22,3,0.280757097,"Ji-chan Kim","sa3014279",
"Ji-hoon Choi 최지훈","Landers (KBO)",27,140,517,574,147,120,16,4,7,66,45,43,2,87,5,5,4,2,28,7,0.284332688,"Ji-hoon Choi","sa3014282",
"Jeong-won Choi 최정원","Dinos (KBO)",25,91,120,155,33,30,3,0,0,40,11,18,0,22,12,1,4,0,30,6,0.275,"Jeong-won Choi","sa3014290",
"Kyu-sung Kim 김규성","Tigers (KBO)",28,133,193,222,45,38,4,0,3,30,16,21,0,49,2,1,5,1,5,2,0.233160621,"Kyu-sung Kim","sa3014306",
"Suk-hyun Han 한석현","Dinos (KBO)",31,61,113,138,22,14,5,0,3,18,21,12,0,27,7,2,4,1,1,1,0.194690265,"Suk-hyun Han","sa3014319",
"Ho-cheol Seo 서호철","Dinos (KBO)",28,103,263,292,70,59,7,1,3,25,30,8,0,51,7,4,10,7,7,3,0.266159695,"Ho-cheol Seo","sa3014321",
"Seong Ho Cheon 천성호","- - -",27,83,173,199,41,29,9,2,1,24,17,17,0,29,5,0,4,2,3,1,0.236994219,"Seong Ho Cheon","sa3014323",
"In Ho Choi 최인호","Eagles (KBO)",25,78,139,159,36,25,9,0,2,7,19,13,0,29,5,1,1,5,1,0,0.258992805,"In Ho Choi","sa3014330",
"Ji Hoon Park 박지훈","Bears (KBO)",24,37,48,55,20,15,4,0,1,11,8,5,0,12,1,0,1,1,1,0,0.416666666,"Ji Hoon Park","sa3014342",
"Myeong Jin Oh 오명진","Bears (KBO)",23,107,331,371,87,65,14,4,4,38,41,27,1,94,3,3,7,3,5,3,0.262839879,"Myeong Jin Oh","sa3014344",
"Jong Pyo Hong 홍종표","- - -",25,62,73,85,12,12,0,0,0,16,3,7,0,23,0,1,4,1,1,2,0.164383561,"Jong Pyo Hong","sa3014355",
"Won Hoe Hyun 현원회","Landers (KBO)",23,21,59,62,18,16,1,0,1,6,6,3,0,16,0,0,0,3,0,0,0.305084745,"Won Hoe Hyun","sa3014356",
"Ju Hong Park 박주홍","Heroes (KBO)",24,102,248,283,56,39,11,3,3,33,23,30,0,72,1,2,2,5,11,1,0.225806451,"Ju Hong Park","sa3014359",
"Min Park 박민","Tigers (KBO)",24,71,94,105,19,13,5,0,1,11,6,5,0,33,3,0,3,1,1,0,0.202127659,"Min Park","sa3014371",
"Hyo Seung Ryu 류효승","Landers (KBO)",28,27,94,103,27,16,5,0,6,18,16,7,0,28,2,0,0,1,0,1,0.287234042,"Hyo Seung Ryu","sa3014398",
"Si Won Park 박시원","Dinos (KBO)",24,52,54,60,11,8,2,0,1,12,4,5,0,18,0,0,1,1,1,0,0.203703703,"Si Won Park","sa3014404",
"Ho-yeon Lee 이호연","Wiz (KBO)",30,32,70,75,24,16,7,0,1,8,8,3,0,14,1,0,1,2,0,0,0.342857142,"Ho-yeon Lee","sa3014412",
"Ju Hyoung Lee 이주형","Heroes (KBO)",24,127,446,514,107,73,22,1,11,55,45,37,2,115,28,0,3,7,15,1,0.239910313,"Ju Hyoung Lee","sa3014742",
"Dong Jin Kwon 권동진","Wiz (KBO)",26,123,271,309,61,45,12,3,1,34,25,30,0,91,1,1,6,8,3,1,0.22509225,"Dong Jin Kwon","sa3014744",
"Jae Seok An 안재석","Bears (KBO)",23,35,135,147,43,22,16,1,4,25,20,11,1,27,0,0,1,3,2,1,0.318518518,"Jae Seok An","sa3014749",
"Myeong Jun Ko 고명준","Landers (KBO)",22,130,471,500,131,93,20,1,17,46,64,20,1,99,2,7,0,12,2,0,0.278131634,"Myeong Jun Ko","sa3014774",
"Doo-sung Chang 장두성","Giants (KBO)",25,118,248,284,65,59,3,3,0,51,25,24,0,64,3,2,7,2,17,5,0.262096774,"Doo-sung Chang","sa3014778",
"Young Bin Lee 이영빈","Twins (KBO)",23,44,72,75,15,10,1,1,3,12,9,1,0,35,0,1,1,1,1,0,0.208333333,"Young Bin Lee","sa3015000",
"Bo-gyeong Moon 문보경","Twins (KBO)",24,141,515,607,142,96,21,1,24,91,108,79,3,108,4,9,0,15,3,1,0.275728155,"Bo-gyeong Moon","sa3015048",
"Seung Yeup Na 나승엽","Giants (KBO)",23,105,328,392,75,52,12,2,9,40,44,55,2,65,5,1,3,10,0,0,0.228658536,"Seung Yeup Na","sa3015054",
"Whee Jip Kim 김휘집","Dinos (KBO)",23,142,429,500,107,70,18,2,17,64,56,40,0,89,27,2,2,9,10,2,0.249417249,"Whee Jip Kim","sa3015123",
"Ju Won Kim 김주원","Dinos (KBO)",22,144,539,624,156,107,26,8,15,98,65,63,1,111,16,2,4,8,44,11,0.28942486,"Ju Won Kim","sa3015141",
"Jeong-woo Park 박정우","Tigers (KBO)",27,53,62,75,17,15,2,0,0,17,4,10,0,12,3,0,0,1,2,1,0.274193548,"Jeong-woo Park","sa3017450",
"Seoung Bin Son 손성빈","Giants (KBO)",23,51,62,69,9,8,0,0,1,6,3,4,0,20,1,0,2,1,0,0,0.14516129,"Seoung Bin Son","sa3017864",
"Han Byul Kim 김한별","Dinos (KBO)",24,76,64,72,20,18,2,0,0,14,5,3,0,5,3,0,2,2,1,0,0.3125,"Han Byul Kim","sa3018055",
"Jae Hyeon Lee 이재현","Lions (KBO)",22,139,457,555,116,70,29,1,16,82,67,69,1,119,11,8,10,8,6,1,0.253829321,"Jae Hyeon Lee","sa3018058",
"Do Yeong Kim 김도영","Tigers (KBO)",21,30,110,122,34,18,9,0,7,20,27,10,1,23,0,2,0,3,3,0,0.309090909,"Do Yeong Kim","sa3018059",
"Chan-ui Song 송찬의","Twins (KBO)",26,66,147,166,31,18,9,1,3,18,20,9,0,49,8,1,1,4,2,2,0.210884353,"Chan-ui Song","sa3018197",
"Seong Bin Hwang 황성빈","Giants (KBO)",27,79,246,273,63,54,4,4,1,43,22,18,0,46,4,2,3,3,25,4,0.25609756,"Seong Bin Hwang","sa3018222",
