Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Henry Ramos 라모스","Bears (KBO)",32,348,0.077586206,0.172413793,0.45,0.305466237,0.360230547,0.482315112,0.842545659,0.176848875,3.9945215593373478,0.344129554,-1.0712411543354392,53.750580181567,6.714521934477625,0.37251092329879715,114.27526494504482,"Henry Ramos","11481",
"Sócrates Brito 소크라테스","Tigers (KBO)",31,602,0.068106312,0.15116279,0.45054945,0.309782608,0.358803986,0.516304347,0.875108333,0.206521739,5.016746078587073,0.329545454,-0.18454745807684958,98.33300423055323,16.96602990656528,0.3828306860947689,120.85124836891406,"Socrates Brito","12944",
"Victor Reyes 레이예스","Giants (KBO)",29,632,0.07278481,0.129746835,0.560975609,0.351916376,0.393987341,0.510452961,0.904440302,0.158536585,4.209930517895324,0.383196721,0.5155314158182591,113.02191901300716,27.600112081511483,0.4008136298921373,132.3103819422194,"Victor Reyes","15487",
"Austin Dean 오스틴","Twins (KBO)",30,604,0.100993377,0.135761589,0.743902439,0.318785578,0.38410596,0.573055028,0.957160988,0.25426945,4.532188877522749,0.319248826,-1.835342595120892,113.3409853174937,31.703688819671903,0.4110524859715465,138.83480979862898,"Austin Dean","18288",
"Lewin Díaz 디아즈","Lions (KBO)",27,118,0.050847457,0.211864406,0.24,0.281818181,0.330508474,0.518181818,0.848690292,0.236363637,0.97619047125,0.307692307,-0.06920979986898601,18.132868867628268,2.1838606114312924,0.3715968036045462,113.69276745206245,"Lewin Diaz","18365",
"ByungHo Park 박병호","- - -",37,406,0.115763546,0.298029556,0.388429752,0.231428571,0.332512315,0.448571428,0.781083743,0.217142857,3.2737009186243666,0.278846153,0.5308507902082056,54.89738550611995,0.021984217848999066,0.3501714635365115,100.04006206302442,"ByungHo Park","18497",
"Hyun Soo Kim 김현수","Twins (KBO)",36,583,0.080617495,0.130360205,0.618421052,0.294003868,0.357388316,0.41779497,0.775183286,0.123791102,3.852891007564238,0.325791855,0.308832818409428,79.71641032423454,0.9174966516681371,0.35193582389522954,101.1643519039877,"Hyun Soo Kim","18718",
"Guillermo Heredia 에레디아","Landers (KBO)",33,591,0.047377326,0.123519458,0.383561643,0.360443622,0.399323181,0.537892791,0.937215972,0.177449169,2.739788844588051,0.381578947,-1.09681383240968,112.00947733194963,32.12927496404782,0.41322914363981106,140.22182469702693,"Guillermo Heredia","18721",
"Jae-Gyun Hwang 황재균","Wiz (KBO)",36,536,0.063432835,0.177238805,0.357894736,0.259634888,0.308851224,0.383367139,0.692218363,0.123732251,2.4036066144227157,0.297157622,-2.4014993889722973,55.903837015378,-16.54250557209301,0.3142747141547122,77.16585133042464,"Jae-Gyun Hwang","19369",
"David MacKinnon 맥키넌","Lions (KBO)",29,315,0.123809523,0.104761904,1.181818181,0.294117647,0.38095238,0.386029411,0.766981791,0.091911764,1.786982642678835,0.319327731,-0.056332589127123356,43.70730512859826,1.1315627497673495,0.35427945183637816,102.65776399081645,"David MacKinnon","19625",
"Ronnie Dawson 도슨","Heroes (KBO)",29,429,0.09090909,0.125874125,0.722222222,0.329842931,0.398601398,0.507853403,0.906454801,0.178010472,3.679745916480022,0.360501567,-0.882485838374123,78.67943725471589,20.695330967355698,0.4061194759704572,135.69138560969253,"Ronnie Dawson","19710",
"Jared Young 제러드","Bears (KBO)",28,169,0.124260355,0.207100591,0.6,0.326388888,0.420118343,0.659722222,1.079840565,0.333333334,5.844597092785046,0.37,0.6872136713936925,39.31715886944801,16.474935180487932,0.46329501782648663,172.12491833030455,"Jared Young","20404",
"Shin-Soo Choo 추신수","Landers (KBO)",41,302,0.122516556,0.225165562,0.544117647,0.280632411,0.373333333,0.403162055,0.776495388,0.122529644,4.599266173798447,0.354838709,0.2857023039832711,42.80797606820075,1.9893278192898491,0.3577567497889201,104.87357593803446,"Shin-Soo Choo","3174",
