Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Jin-hyuk Jang 장진혁","Eagles (KBO)",30,99,289,327,76,51,16,0,9,56,44,29,0,72,3,1,5,7,14,6,0.262975778,"Jin-hyuk Jang","sa3012604",
"Sang-un Park 박상언","Eagles (KBO)",27,27,42,52,12,9,3,0,0,4,4,9,0,12,1,0,0,0,1,0,0.285714285,"Sang-un Park","sa3012605",
"In-hwan Kim 김인환","Eagles (KBO)",30,51,131,143,31,28,2,0,1,11,7,10,0,32,2,0,0,5,0,0,0.236641221,"In-hwan Kim","sa3012607",
"Sang-hyeon Ahn 안상현","Landers (KBO)",27,37,70,75,12,11,1,0,0,3,2,4,0,14,0,0,1,0,1,1,0.171428571,"Sang-hyeon Ahn","sa3012616",
"Jun-young Park 박준영","Bears (KBO)",26,65,186,212,42,24,9,2,7,25,28,21,0,58,3,1,1,3,2,0,0.225806451,"Jun-young Park","sa3012619",
"Tae-hun Do 도태훈","Dinos (KBO)",31,100,145,181,31,27,4,0,0,20,15,24,0,29,6,2,4,5,1,0,0.213793103,"Tae-hun Do","sa3012620",
"Yu-chan Lee 이유찬","Bears (KBO)",25,103,231,262,64,50,11,0,3,39,23,22,0,51,1,1,7,9,16,6,0.277056277,"Yu-chan Lee","sa3012635",
"Seong-yoon Kim 김성윤","Lions (KBO)",25,32,74,89,18,14,4,0,0,15,6,9,0,16,1,2,3,1,3,1,0.243243243,"Seong-yoon Kim","sa3012644",
"Jeong-hun Lee 이정훈","Giants (KBO)",29,65,100,116,30,22,8,0,0,10,18,13,1,21,0,2,1,4,0,0,0.3,"Jeong-hun Lee","sa3012655",
"Seong-han Park 박성한","Landers (KBO)",26,137,489,564,147,113,24,0,10,78,66,64,3,86,2,6,3,12,13,3,0.300613496,"Seong-han Park","sa3012661",
"Baek-ho Kang 강백호","Wiz (KBO)",24,144,550,614,159,106,27,0,26,92,96,59,4,127,3,2,0,6,6,2,0.289090909,"Baek-ho Kang","sa3012665",
"Sung-ju Moon 문성주","Twins (KBO)",27,96,305,361,96,78,16,2,0,47,48,49,0,38,3,3,1,4,13,7,0.314754098,"Sung-ju Moon","sa3012668",
"Min-jae Jeon 전민재","Bears (KBO)",25,100,248,276,61,53,5,1,2,34,32,17,1,53,4,3,4,8,7,3,0.245967741,"Min-jae Jeon","sa3012673",
"Won-seok Lee 이원석","Eagles (KBO)",25,87,133,154,31,26,4,1,0,26,13,16,0,32,2,1,2,3,8,2,0.233082706,"Won-seok Lee","sa3012693",
"Eun-won Jung 정은원","Eagles (KBO)",24,27,64,78,11,6,3,1,1,10,6,13,0,16,0,0,1,0,2,0,0.171875,"Eun-won Jung","sa3012695",
"Hyung-jun Kim 김형준","Dinos (KBO)",24,119,354,414,69,40,12,0,17,39,50,45,0,144,2,6,7,6,0,0,0.194915254,"Hyung-jun Kim","sa3012705",
"Bon-hyeok Gu 구본혁","Twins (KBO)",27,133,339,389,87,69,14,2,2,48,43,38,0,51,4,4,4,7,8,4,0.256637168,"Bon-hyeok Gu","sa3012711",
"Dae-han Kim 김대한","Bears (KBO)",23,61,75,89,10,8,1,0,1,10,7,8,0,26,2,2,2,1,1,1,0.133333333,"Dae-han Kim","sa3012718",
"Seung-min Go 고승민","Giants (KBO)",23,120,481,532,148,101,27,6,14,79,87,41,0,78,1,8,1,10,5,4,0.307692307,"Seung-min Go","sa3012726",
"Woo-hyuk Byun 변우혁","Tigers (KBO)",24,69,168,187,51,35,9,2,5,22,21,16,0,48,2,1,0,8,1,0,0.303571428,"Woo-hyuk Byun","sa3012733",
"Si-hwan Roh 노시환","Eagles (KBO)",23,136,526,601,143,97,20,2,24,88,89,60,9,129,11,4,0,10,6,0,0.271863117,"Si-hwan Roh","sa3012734",
"Kyeung-mo Choi 최경모","Landers (KBO)",28,50,35,50,6,6,0,0,0,12,0,8,0,7,0,0,7,2,6,3,0.171428571,"Kyeung-mo Choi","sa3012738",
"Kang-min Kim 김강민","Eagles (KBO)",41,41,76,87,17,16,0,0,1,5,7,8,0,21,3,0,0,1,0,0,0.22368421,"Kang-min Kim","sa3012834",
"Hyoung-woo Choi 최형우","Tigers (KBO)",40,116,425,487,119,72,23,2,22,67,109,52,4,86,5,5,0,5,1,1,0.28,"Hyoung-woo Choi","sa3012871",
"Jae-il Oh 오재일","- - -",37,105,296,343,72,42,18,1,11,33,45,36,0,88,2,9,0,7,0,0,0.243243243,"Jae-il Oh","sa3013047",
"Won-seok Lee 이원석","Heroes (KBO)",37,39,91,109,20,16,4,0,0,5,8,14,0,18,2,2,0,2,0,0,0.219780219,"Won-seok Lee","sa3013066",
"Joo-hwan Choi 최주환","Heroes (KBO)",36,130,482,544,124,87,23,1,13,49,84,47,2,92,6,9,0,12,0,1,0.25726141,"Joo-hwan Choi","sa3013103",
"Sung-hyun Kim 김성현","Landers (KBO)",37,71,141,167,32,27,3,1,1,21,15,16,0,28,4,1,5,7,2,0,0.226950354,"Sung-hyun Kim","sa3013146",
"Jae-won Lee 이재원","Eagles (KBO)",36,72,134,152,32,27,4,0,1,10,16,7,1,21,4,5,2,4,0,0,0.23880597,"Jae-won Lee","sa3013147",
"Do-hwan Hur 허도환","Twins (KBO)",39,59,80,105,11,9,2,0,0,10,11,9,0,26,10,1,5,4,0,1,0.1375,"Do-hwan Hur","sa3013160",
"Min-sung Kim 김민성","Giants (KBO)",35,35,70,84,14,7,5,0,2,6,8,10,0,18,3,1,0,1,0,1,0.2,"Min-sung Kim","sa3013175",
"Hyung-jong Lee 이형종","Heroes (KBO)",35,35,102,126,22,15,3,0,4,19,19,22,1,27,1,0,1,1,1,0,0.215686274,"Hyung-jong Lee","sa3013195",
"Jae-hwan Kim 김재환","Bears (KBO)",35,136,474,552,134,77,28,0,29,78,92,63,3,168,6,9,0,8,1,1,0.282700421,"Jae-hwan Kim","sa3013200",
"Jae-hoon Choi 최재훈","Eagles (KBO)",34,116,280,348,72,58,10,0,4,34,37,33,0,58,21,6,8,10,0,0,0.257142857,"Jae-hoon Choi","sa3013205",
"Sung-woo Jang 장성우","Wiz (KBO)",34,131,418,489,112,74,19,0,19,53,81,60,1,86,1,8,2,8,5,0,0.267942583,"Sung-woo Jang","sa3013216",
"Sun-bin Kim 김선빈","Tigers (KBO)",34,116,423,466,139,107,23,0,9,48,57,30,0,39,5,0,7,13,5,1,0.3286052,"Sun-bin Kim","sa3013220",
"Ji-hwan Oh 오지환","Twins (KBO)",34,108,370,428,94,58,24,2,10,67,59,51,0,106,4,1,2,9,17,4,0.254054054,"Ji-hwan Oh","sa3013245",
"Eun-seong Chae 채은성","Eagles (KBO)",34,124,436,498,118,74,24,0,20,61,83,49,1,83,8,5,0,12,1,1,0.270642201,"Eun-seong Chae","sa3013253",
"Kun-woo Park 박건우","Dinos (KBO)",33,89,323,362,111,74,23,1,13,58,53,33,3,54,4,2,0,7,4,0,0.34365325,"Kun-woo Park","sa3013255",
"Soo-bin Jung 정수빈","Bears (KBO)",33,136,510,608,145,117,21,3,4,95,47,71,1,72,9,8,10,8,52,13,0.284313725,"Soo-bin Jung","sa3013258",
"Dong-won Park 박동원","Twins (KBO)",34,130,434,498,118,76,22,0,20,58,80,55,2,112,0,7,2,14,1,0,0.2718894,"Dong-won Park","sa3013271",
"Ji-young Lee 이지영","Landers (KBO)",38,123,398,432,111,94,11,1,5,45,50,18,0,35,7,2,7,10,8,1,0.278894472,"Ji-young Lee","sa3013276",
"Chi-hong An 안치홍","Eagles (KBO)",33,128,473,533,142,108,21,0,13,64,66,49,1,70,6,4,1,10,3,2,0.300211416,"Chi-hong An","sa3013286",
"Bo-keun Jeong 정보근","Giants (KBO)",24,89,133,140,30,27,0,1,2,9,7,3,0,31,0,0,4,4,0,0,0.225563909,"Bo-keun Jeong","sa3014210",
"Jun-su Han 한준수","Tigers (KBO)",25,115,287,316,88,59,22,0,7,39,41,21,1,48,2,6,0,7,0,0,0.306620209,"Jun-su Han","sa3014211",
"Ji-chan Kim 김지찬","Lions (KBO)",23,135,453,535,143,121,16,3,3,102,36,60,2,40,9,1,12,5,42,4,0.315673289,"Ji-chan Kim","sa3014279",
"Ji-hoon Choi 최지훈","Landers (KBO)",26,125,483,543,133,93,22,7,11,89,49,50,0,71,2,2,6,5,32,5,0.275362318,"Ji-hoon Choi","sa3014282",
"Jeong-won Choi 최정원","Dinos (KBO)",24,65,131,155,37,31,5,0,1,33,14,17,0,34,4,2,1,1,7,3,0.282442748,"Jeong-won Choi","sa3014290",
"Sang-kwon Byeon 변상권","Heroes (KBO)",27,77,219,232,55,46,3,1,5,16,21,11,0,51,1,1,0,4,0,0,0.251141552,"Sang-kwon Byeon","sa3014307",
"Suk-hyun Han 한석현","Dinos (KBO)",30,40,73,76,18,13,4,1,0,10,3,2,0,22,1,0,0,2,2,1,0.246575342,"Suk-hyun Han","sa3014319",
"Ho-cheol Seo 서호철","Dinos (KBO)",27,141,512,567,146,114,19,3,10,68,61,30,0,101,16,3,6,15,1,3,0.28515625,"Ho-cheol Seo","sa3014321",
"Seong Ho Cheon 천성호","Wiz (KBO)",26,75,234,255,69,57,8,3,1,41,17,18,0,43,1,1,1,5,7,0,0.294871794,"Seong Ho Cheon","sa3014323",
"In Ho Choi 최인호","Eagles (KBO)",24,82,210,244,60,43,13,2,2,37,22,25,0,31,3,2,4,3,3,0,0.285714285,"In Ho Choi","sa3014330",
"Byeong Hwi Kim 김병휘","Heroes (KBO)",23,28,59,71,10,6,3,0,1,6,3,6,0,26,5,0,1,0,0,0,0.169491525,"Byeong Hwi Kim","sa3014351",
"Jong Pyo Hong 홍종표","Tigers (KBO)",24,100,105,115,31,24,4,3,0,27,11,6,0,31,1,0,3,0,5,2,0.295238095,"Jong Pyo Hong","sa3014355",
"Ju Hong Park 박주홍","Heroes (KBO)",23,24,45,54,5,3,2,0,0,5,1,9,0,16,0,0,0,1,2,0,0.111111111,"Ju Hong Park","sa3014359",
"Jong Chan Lim 임종찬","Eagles (KBO)",22,24,57,64,9,4,3,2,0,10,7,6,0,19,1,0,0,2,0,1,0.157894736,"Jong Chan Lim","sa3014361",
"Si Won Park 박시원","Dinos (KBO)",23,55,141,158,33,25,5,1,2,17,17,14,0,46,0,1,2,2,3,0,0.234042553,"Si Won Park","sa3014404",
"Ju Hyoung Lee 이주형","Heroes (KBO)",23,115,473,537,126,91,19,3,13,82,60,49,1,119,14,1,0,4,6,0,0.266384778,"Ju Hyoung Lee","sa3014742",
"Jae Young Jang 장재영","Heroes (KBO)",22,38,119,139,20,13,3,0,4,14,13,17,0,64,3,0,0,2,0,0,0.168067226,"Jae Young Jang","sa3014751",
"Myeong Jun Ko 고명준","Landers (KBO)",21,106,340,366,85,61,13,0,11,33,45,25,0,90,1,0,0,4,3,4,0.25,"Myeong Jun Ko","sa3014774",
"Young Bin Lee 이영빈","Twins (KBO)",22,31,63,71,14,10,2,0,2,11,12,4,0,20,0,2,2,0,0,1,0.222222222,"Young Bin Lee","sa3015000",
"Bo-gyeong Moon 문보경","Twins (KBO)",23,144,519,602,156,96,35,3,22,80,101,65,3,112,2,13,3,14,7,6,0.300578034,"Bo-gyeong Moon","sa3015048",
"Seung Yeup Na 나승엽","Giants (KBO)",22,121,407,489,127,81,35,4,7,59,66,69,1,83,4,7,2,4,1,0,0.312039312,"Seung Yeup Na","sa3015054",
"Whee Jip Kim 김휘집","- - -",22,140,488,562,126,85,24,1,16,78,73,52,1,119,10,8,4,16,4,3,0.258196721,"Whee Jip Kim","sa3015123",
"Ju Won Kim 김주원","Dinos (KBO)",21,134,385,475,97,68,18,2,9,61,49,51,1,111,25,5,9,5,16,6,0.251948051,"Ju Won Kim","sa3015141",
"Jeong-woo Park 박정우","Tigers (KBO)",26,66,65,69,20,16,3,1,0,17,11,4,0,14,0,0,0,3,0,1,0.307692307,"Jeong-woo Park","sa3017450",
"Seoung Bin Son 손성빈","Giants (KBO)",22,86,152,171,30,16,6,2,6,24,21,13,0,38,3,2,1,3,0,0,0.197368421,"Seoung Bin Son","sa3017864",
"Hyeon Joon Kim 김현준","Lions (KBO)",21,79,183,205,41,30,10,1,0,23,11,11,0,49,4,3,4,4,2,0,0.224043715,"Hyeon Joon Kim","sa3017998",
"Han Byul Kim 김한별","Dinos (KBO)",23,40,44,50,14,13,1,0,0,8,3,2,0,9,4,0,0,2,0,0,0.318181818,"Han Byul Kim","sa3018055",
"Jae Hyeon Lee 이재현","Lions (KBO)",21,109,389,458,101,68,18,1,14,71,66,58,1,83,8,3,0,8,2,1,0.259640102,"Jae Hyeon Lee","sa3018058",
"Do Yeong Kim 김도영","Tigers (KBO)",20,141,544,625,189,112,29,10,38,143,109,66,7,110,7,7,1,10,40,4,0.34742647,"Do Yeong Kim","sa3018059",
"Jae Hyuk Kim 김재혁","Lions (KBO)",24,35,49,54,9,6,2,1,0,6,6,3,0,19,0,2,0,2,2,2,0.183673469,"Jae Hyuk Kim","sa3018086",
"Jeong-bin Yoon 윤정빈","Lions (KBO)",25,69,161,188,46,34,4,1,7,26,20,22,0,47,3,2,0,1,1,3,0.285714285,"Jeong-bin Yoon","sa3018198",
"Seong Bin Hwang 황성빈","Giants (KBO)",26,125,366,406,117,90,15,8,4,94,26,31,0,56,2,1,6,3,51,10,0.319672131,"Seong Bin Hwang","sa3018222",
"Dong Hee Yoon 윤동희","Giants (KBO)",20,141,532,613,156,103,35,4,14,97,85,67,1,114,7,5,2,10,7,8,0.293233082,"Dong Hee Yoon","sa3018265",
"Ui San Jeon 전의산","Landers (KBO)",23,34,57,63,5,4,0,0,1,3,3,5,0,15,0,1,0,3,0,1,0.087719298,"Ui San Jeon","sa3019044",
"Jae-hwan Chun 천재환","Dinos (KBO)",30,89,215,236,61,46,9,1,5,31,33,13,0,52,4,1,3,7,8,2,0.28372093,"Jae-hwan Chun","sa3019748",
"Byung-heon Lee 이병헌","Lions (KBO)",24,95,145,166,36,31,4,0,1,9,9,17,0,48,2,0,2,0,0,0,0.248275862,"Byung-heon Lee","sa3020656",
"Young Woong Kim 김영웅","Lions (KBO)",20,126,456,509,115,68,16,3,28,65,79,45,0,155,3,4,1,2,9,2,0.252192982,"Young Woong Kim","sa3020665",
"Min Suk Kim 김민석","Giants (KBO)",20,41,76,83,16,12,3,1,0,14,6,2,0,20,4,0,1,4,3,1,0.210526315,"Min Suk Kim","sa3020694",
"Hyun Bin Moon 문현빈","Eagles (KBO)",20,103,260,289,72,49,16,2,5,29,47,24,1,53,2,2,1,9,3,5,0.276923076,"Hyun Bin Moon","sa3020698",
