Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Sok Min Park 박석민","Dinos (KBO)",36,59,171,205,44,26,8,0,10,27,41,27,1,43,2,2,3,8,0,0,0.257309941,"Sok Min Park","sa3012020",
"Minho Kang 강민호","Lions (KBO)",35,124,409,465,118,78,22,0,18,55,67,45,4,54,4,7,0,18,0,0,0.288508557,"Minho Kang","sa3012023",
"Jeong Choi 최정","Landers (KBO)",34,134,436,555,121,68,17,1,35,92,100,84,3,102,22,12,1,9,8,4,0.277522935,"Jeong Choi","sa3012034",
"Euiji Yang 양의지","Dinos (KBO)",34,141,480,570,156,95,29,2,30,81,111,69,5,60,11,10,0,12,2,1,0.325,"Euiji Yang","sa3012037",
"Jaewon Oh 오재원","Bears (KBO)",36,45,72,79,12,9,3,0,0,6,5,6,0,18,0,1,0,3,2,0,0.166666666,"Jaewon Oh","sa3012047",
"Ah-seop Son 손아섭","Giants (KBO)",33,139,542,610,173,139,29,2,3,88,58,61,3,67,3,1,3,15,12,6,0.319188191,"Ah-seop Son","sa3012050",
"Taegun Kim 김태군","Dinos (KBO)",31,102,233,276,51,37,7,0,7,23,24,21,0,30,11,3,8,4,0,1,0.21888412,"Taegun Kim","sa3012057",
"Geonchang Seo 서건창","- - -",31,144,513,600,130,98,24,2,6,78,52,69,2,78,9,4,5,14,12,4,0.253411306,"Geonchang Seo","sa3012058",
"Junwoo Jeon 전준우","Giants (KBO)",35,144,552,619,192,139,46,0,7,88,92,53,0,71,5,8,1,10,6,3,0.347826086,"Junwoo Jeon","sa3012061",
"Kyoung-min Hur 허경민","Bears (KBO)",30,136,468,518,130,100,24,1,5,61,59,36,1,35,8,3,3,21,5,6,0.277777777,"Kyoung-min Hur","sa3012064",
"Sang-soo Kim 김상수","Lions (KBO)",31,132,429,496,101,80,17,1,3,46,42,52,0,51,3,4,8,14,4,2,0.235431235,"Sang-soo Kim","sa3012065",
"Hae-chang Lee 이해창","Eagles (KBO)",34,20,54,60,9,6,3,0,0,4,4,1,0,13,1,1,3,0,0,1,0.166666666,"Hae-chang Lee","sa3012183",
"Hoon Jung 정훈","Giants (KBO)",33,135,486,561,142,100,27,1,14,70,79,68,8,89,3,3,1,6,9,1,0.292181069,"Hoon Jung","sa3012191",
"Tae-gon Oh 오태곤","Landers (KBO)",29,122,235,253,63,44,10,0,9,47,35,14,0,52,2,1,1,4,9,4,0.268085106,"Tae-gon Oh","sa3012193",
"Sang-ho Lee 이상호","Twins (KBO)",32,45,65,68,20,18,2,0,0,5,12,1,0,10,0,0,2,2,2,1,0.307692307,"Sang-ho Lee","sa3012195",
"Kang-nam Yoo 유강남","Twins (KBO)",28,130,397,441,100,73,16,0,11,39,60,25,1,75,14,2,3,11,2,1,0.251889168,"Kang-nam Yoo","sa3012221",
"Chun-woong Lee 이천웅","Twins (KBO)",32,68,181,211,36,27,7,0,2,20,16,25,0,23,3,1,1,11,3,2,0.198895027,"Chun-woong Lee","sa3012228",
"Young-jin Choi 최영진","Lions (KBO)",33,44,57,63,16,12,1,2,1,9,6,5,0,12,1,0,0,1,1,0,0.280701754,"Young-jin Choi","sa3012230",
"Jin-ho Jung 정진호","Eagles (KBO)",32,48,145,167,33,24,9,0,0,9,15,15,1,22,1,2,4,5,3,1,0.227586206,"Jin-ho Jung","sa3012232",
"Jong-wook Ko 고종욱","Landers (KBO)",32,88,180,199,48,41,5,0,2,25,18,16,0,30,0,2,1,6,2,3,0.266666666,"Jong-wook Ko","sa3012243",
"Min-ha Kim 김민하","Eagles (KBO)",32,46,115,142,24,18,4,1,1,14,17,17,0,36,8,2,0,3,6,3,0.208695652,"Min-ha Kim","sa3012256",
"Jun-hyeok Oh 오준혁","Landers (KBO)",29,26,46,50,10,6,2,0,2,7,5,4,0,15,0,0,0,2,0,0,0.217391304,"Jun-hyeok Oh","sa3012271",
"Jin-gi Jeong 정진기","- - -",28,88,193,206,43,29,8,0,6,27,21,10,0,39,1,0,2,2,6,3,0.222797927,"Jin-gi Jeong","sa3012275",
"Won-jai Lee 이원재","Dinos (KBO)",32,31,65,69,15,13,2,0,0,3,7,1,0,11,1,1,1,1,1,0,0.23076923,"Won-jai Lee","sa3012283",
"Ji-hyuk Ryu 류지혁","Tigers (KBO)",27,92,273,327,76,66,8,0,2,37,34,42,1,46,7,3,2,7,0,0,0.278388278,"Ji-hyuk Ryu","sa3012288",
"Sei-hyok Park 박세혁","Bears (KBO)",31,96,237,270,52,40,12,0,0,25,30,22,0,43,5,3,3,5,4,2,0.219409282,"Sei-hyok Park","sa3012290",
"Min-sang Yoo 유민상","Tigers (KBO)",32,24,60,74,14,11,2,0,1,7,6,8,0,18,6,0,0,1,0,0,0.233333333,"Min-sang Yoo","sa3012292",
"Jae-hyun Kim 김재현","Heroes (KBO)",28,39,46,51,10,3,7,0,0,2,8,3,0,12,0,0,2,1,0,1,0.217391304,"Jae-hyun Kim","sa3012294",
"Ja-wook Koo 구자욱","Lions (KBO)",28,140,546,614,166,104,30,10,22,107,88,49,3,98,6,12,1,9,27,4,0.304029304,"Ja-wook Koo","sa3012300",
"Hae-min Park 박해민","Lions (KBO)",31,128,457,546,132,104,22,1,5,78,54,70,2,82,3,7,9,3,35,16,0.288840262,"Hae-min Park","sa3012304",
"Jun-tae Kim 김준태","- - -",26,58,128,149,25,16,5,0,4,17,15,18,0,40,1,2,0,3,0,0,0.1953125,"Jun-tae Kim","sa3012310",
"Ju-suk Ha 하주석","Eagles (KBO)",27,138,525,594,143,103,27,3,10,84,68,51,1,135,10,3,5,10,23,6,0.272380952,"Ju-suk Ha","sa3012320",
"Min-sik Kim 김민식","Tigers (KBO)",32,100,250,301,55,44,8,0,3,30,26,41,1,49,4,3,3,2,0,0,0.22,"Min-sik Kim","sa3012328",
"Hang Choi 최항","Landers (KBO)",27,34,69,79,19,16,2,1,0,5,7,6,1,16,2,1,1,4,1,0,0.275362318,"Hang Choi","sa3012332",
"Yoo-seom Han 한유섬","Landers (KBO)",31,135,442,519,123,73,18,1,31,71,95,60,4,96,10,6,1,11,1,0,0.278280542,"Yoo-seom Han","sa3012336",
"Min-woo Park 박민우","Dinos (KBO)",28,50,180,215,47,38,5,3,1,30,18,22,0,23,7,2,4,4,12,3,0.261111111,"Min-woo Park","sa3012337",
"Jin-sung Kang 강진성","Dinos (KBO)",27,124,406,462,101,74,20,0,7,49,38,36,2,68,14,2,4,13,9,2,0.248768472,"Jin-sung Kang","sa3012344",
"Jin-hyuk No 노진혁","Dinos (KBO)",31,107,330,384,95,65,22,0,8,41,58,42,0,90,5,3,4,3,1,1,0.287878787,"Jin-hyuk No","sa3012348",
"Sung-bum Na 나성범","Dinos (KBO)",31,144,570,623,160,97,29,1,33,96,101,38,2,155,11,4,0,5,1,1,0.280701754,"Sung-bum Na","sa3012352",
"Seung-ho Kang 강승호","Bears (KBO)",27,113,301,340,72,47,16,2,7,47,37,22,1,78,6,3,8,8,8,2,0.239202657,"Seung-ho Kang","sa3012361",
"Seung-hyun Jang 장승현","Bears (KBO)",27,92,177,211,41,29,10,0,2,18,27,19,0,50,8,1,6,2,0,0,0.231638418,"Seung-hyun Jang","sa3012365",
"In-tae Kim 김인태","Bears (KBO)",26,133,344,418,89,65,15,1,8,51,46,62,0,67,3,4,5,10,0,2,0.25872093,"In-tae Kim","sa3012367",
"Woo-sung Lee 이우성","Tigers (KBO)",26,65,85,100,17,12,5,0,0,12,4,13,0,17,0,1,1,2,2,1,0.2,"Woo-sung Lee","sa3012368",
"Heung-ryun Lee 이흥련","Landers (KBO)",32,90,127,146,30,24,3,0,3,15,14,12,0,31,5,0,2,4,0,0,0.236220472,"Heung-ryun Lee","sa3012375",
"Hyun Jung 정현","- - -",27,68,117,149,26,20,5,1,0,14,7,17,0,24,7,0,8,7,0,0,0.222222222,"Hyun Jung","sa3012377",
"Hong-ku Lee 이홍구","Wiz (KBO)",30,37,55,58,9,8,0,0,1,4,5,2,1,28,0,1,0,4,0,0,0.163636363,"Hong-ku Lee","sa3012389",
"Woon-ho Jang 장운호","Eagles (KBO)",27,101,285,338,67,57,10,0,0,36,28,36,0,77,7,3,7,7,3,5,0.235087719,"Woon-ho Jang","sa3012393",
"Soo-kwang Ro 노수광","Eagles (KBO)",30,52,160,180,37,27,7,0,3,21,14,17,0,46,1,0,2,1,13,1,0.23125,"Soo-kwang Ro","sa3012395",
"Seung-taek Han 한승택","Tigers (KBO)",27,82,203,239,44,34,7,0,3,17,16,28,0,61,3,0,5,6,0,0,0.216748768,"Seung-taek Han","sa3012396",
"Hyeong-jun Yoon 윤형준","Dinos (KBO)",27,51,74,81,22,17,0,0,5,10,10,3,0,17,0,1,3,2,0,1,0.297297297,"Hyeong-jun Yoon","sa3012405",
"Hui-dong Kwon 권희동","Dinos (KBO)",30,55,133,171,35,24,3,0,8,25,26,29,1,24,5,3,1,4,2,0,0.263157894,"Hui-dong Kwon","sa3012415",
"Min-hyuck Kim 김민혁","Wiz (KBO)",25,75,172,199,55,46,6,2,1,22,13,20,0,26,2,0,5,3,6,3,0.319767441,"Min-hyuck Kim","sa3012419",
"Woo-jun Shim 심우준","Wiz (KBO)",26,140,410,463,110,82,20,2,6,62,48,32,0,66,4,6,10,2,16,6,0.268292682,"Woo-jun Shim","sa3012420",
"Sang-chul Moon 문상철","Wiz (KBO)",30,53,96,106,21,13,6,0,2,14,16,8,0,33,2,0,0,1,2,0,0.21875,"Sang-chul Moon","sa3012421",
"Min-sub Song 송민섭","Wiz (KBO)",29,123,48,65,11,11,0,0,0,39,7,12,0,22,0,0,5,0,15,1,0.229166666,"Min-sub Song","sa3012423",
"Byung-hee Kim 김병희","Wiz (KBO)",30,34,52,70,15,7,3,0,5,16,13,13,0,15,3,0,2,0,3,0,0.288461538,"Byung-hee Kim","sa3012425",
"Joong-yeol Ahn 안중열","Giants (KBO)",25,58,125,157,29,21,5,0,3,19,16,27,0,25,1,1,3,1,0,0,0.232,"Joong-yeol Ahn","sa3012428",
"Suk-hwan Yang 양석환","Bears (KBO)",29,133,488,546,133,83,22,0,28,66,96,42,2,136,9,7,0,9,2,3,0.272540983,"Suk-hwan Yang","sa3012438",
"Jung-dae Bae 배정대","Wiz (KBO)",25,145,513,598,132,96,23,1,12,85,68,65,2,133,12,5,3,8,19,6,0.257309941,"Jung-dae Bae","sa3012441",
"Yong-je Choi 최용제","Bears (KBO)",29,78,104,119,29,26,3,0,0,7,15,11,0,21,2,1,1,0,0,1,0.278846153,"Yong-je Choi","sa3012443",
"Sung-kon Lee 이성곤","- - -",29,62,174,208,46,31,12,2,1,17,24,29,0,53,3,1,1,4,0,3,0.264367816,"Sung-kon Lee","sa3012447",
"Ho-jae Kim 김호재","Lions (KBO)",26,87,75,90,17,15,2,0,0,9,7,9,0,14,2,1,3,0,0,0,0.226666666,"Ho-jae Kim","sa3012454",
"Gye-beom Park 박계범","Bears (KBO)",25,118,322,385,86,68,12,1,5,44,46,44,0,68,9,3,7,8,4,3,0.267080745,"Gye-beom Park","sa3012458",
"Jun-suk Song 송준석","Lions (KBO)",27,19,51,55,12,8,2,0,2,5,4,3,0,13,1,0,0,1,0,0,0.235294117,"Jun-suk Song","sa3012459",
"Seong-geun Bae 배성근","Giants (KBO)",26,78,93,109,19,14,4,0,1,21,9,14,0,36,0,0,2,1,1,0,0.204301075,"Seong-geun Bae","sa3012463",
"Yoon-suk Oh 오윤석","- - -",29,97,164,198,40,25,11,0,4,23,16,27,1,47,2,0,5,4,4,1,0.243902439,"Yoon-suk Oh","sa3012464",
"Chang-jin Lee 이창진","Tigers (KBO)",30,105,249,293,52,40,8,1,3,35,33,36,0,54,1,3,4,9,5,0,0.208835341,"Chang-jin Lee","sa3012466",
"Han-wool Kang 강한울","Lions (KBO)",29,125,224,259,58,53,5,0,0,25,27,29,0,58,0,3,3,5,2,2,0.258928571,"Han-wool Kang","sa3012471",
"Chan-ho Park 박찬호","Tigers (KBO)",26,131,418,483,103,82,15,5,1,51,59,54,0,73,0,3,8,11,9,4,0.246411483,"Chan-ho Park","sa3012474",
"Jun-tae Park 박준태","Heroes (KBO)",29,27,46,58,9,6,3,0,0,10,4,10,0,16,2,0,0,0,1,0,0.195652173,"Jun-tae Park","sa3012475",
"Si-wan Ji 지시완","Giants (KBO)",27,73,166,187,40,24,9,0,7,23,26,14,0,54,5,0,2,5,0,0,0.240963855,"Si-wan Ji","sa3012477",
"Min-su Kim 김민수","Lions (KBO)",30,47,76,87,20,12,5,0,3,9,13,6,0,13,1,2,2,2,0,1,0.263157894,"Min-su Kim","sa3012485",
"Yong-ho Cho 조용호","Wiz (KBO)",31,139,431,519,101,86,14,1,0,71,48,75,0,85,3,5,5,8,12,9,0.234338747,"Yong-ho Cho","sa3012491",
"Min-kook Kang 강민국","Wiz (KBO)",29,18,45,50,11,9,2,0,0,2,4,3,0,6,0,0,2,1,0,0,0.244444444,"Min-kook Kang","sa3012495",
"Wang-yeol Park 박대온","Dinos (KBO)",25,42,85,95,18,17,1,0,0,4,5,4,0,21,0,2,4,0,0,0,0.211764705,"Wang-yeol Park","sa3012497",
"Tae-jin Kim 김태진","Tigers (KBO)",25,99,381,414,105,87,12,5,1,43,36,23,1,64,0,4,6,7,8,5,0.275590551,"Tae-jin Kim","sa3012499",
"Tae-hoon Kim 김태훈","Wiz (KBO)",25,44,87,91,20,14,4,1,1,6,6,2,0,19,1,0,1,1,1,0,0.229885057,"Tae-hoon Kim","sa3012501",
"Jae-seong Kim 김재성","Twins (KBO)",25,58,65,73,9,5,2,1,1,6,3,5,0,13,1,1,1,2,1,0,0.138461538,"Jae-seong Kim","sa3012516",
"Sung-Mun Song 송성문","Heroes (KBO)",24,66,245,274,61,44,10,1,6,30,33,25,0,42,1,1,2,2,0,0,0.248979591,"Sung-Mun Song","sa3012529",
"Jung-heop Huh 허정협","Heroes (KBO)",31,29,45,52,7,7,0,0,0,5,2,7,0,10,0,0,0,1,0,0,0.155555555,"Jung-heop Huh","sa3012533",
"Jeong-yong Choi 최정용","Tigers (KBO)",24,54,52,65,10,9,1,0,0,7,2,9,0,16,0,1,3,1,2,0,0.192307692,"Jeong-yong Choi","sa3012537",
"Jae-yu Kim 김재유","Giants (KBO)",28,87,174,192,50,41,8,0,1,27,18,10,0,36,4,0,4,1,7,0,0.287356321,"Jae-yu Kim","sa3012540",
"Dae-in Hwang 황대인","Tigers (KBO)",25,86,282,308,67,43,10,1,13,30,45,18,0,62,2,5,1,8,0,0,0.237588652,"Dae-in Hwang","sa3012545",
"Ho-ryung Kim 김호령","Tigers (KBO)",29,62,130,154,27,21,2,0,4,16,15,16,0,44,6,0,2,2,4,1,0.207692307,"Ho-ryung Kim","sa3012550",
"Do-yun Lee 이도윤","Eagles (KBO)",24,56,63,68,11,11,0,0,0,5,2,4,0,18,0,0,1,1,1,2,0.174603174,"Do-yun Lee","sa3012554",
"Hyun-seok Lee 이현석","Landers (KBO)",29,39,79,89,21,12,5,0,4,7,19,4,0,29,1,2,3,0,0,0,0.265822784,"Hyun-seok Lee","sa3012560",
"Woong-bin Kim 김웅빈","Heroes (KBO)",25,97,232,279,56,36,13,1,6,24,35,34,2,73,9,2,2,1,1,1,0.24137931,"Woong-bin Kim","sa3012561",
"Chang-ki Hong 홍창기","Twins (KBO)",27,144,524,651,172,140,26,2,4,103,52,109,4,95,16,2,0,6,23,8,0.328244274,"Chang-ki Hong","sa3012570",
"Soo-haeng Jo 조수행","Bears (KBO)",27,115,84,104,24,20,2,1,1,34,8,16,0,26,3,0,1,1,21,4,0.285714285,"Soo-haeng Jo","sa3012578",
"Won-jun Choi 최원준","Tigers (KBO)",24,143,589,668,174,143,21,6,4,82,44,61,0,68,11,3,4,7,40,11,0.295415959,"Won-jun Choi","sa3012595",
"Dong-hun Lee 이동훈","Eagles (KBO)",24,33,53,62,10,9,1,0,0,8,2,3,0,12,2,0,4,2,2,2,0.188679245,"Dong-hun Lee","sa3012602",
"Tae-yean Kim 김태연","Eagles (KBO)",24,53,176,220,53,38,12,0,3,29,34,34,0,44,5,5,0,4,5,4,0.301136363,"Tae-yean Kim","sa3012603",
"Chan-hyung Kim 김찬형","- - -",23,88,132,161,30,21,7,0,2,20,7,16,0,32,4,0,9,1,0,0,0.227272727,"Chan-hyung Kim","sa3012617",
"Jun-young Park 박준영","Dinos (KBO)",23,111,273,315,57,40,7,2,8,37,31,27,0,92,10,2,3,9,4,3,0.208791208,"Jun-young Park","sa3012619",
"Tae-hun Do 도태훈","Dinos (KBO)",28,77,66,76,12,10,1,0,1,10,9,6,0,14,4,0,0,3,1,0,0.181818181,"Tae-hun Do","sa3012620",
"Min-su Kim 김민수","Giants (KBO)",23,82,199,224,48,33,11,1,3,19,25,18,0,62,3,1,3,4,0,1,0.24120603,"Min-su Kim","sa3012647",
"Jeong-hun Lee 이정훈","Tigers (KBO)",26,41,129,151,32,24,6,0,2,14,14,19,0,33,3,0,0,3,0,0,0.248062015,"Jeong-hun Lee","sa3012655",
"Seong-han Park 박성한","Landers (KBO)",23,135,407,471,123,97,21,1,4,53,44,49,0,73,1,2,12,1,12,5,0.302211302,"Seong-han Park","sa3012661",
"Baek-ho Kang 강백호","Wiz (KBO)",21,143,520,631,180,123,40,1,16,75,103,103,10,86,0,8,0,7,10,5,0.346153846,"Baek-ho Kang","sa3012665",
"Sung-ju Moon 문성주","Twins (KBO)",24,31,79,89,18,16,1,0,1,11,10,7,0,15,2,1,0,1,1,1,0.227848101,"Sung-ju Moon","sa3012668",
"Jin-won Ye 예진원","Heroes (KBO)",22,52,114,132,18,10,6,1,1,16,8,12,0,28,2,1,3,2,0,1,0.157894736,"Jin-won Ye","sa3012677",
"Jae-hyun Choo 추재현","Giants (KBO)",22,96,262,300,66,46,15,0,5,37,26,26,0,57,7,0,5,3,4,3,0.251908396,"Jae-hyun Choo","sa3012679",
"Dong-hui Han 한동희","Giants (KBO)",22,129,424,496,113,72,24,0,17,54,69,61,1,95,6,4,1,21,0,1,0.266509433,"Dong-hui Han","sa3012686",
"Won-seok Lee 이원석","Eagles (KBO)",22,42,111,126,19,17,0,1,1,11,9,7,0,41,2,2,4,1,3,2,0.171171171,"Won-seok Lee","sa3012693",
"Eun-won Jung 정은원","Eagles (KBO)",21,139,495,608,140,107,22,5,6,85,39,105,1,105,1,3,4,9,19,11,0.282828282,"Eun-won Jung","sa3012695",
"Seung-kyu Park 박승규","Lions (KBO)",20,60,66,78,12,8,1,0,3,13,5,9,0,9,2,0,1,4,1,1,0.181818181,"Seung-kyu Park","sa3012721",
"Yong-su Shin 신용수","Giants (KBO)",25,71,119,136,31,23,5,2,1,23,6,11,0,20,3,1,2,2,3,1,0.260504201,"Yong-su Shin","sa3012724",
"Si-hwan Roh 노시환","Eagles (KBO)",20,107,380,458,103,66,18,1,18,56,84,73,9,107,1,4,0,15,5,1,0.271052631,"Si-hwan Roh","sa3012734",
"Jang-hyeok Yoo 유장혁","Eagles (KBO)",21,34,98,112,14,8,5,0,1,11,7,8,0,39,2,2,2,2,2,1,0.142857142,"Jang-hyeok Yoo","sa3012737",
"Kang-min Kim 김강민","Landers (KBO)",38,123,223,260,53,33,11,1,8,43,27,25,1,52,6,3,3,3,3,3,0.237668161,"Kang-min Kim","sa3012834",
"Hyoung-woo Choi 최형우","Tigers (KBO)",37,104,373,446,87,59,15,1,12,52,55,67,10,67,4,2,0,9,0,0,0.233243967,"Hyoung-woo Choi","sa3012871",
"Kyung-su Park 박경수","Wiz (KBO)",37,119,242,283,46,27,10,0,9,24,33,34,2,78,3,0,4,7,0,1,0.190082644,"Kyung-su Park","sa3012911",
"Sung-yul Lee 이성열","Eagles (KBO)",36,46,119,140,25,15,8,0,2,15,20,18,0,36,1,2,0,2,1,0,0.210084033,"Sung-yul Lee","sa3012912",
"Han-joon Yoo 유한준","Wiz (KBO)",39,105,286,341,87,66,16,0,5,30,42,44,5,36,7,4,0,12,1,0,0.304195804,"Han-joon Yoo","sa3012986",
"Eui-yoon Jung 정의윤","Landers (KBO)",34,62,165,178,38,29,2,0,7,21,24,11,1,37,0,2,0,5,0,0,0.23030303,"Eui-yoon Jung","sa3013035",
"Jae-il Oh 오재일","Lions (KBO)",34,121,422,488,120,75,20,0,25,64,97,58,8,107,0,8,0,5,1,0,0.284360189,"Jae-il Oh","sa3013047",
"Won-seok Lee 이원석","- - -",34,133,405,487,93,64,20,0,9,41,59,61,2,84,11,8,2,11,2,0,0.229629629,"Won-seok Lee","sa3013066",
"Joo-hwan Choi 최주환","Landers (KBO)",33,116,406,470,104,70,16,0,18,50,67,53,4,84,9,2,0,7,2,1,0.256157635,"Joo-hwan Choi","sa3013103",
"Sung-hyun Kim 김성현","Landers (KBO)",34,110,237,274,67,45,16,0,6,27,37,29,0,29,0,4,4,8,5,1,0.282700421,"Sung-hyun Kim","sa3013146",
"Jae-won Lee 이재원","Landers (KBO)",33,107,271,313,76,60,13,0,3,29,30,29,4,47,5,2,6,14,0,2,0.280442804,"Jae-won Lee","sa3013147",
"Myung-ki Lee 이명기","Dinos (KBO)",33,56,191,232,56,42,12,0,2,30,14,37,0,27,1,0,3,2,6,3,0.293193717,"Myung-ki Lee","sa3013150",
"Do-hwan Hur 허도환","Wiz (KBO)",36,62,105,125,29,21,6,0,2,8,21,8,0,28,2,0,10,3,0,0,0.276190476,"Do-hwan Hur","sa3013160",
"Min-sung Kim 김민성","Twins (KBO)",32,121,360,426,80,50,22,0,8,35,39,42,2,73,8,5,11,7,3,3,0.222222222,"Min-sung Kim","sa3013175",
"Hyung-jong Lee 이형종","Twins (KBO)",32,90,239,281,52,31,11,0,10,32,34,34,1,65,7,0,1,10,3,0,0.217573221,"Hyung-jong Lee","sa3013195",
"Jae-hwan Kim 김재환","Bears (KBO)",32,137,475,566,130,78,23,2,27,86,102,81,3,127,5,5,0,8,2,3,0.27368421,"Jae-hwan Kim","sa3013200",
"Jae-hoon Choi 최재훈","Eagles (KBO)",31,116,375,467,103,75,21,0,7,52,44,72,2,68,12,3,5,16,3,2,0.274666666,"Jae-hoon Choi","sa3013205",
"Min-su Jun 전민수","Dinos (KBO)",32,71,98,109,25,19,3,0,3,12,16,11,1,23,0,0,0,2,0,0,0.25510204,"Min-su Jun","sa3013208",
"Sung-woo Jang 장성우","Wiz (KBO)",31,128,388,463,89,62,13,0,14,46,63,60,3,70,3,3,9,15,1,2,0.229381443,"Sung-woo Jang","sa3013216",
"Sun-bin Kim 김선빈","Tigers (KBO)",31,130,501,564,154,117,32,0,5,55,67,56,2,39,1,5,1,19,0,0,0.307385229,"Sun-bin Kim","sa3013220",
"Ji-wan Na 나지완","Tigers (KBO)",36,31,81,102,13,12,1,0,0,3,7,14,0,29,6,1,0,3,0,0,0.160493827,"Ji-wan Na","sa3013222",
"Yong-hwan Baik 백용환","- - -",32,39,86,102,12,7,1,0,4,10,4,11,0,26,3,0,2,4,0,0,0.139534883,"Yong-hwan Baik","sa3013223",
"Ji-hwan Oh 오지환","Twins (KBO)",31,134,464,532,118,89,19,2,8,62,57,54,0,82,5,5,4,11,12,6,0.254310344,"Ji-hwan Oh","sa3013245",
