Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Joon-Suk Choi 최준석","Dinos (KBO)",35,93,153,179,39,32,3,0,4,7,24,24,0,41,0,2,0,6,0,0,0.25490196,"Joon-Suk Choi","sa3011965",
"Taekyun Kim 김태균","Eagles (KBO)",36,73,254,271,80,59,11,0,10,25,34,13,1,56,4,0,0,7,0,1,0.314960629,"Taekyun Kim","sa3011978",
"Yong Taik Park 박용택","Twins (KBO)",39,134,524,583,159,105,38,1,15,89,76,47,0,107,5,7,0,21,3,3,0.303435114,"Yong Taik Park","sa3011983",
"Kyu-Hyun Moon 문규현","Giants (KBO)",34,122,316,349,87,61,19,1,6,42,41,18,0,45,0,6,9,9,3,1,0.275316455,"Kyu-Hyun Moon","sa3011990",
"Sihyun Son 손시헌","Dinos (KBO)",37,67,128,150,24,18,4,0,2,12,14,15,0,20,5,1,1,3,2,0,0.1875,"Sihyun Son","sa3012001",
"Jong Wook Lee 이종욱","Dinos (KBO)",38,43,122,128,28,20,7,0,1,12,8,4,0,16,0,1,1,2,1,1,0.229508196,"Jong Wook Lee","sa3012004",
"Taek-Keun Lee 이택근","Heroes (KBO)",37,104,308,356,95,65,25,1,4,40,52,32,0,44,9,4,3,14,1,0,0.308441558,"Taek-Keun Lee","sa3012005",
"Yongkyu Lee 이용규","Eagles (KBO)",32,134,491,575,144,128,14,1,1,82,36,59,0,62,12,5,8,8,30,11,0.293279022,"Yongkyu Lee","sa3012015",
"Jaeho Kim 김재호","Bears (KBO)",33,131,402,467,125,89,20,0,16,78,75,52,1,77,4,6,3,12,6,2,0.310945273,"Jaeho Kim","sa3012016",
"Sok Min Park 박석민","Dinos (KBO)",33,103,318,375,81,50,14,1,16,40,55,39,4,80,15,3,0,11,1,0,0.254716981,"Sok Min Park","sa3012020",
"Minho Kang 강민호","Lions (KBO)",32,129,427,477,115,79,14,0,22,46,71,29,5,96,14,7,0,11,0,0,0.269320843,"Minho Kang","sa3012023",
"Jeong Choi 최정","Wyverns (KBO)",31,115,406,489,99,47,16,1,35,95,74,58,2,129,23,2,0,10,9,2,0.243842364,"Jeong Choi","sa3012034",
"Euiji Yang 양의지","Bears (KBO)",31,133,439,503,157,104,29,1,23,84,77,45,6,40,13,6,0,13,6,0,0.357630979,"Euiji Yang","sa3012037",
"Byung-hun Min 민병헌","Giants (KBO)",31,118,443,494,141,103,21,0,17,74,66,35,3,68,8,6,2,10,8,3,0.318284424,"Byung-hun Min","sa3012038",
"Jaewon Oh 오재원","Bears (KBO)",33,132,473,521,148,108,24,1,15,78,81,41,0,119,2,2,3,13,15,6,0.312896405,"Jaewon Oh","sa3012047",
"Ah-seop Son 손아섭","Giants (KBO)",30,141,553,625,182,119,32,5,26,109,93,68,1,99,2,1,1,15,20,3,0.329113924,"Ah-seop Son","sa3012050",
"Geonchang Seo 서건창","Heroes (KBO)",28,37,141,160,48,36,12,0,0,28,15,12,0,19,3,2,2,1,2,0,0.340425531,"Geonchang Seo","sa3012058",
"Junwoo Jeon 전준우","Giants (KBO)",32,144,556,614,190,119,36,2,33,118,90,48,1,82,7,2,1,12,7,7,0.341726618,"Junwoo Jeon","sa3012061",
"Kyoung-min Hur 허경민","Bears (KBO)",27,133,516,577,167,122,30,5,10,85,79,32,0,52,16,8,5,15,20,4,0.32364341,"Kyoung-min Hur","sa3012064",
"Sang-soo Kim 김상수","Lions (KBO)",28,122,453,499,119,95,13,1,10,63,50,27,0,91,8,3,8,11,12,9,0.262693156,"Sang-soo Kim","sa3012065",
"Jin Young Lee 이진영","Wiz (KBO)",38,110,283,312,90,69,17,1,3,40,39,25,1,35,0,3,1,3,2,1,0.318021201,"Jin Young Lee","sa3012113",
"Jin-woo Baek 백진우","Eagles (KBO)",30,70,152,169,37,18,15,1,3,21,18,12,0,36,4,1,0,5,0,0,0.243421052,"Jin-woo Baek","sa3012162",
"Hae-chang Lee 이해창","Wiz (KBO)",31,83,162,174,35,23,4,0,8,19,24,8,0,49,3,0,1,3,0,3,0.216049382,"Hae-chang Lee","sa3012183",
"Hoon Jung 정훈","Giants (KBO)",30,91,174,194,53,35,10,1,7,33,26,16,1,39,1,3,0,4,4,2,0.304597701,"Hoon Jung","sa3012191",
"Tae-gon Oh 오태곤","Wiz (KBO)",26,128,342,374,87,56,17,2,12,55,39,24,0,92,4,1,3,7,13,8,0.254385964,"Tae-gon Oh","sa3012193",
"Sang-ho Lee 이상호","Dinos (KBO)",29,114,187,204,47,45,2,0,0,32,8,8,0,15,2,0,7,8,13,5,0.251336898,"Sang-ho Lee","sa3012195",
"Jae-ho Hong 홍재호","Tigers (KBO)",31,56,76,87,20,13,6,0,1,16,9,8,0,12,0,0,3,2,0,0,0.263157894,"Jae-ho Hong","sa3012196",
"Kang-nam Yoo 유강남","Twins (KBO)",25,132,425,465,126,74,33,0,19,53,66,28,1,80,9,1,2,21,0,0,0.296470588,"Kang-nam Yoo","sa3012221",
"Chun-woong Lee 이천웅","Twins (KBO)",29,112,359,405,122,95,22,3,2,61,39,39,2,48,3,2,2,11,10,10,0.339832869,"Chun-woong Lee","sa3012228",
"Young-jin Choi 최영진","Lions (KBO)",30,61,126,140,37,26,7,0,4,13,18,10,0,30,0,2,2,6,2,4,0.293650793,"Young-jin Choi","sa3012230",
"Dong-han Kim 김동한","Giants (KBO)",30,55,83,96,16,13,1,0,2,11,9,9,0,18,0,2,2,1,3,1,0.192771084,"Dong-han Kim","sa3012231",
"Jin-ho Jung 정진호","Bears (KBO)",29,111,269,299,81,66,12,1,2,53,37,19,0,44,1,1,9,8,8,1,0.301115241,"Jin-ho Jung","sa3012232",
"Jong-wook Ko 고종욱","Heroes (KBO)",29,102,330,351,92,64,22,0,6,47,54,15,1,96,1,4,1,2,17,4,0.278787878,"Jong-wook Ko","sa3012243",
"Min-ha Kim 김민하","Eagles (KBO)",29,59,97,108,21,14,4,0,3,13,17,5,0,30,3,1,2,6,5,5,0.216494845,"Min-ha Kim","sa3012256",
"Sa-hoon Kim 김사훈","Giants (KBO)",31,56,74,79,17,14,3,0,0,7,6,1,0,22,1,0,3,0,0,0,0.229729729,"Sa-hoon Kim","sa3012260",
"Kyung-hak Kang 강경학","Eagles (KBO)",25,77,245,289,68,51,11,1,5,42,27,38,0,59,4,1,1,7,6,3,0.27755102,"Kyung-hak Kang","sa3012267",
"Jun-hyeok Oh 오준혁","Wiz (KBO)",26,30,44,50,6,6,0,0,0,6,2,3,0,11,1,1,1,1,1,1,0.136363636,"Jun-hyeok Oh","sa3012271",
"Jin-gi Jeong 정진기","Wyverns (KBO)",25,96,201,212,49,37,8,1,3,33,17,6,0,45,2,0,3,2,11,3,0.243781094,"Jin-gi Jeong","sa3012275",
"Won-jai Lee 이원재","Dinos (KBO)",29,77,138,150,42,27,10,0,5,12,19,10,0,33,0,2,0,3,0,2,0.304347826,"Won-jai Lee","sa3012283",
"Sang-woo Seo 서상우","Twins (KBO)",28,51,69,84,20,18,0,0,2,10,14,12,0,18,1,2,0,1,0,1,0.289855072,"Sang-woo Seo","sa3012287",
"Ji-hyuk Ryu 류지혁","Bears (KBO)",24,128,228,280,61,53,7,0,1,52,29,29,0,43,10,2,11,3,7,2,0.267543859,"Ji-hyuk Ryu","sa3012288",
"Sei-hyok Park 박세혁","Bears (KBO)",28,89,170,194,48,33,12,0,3,37,22,16,0,55,4,1,3,0,5,0,0.282352941,"Sei-hyok Park","sa3012290",
"Min-sang Yoo 유민상","Tigers (KBO)",29,31,48,58,13,7,2,1,3,9,14,8,0,14,0,2,0,3,0,0,0.270833333,"Min-sang Yoo","sa3012292",
"Jae-hyun Kim 김재현","Heroes (KBO)",25,116,202,234,46,36,7,0,3,22,18,12,0,58,8,3,9,2,0,0,0.227722772,"Jae-hyun Kim","sa3012294",
"Kyu-min Kim 김규민","Heroes (KBO)",25,104,298,336,88,74,9,2,3,47,40,27,0,89,6,4,1,3,8,4,0.295302013,"Kyu-min Kim","sa3012297",
"Ja-wook Koo 구자욱","Lions (KBO)",25,116,478,529,159,108,26,5,20,100,84,43,2,110,5,2,1,4,10,0,0.332635983,"Ja-wook Koo","sa3012300",
"Chan-do Park 박찬도","Lions (KBO)",29,54,73,82,17,12,4,1,0,13,5,8,0,28,0,0,1,0,3,3,0.232876712,"Chan-do Park","sa3012303",
"Hae-min Park 박해민","Lions (KBO)",28,144,576,649,172,123,30,10,9,114,68,56,0,99,3,6,8,9,36,10,0.298611111,"Hae-min Park","sa3012304",
"Soo-kang Yoon 윤수강","Dinos (KBO)",28,44,73,79,14,7,6,0,1,8,8,5,0,21,0,0,1,1,0,0,0.191780821,"Soo-kang Yoon","sa3012309",
"Ju-suk Ha 하주석","Eagles (KBO)",24,141,484,517,123,91,20,3,9,67,52,28,0,130,4,0,1,7,14,12,0.254132231,"Ju-suk Ha","sa3012320",
"Sung-woo Yang 양성우","Eagles (KBO)",29,73,209,236,53,42,9,0,2,32,13,22,2,32,4,1,0,8,1,1,0.253588516,"Sung-woo Yang","sa3012326",
"Seung-wook Park 박승욱","Wyverns (KBO)",25,51,65,79,20,17,3,0,0,11,9,10,0,16,2,0,2,1,4,1,0.307692307,"Seung-wook Park","sa3012327",
"Min-sik Kim 김민식","Tigers (KBO)",29,125,310,365,76,58,9,3,6,53,37,39,0,63,3,2,11,8,5,2,0.24516129,"Min-sik Kim","sa3012328",
"Hang Choi 최항","Wyverns (KBO)",24,98,222,257,65,45,12,1,7,38,35,25,0,57,8,0,2,1,2,2,0.292792792,"Hang Choi","sa3012332",
"Jung-min Choi 최정민","Tigers (KBO)",29,57,83,95,21,17,2,0,2,17,6,7,0,20,1,0,4,2,1,3,0.253012048,"Jung-min Choi","sa3012334",
"Yoo-seom Han 한유섬","Wyverns (KBO)",28,136,486,562,138,66,31,0,41,97,115,52,3,124,16,8,0,10,4,2,0.283950617,"Yoo-seom Han","sa3012336",
"Min-woo Park 박민우","Dinos (KBO)",25,115,411,460,133,101,22,5,5,68,33,32,3,51,10,4,3,4,17,5,0.323600973,"Min-woo Park","sa3012337",
"Yun-ho Hwang 황윤호","Tigers (KBO)",24,82,57,62,9,8,1,0,0,11,4,0,0,6,3,0,2,2,2,2,0.157894736,"Yun-ho Hwang","sa3012338",
"Jin-sung Kang 강진성","Dinos (KBO)",24,45,68,75,16,13,3,0,0,5,1,4,0,17,0,1,2,3,0,0,0.235294117,"Jin-sung Kang","sa3012344",
"Jin-hyuk No 노진혁","Dinos (KBO)",28,125,420,458,119,83,21,4,11,52,42,33,0,92,2,2,1,8,4,3,0.283333333,"Jin-hyuk No","sa3012348",
"Seong-uk Kim 김성욱","Dinos (KBO)",25,111,323,358,84,56,13,2,13,49,45,29,0,64,1,3,2,10,11,2,0.260061919,"Seong-uk Kim","sa3012349",
"Sung-bum Na 나성범","Dinos (KBO)",28,144,556,620,177,115,36,3,23,110,91,44,4,131,15,5,0,11,15,2,0.318345323,"Sung-bum Na","sa3012352",
"Seung-ho Kang 강승호","Wyverns (KBO)",24,69,184,212,47,34,10,0,3,14,31,18,0,57,3,1,6,2,1,1,0.255434782,"Seung-ho Kang","sa3012361",
"In-tae Kim 김인태","Bears (KBO)",23,46,95,109,25,17,7,0,1,16,10,12,0,26,0,1,1,0,0,0,0.263157894,"In-tae Kim","sa3012367",
"Woo-sung Lee 이우성","Dinos (KBO)",23,71,177,199,40,27,9,0,4,24,24,16,0,57,4,1,1,6,1,2,0.2259887,"Woo-sung Lee","sa3012368",
"Hyun Jung 정현","Wiz (KBO)",24,65,117,132,31,22,7,0,2,16,9,9,0,28,0,0,6,3,3,0,0.264957264,"Hyun Jung","sa3012377",
"Hong-seok Cho 조홍석","Giants (KBO)",28,39,62,71,14,13,1,0,0,14,1,6,0,13,2,0,1,2,0,2,0.225806451,"Hong-seok Cho","sa3012383",
"Soo-kwang Ro 노수광","Wyverns (KBO)",27,135,515,588,161,124,21,8,8,93,53,48,0,86,13,3,9,3,25,4,0.312621359,"Soo-kwang Ro","sa3012395",
"Seung-taek Han 한승택","Tigers (KBO)",24,61,89,101,22,13,6,0,3,10,15,7,0,24,2,0,3,4,0,0,0.247191011,"Seung-taek Han","sa3012396",
"Hui-dong Kwon 권희동","Dinos (KBO)",27,104,343,391,97,69,19,1,8,43,57,35,2,58,4,4,5,5,1,3,0.282798833,"Hui-dong Kwon","sa3012415",
"Woo-jun Shim 심우준","Wiz (KBO)",23,135,367,403,95,65,23,3,4,49,29,20,1,58,4,1,11,4,11,11,0.258855585,"Woo-jun Shim","sa3012420",
"Joong-yeol Ahn 안중열","Giants (KBO)",22,60,154,176,38,23,11,0,4,19,18,12,0,56,3,0,7,4,0,0,0.246753246,"Joong-yeol Ahn","sa3012428",
"Suk-hwan Yang 양석환","Twins (KBO)",26,140,483,519,127,78,27,0,22,53,82,24,0,81,6,5,1,9,2,2,0.262939958,"Suk-hwan Yang","sa3012438",
"Byeong-wuk Lim 임병욱","Heroes (KBO)",22,134,423,447,124,79,29,3,13,76,60,22,1,119,0,2,0,6,16,3,0.293144208,"Byeong-wuk Lim","sa3012450",
"Han-wool Kang 강한울","Lions (KBO)",26,83,193,209,50,43,5,2,0,20,8,12,0,34,1,0,3,1,3,4,0.259067357,"Han-wool Kang","sa3012471",
"Jun-tae Park 박준태","Tigers (KBO)",26,85,123,150,28,17,5,1,5,32,24,13,0,37,9,0,5,1,0,2,0.227642276,"Jun-tae Park","sa3012475",
"Si-wan Ji 지시완","Eagles (KBO)",24,99,207,224,57,43,7,0,7,22,29,12,0,55,2,1,2,6,1,0,0.275362318,"Si-wan Ji","sa3012477",
"Ik-hoon Ahn 안익훈","Twins (KBO)",22,62,123,135,27,23,4,0,0,13,10,8,0,12,1,1,2,4,0,1,0.219512195,"Ik-hoon Ahn","sa3012513",
"Ji-kyu Park 박지규","Twins (KBO)",26,26,47,53,8,5,2,0,1,6,5,3,0,17,0,1,2,2,2,0,0.170212765,"Ji-kyu Park","sa3012517",
"Min-hyeok Kim 김민혁","Bears (KBO)",22,22,53,58,12,8,2,0,2,7,10,5,0,19,0,0,0,3,0,0,0.226415094,"Min-hyeok Kim","sa3012522",
"Sung-Mun Song 송성문","Heroes (KBO)",21,78,211,238,66,40,19,0,7,35,45,24,0,49,0,1,2,2,2,4,0.312796208,"Sung-Mun Song","sa3012529",
"Soo-haeng Jo 조수행","Bears (KBO)",24,119,183,198,51,40,6,4,1,35,17,9,0,33,0,1,5,4,9,0,0.278688524,"Soo-haeng Jo","sa3012578",
"Hyo-sang Joo 주효상","Heroes (KBO)",20,80,110,126,24,20,3,0,1,9,12,10,0,36,2,0,4,2,1,2,0.218181818,"Hyo-sang Joo","sa3012583",
"Soung-hun Kim 김성훈","Lions (KBO)",24,110,185,212,45,33,9,3,0,24,24,16,0,23,6,2,3,2,12,6,0.243243243,"Soung-hun Kim","sa3012590",
"Won-jun Choi 최원준","Tigers (KBO)",21,101,302,331,82,63,14,1,4,46,32,20,0,58,4,1,4,4,10,4,0.271523178,"Won-jun Choi","sa3012595",
"Seung-hyun Ryu 류승현","Tigers (KBO)",20,35,75,85,23,18,3,1,1,9,13,7,0,12,1,1,1,2,0,0,0.306666666,"Seung-hyun Ryu","sa3012597",
"Dong-hun Lee 이동훈","Eagles (KBO)",21,28,46,50,11,9,1,0,1,6,2,3,0,8,1,0,0,1,0,1,0.239130434,"Dong-hun Lee","sa3012602",
"Chan-hyung Kim 김찬형","Dinos (KBO)",20,63,142,160,33,27,5,0,1,24,9,8,0,28,8,1,1,1,4,1,0.232394366,"Chan-hyung Kim","sa3012617",
"Jong-deok Na 나종덕","Giants (KBO)",20,106,177,203,22,17,3,0,2,15,11,12,0,85,5,0,9,2,0,0,0.124293785,"Jong-deok Na","sa3012648",
"Seong-han Park 박성한","Wyverns (KBO)",20,42,52,59,7,6,1,0,0,3,2,7,0,16,0,0,0,0,0,0,0.134615384,"Seong-han Park","sa3012661",
"Baek-ho Kang 강백호","Wiz (KBO)",18,138,527,585,153,90,32,2,29,108,84,52,0,124,3,3,0,4,3,5,0.29032258,"Baek-ho Kang","sa3012665",
"Dong-hui Han 한동희","Giants (KBO)",19,87,211,226,49,31,13,1,4,24,25,12,0,58,2,1,0,7,0,1,0.232227488,"Dong-hui Han","sa3012686",
"Eun-won Jung 정은원","Eagles (KBO)",18,98,201,227,50,38,5,3,4,33,20,22,0,50,1,1,2,0,5,1,0.248756218,"Eun-won Jung","sa3012695",
"Hyung-jun Kim 김형준","Dinos (KBO)",18,60,81,89,13,12,1,0,0,6,2,7,0,32,1,0,0,3,0,0,0.160493827,"Hyung-jun Kim","sa3012705",
"Joo-chan Kim 김주찬","Tigers (KBO)",37,121,429,471,146,105,23,0,18,71,93,23,5,57,7,10,2,15,8,1,0.34032634,"Joo-chan Kim","sa3012763",
"Sung-woo Lee 이성우","Wyverns (KBO)",36,88,120,134,29,24,5,0,0,10,5,8,0,16,1,1,4,4,1,0,0.241666666,"Sung-woo Lee","sa3012790",
"Han-yi Park 박한이","Lions (KBO)",39,114,342,392,97,71,16,0,10,47,43,43,2,91,0,1,6,9,5,3,0.28362573,"Han-yi Park","sa3012800",
"Kang-min Kim 김강민","Wyverns (KBO)",35,80,235,267,70,42,14,0,14,40,46,22,0,57,5,0,5,1,10,6,0.29787234,"Kang-min Kim","sa3012834",
"Sang-ho Chung 정상호","Twins (KBO)",35,70,112,128,25,20,4,0,1,11,9,8,0,35,5,0,3,3,0,1,0.223214285,"Sang-ho Chung","sa3012835",
"Hyoung-woo Choi 최형우","Tigers (KBO)",34,143,528,609,179,119,34,1,25,92,103,66,7,87,7,8,0,17,3,0,0.339015151,"Hyoung-woo Choi","sa3012871",
"Joo-in Son 손주인","Lions (KBO)",34,98,265,297,63,49,10,0,4,26,28,11,0,40,7,4,10,11,3,0,0.237735849,"Joo-in Son","sa3012876",
"Dong-chan Cho 조동찬","Lions (KBO)",34,28,54,59,12,10,1,0,1,5,2,4,0,14,0,0,1,2,0,0,0.222222222,"Dong-chan Cho","sa3012880",
"Kyung-su Park 박경수","Wiz (KBO)",34,135,458,528,120,74,21,0,25,65,74,58,2,129,9,3,0,16,4,1,0.262008733,"Kyung-su Park","sa3012911",
"Sung-yul Lee 이성열","Eagles (KBO)",33,131,485,528,143,87,21,1,34,76,102,35,3,143,5,2,1,9,9,7,0.29484536,"Sung-yul Lee","sa3012912",
"Ju-hwan Na 나주환","Wyverns (KBO)",34,119,362,420,95,59,24,0,12,54,56,38,0,66,5,2,13,2,5,6,0.262430939,"Ju-hwan Na","sa3012917",
"Seok-hoon Chi 지석훈","Dinos (KBO)",34,67,94,105,17,14,2,0,1,9,8,8,0,20,0,3,0,2,1,0,0.180851063,"Seok-hoon Chi","sa3012927",
"Dong-wook Seo 서동욱","Tigers (KBO)",34,32,49,56,10,7,3,0,0,3,2,5,0,15,1,1,0,1,0,0,0.204081632,"Dong-wook Seo","sa3012946",
"Suk-min Yoon 윤석민","Wiz (KBO)",32,132,460,509,127,86,22,0,19,58,60,40,2,69,4,3,2,17,4,1,0.276086956,"Suk-min Yoon","sa3012975",
"Han-joon Yoo 유한준","Wiz (KBO)",36,121,428,480,145,103,21,1,20,59,83,47,3,53,2,1,2,9,1,1,0.338785046,"Han-joon Yoo","sa3012986",
"Jin-hang Choi 최진행","Eagles (KBO)",32,57,136,154,29,19,3,0,7,14,13,15,0,53,3,0,0,5,0,1,0.213235294,"Jin-hang Choi","sa3013016",
"Hoon Lim 임훈","Twins (KBO)",32,54,83,88,19,14,3,0,2,10,7,3,0,15,0,0,2,3,0,0,0.228915662,"Hoon Lim","sa3013024",
"Eui-yoon Jung 정의윤","Wyverns (KBO)",31,73,217,239,59,39,9,0,11,27,38,19,1,29,2,1,0,8,1,1,0.2718894,"Eui-yoon Jung","sa3013035",
"Jae-il Oh 오재일","Bears (KBO)",31,123,401,477,112,64,19,2,27,69,80,60,2,121,6,10,0,3,1,1,0.279301745,"Jae-il Oh","sa3013047",
"Won-seok Lee 이원석","Lions (KBO)",31,128,479,543,144,93,30,1,20,74,93,52,1,103,7,5,0,10,2,1,0.300626304,"Won-seok Lee","sa3013066",
"Keun-woo Jeong 정근우","Eagles (KBO)",35,102,375,425,114,78,24,1,11,63,57,39,1,43,7,3,1,12,6,5,0.304,"Keun-woo Jeong","sa3013085",
"Byung-kyu Lee 이병규","Giants (KBO)",34,103,198,257,54,32,11,1,10,31,39,50,1,58,7,2,0,5,0,0,0.272727272,"Byung-kyu Lee","sa3013092",
"Seung-jun Choi 최승준","Wyverns (KBO)",30,27,72,79,18,11,3,0,4,5,11,6,0,25,1,0,0,3,0,0,0.25,"Seung-jun Choi","sa3013096",
"Joo-hwan Choi 최주환","Bears (KBO)",30,138,519,590,173,102,39,6,26,87,108,51,1,89,10,10,0,5,1,0,0.333333333,"Joo-hwan Choi","sa3013103",
"Moon-ho Kim 김문호","Giants (KBO)",31,46,100,115,25,16,7,0,2,12,16,13,1,27,0,0,2,2,1,0,0.25,"Moon-ho Kim","sa3013121",
"Beom-mo Jeong 정범모","Dinos (KBO)",31,103,190,219,34,21,9,0,4,20,18,15,0,62,4,3,7,4,1,0,0.178947368,"Beom-mo Jeong","sa3013136",
"Tae-wan Kim 김태완","Heroes (KBO)",34,29,66,74,13,10,2,0,1,5,5,5,1,25,2,1,0,4,0,0,0.196969696,"Tae-wan Kim","sa3013139",
"Kwang-min Song 송광민","Eagles (KBO)",35,113,434,460,129,87,24,0,18,63,79,18,0,93,4,4,0,13,4,4,0.297235023,"Kwang-min Song","sa3013141",
"Sung-hyun Kim 김성현","Wyverns (KBO)",31,135,415,462,115,91,19,1,4,51,55,29,0,42,9,3,6,19,6,2,0.277108433,"Sung-hyun Kim","sa3013146",
"Jae-won Lee 이재원","Wyverns (KBO)",30,130,407,471,134,93,24,0,17,63,57,43,0,65,12,5,4,13,0,0,0.329238329,"Jae-won Lee","sa3013147",
"Myung-ki Lee 이명기","Tigers (KBO)",30,120,447,502,135,97,28,6,4,88,42,40,3,64,3,1,11,5,12,5,0.302013422,"Myung-ki Lee","sa3013150",
"Jae-hyun Kim 김재현","Wyverns (KBO)",30,53,65,77,18,15,1,1,1,19,5,9,0,17,3,0,0,0,7,1,0.276923076,"Jae-hyun Kim","sa3013153",
"Tae-in Chae 채태인","Giants (KBO)",35,130,376,420,110,77,18,0,15,44,75,34,3,107,5,4,1,10,0,0,0.292553191,"Tae-in Chae","sa3013170",
"Min-sung Kim 김민성","Heroes (KBO)",29,128,413,465,117,83,24,0,10,46,45,40,3,80,6,5,1,6,1,0,0.283292978,"Min-sung Kim","sa3013175",
"Hyung-jong Lee 이형종","Twins (KBO)",29,118,437,485,138,98,27,0,13,83,42,31,0,82,12,0,5,6,6,4,0.315789473,"Hyung-jong Lee","sa3013195",
"Yong-eui Kim 김용의","Twins (KBO)",32,114,159,185,37,35,2,0,0,28,13,16,1,32,0,3,7,1,10,1,0.232704402,"Yong-eui Kim","sa3013199",
"Jae-hwan Kim 김재환","Bears (KBO)",29,139,527,602,176,95,36,1,44,104,133,59,4,134,9,7,0,6,2,0,0.333965844,"Jae-hwan Kim","sa3013200",
"Jae-hoon Choi 최재훈","Eagles (KBO)",28,128,298,341,78,60,17,0,1,36,27,20,0,61,15,2,6,8,8,0,0.261744966,"Jae-hoon Choi","sa3013205",
"Sung-woo Jang 장성우","Wiz (KBO)",28,127,356,393,92,66,13,0,13,41,48,32,0,82,2,2,1,8,1,1,0.258426966,"Sung-woo Jang","sa3013216",
"Sun-bin Kim 김선빈","Tigers (KBO)",28,127,424,492,125,102,17,2,4,73,49,48,1,42,9,5,6,10,4,1,0.29481132,"Sun-bin Kim","sa3013220",
