Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Henry Ramos 라모스","Wiz (KBO)",30,18,72,80,18,13,1,1,3,10,11,4,0,18,2,1,1,2,2,0,0.25,"Henry Ramos","11481",
"Sócrates Brito 소크라테스","Tigers (KBO)",29,127,514,554,160,107,29,7,17,83,77,34,4,81,2,4,0,11,12,6,0.311284046,"Socrates Brito","12944",
"Yasiel Puig 푸이그","Heroes (KBO)",31,126,473,547,131,80,30,0,21,65,73,58,1,100,12,4,0,6,6,3,0.276955602,"Yasiel Puig","14225",
"Anthony Alford 알포드","Wiz (KBO)",27,80,283,323,81,47,19,1,14,48,50,33,3,90,3,4,0,3,5,1,0.286219081,"Anthony Alford","14329",
"ByungHo Park 박병호","Wiz (KBO)",35,124,429,487,118,66,17,0,35,72,98,40,3,131,12,6,0,7,5,3,0.275058275,"ByungHo Park","18497",
"Hyun Soo Kim 김현수","Twins (KBO)",34,141,524,604,150,100,25,2,23,78,106,71,7,62,5,3,0,5,2,1,0.286259541,"Hyun Soo Kim","18718",
"Dae-Ho Lee 이대호","Giants (KBO)",40,142,540,591,179,133,23,0,23,53,101,43,7,56,2,6,0,26,0,0,0.331481481,"Dae-Ho Lee","18722",
"José Miguel Fernández 페르난데스","Bears (KBO)",34,139,508,550,157,123,28,0,6,52,77,35,0,45,2,5,0,34,0,0,0.309055118,"Jose Miguel Fernandez","19254",
"DJ Peters 피터스","Giants (KBO)",26,85,316,354,72,43,16,0,13,32,48,26,1,77,8,4,0,5,7,4,0.227848101,"DJ Peters","19348",
"Jae-Gyun Hwang 황재균","Wiz (KBO)",34,141,519,581,136,98,25,3,10,59,64,53,5,99,5,2,2,17,7,3,0.262042389,"Jae-Gyun Hwang","19369",
"Zach Reks 렉스","Giants (KBO)",28,56,218,251,72,53,10,1,8,32,34,26,2,44,5,2,0,4,3,0,0.330275229,"Zach Reks","19667",
"Shin-Soo Choo 추신수","Landers (KBO)",39,112,409,499,106,69,20,1,16,77,59,71,1,100,13,4,2,6,15,5,0.259168704,"Shin-Soo Choo","3174",
"Jung Hoo Lee 이정후","Heroes (KBO)",23,142,553,627,193,124,36,10,23,85,113,66,12,32,5,3,0,10,5,0,0.349005424,"Jung Hoo Lee","33824",
"Hyeseong Kim 김혜성","Heroes (KBO)",23,129,516,566,164,135,18,7,4,81,48,47,3,83,0,3,0,9,34,7,0.317829457,"Hyeseong Kim","35322",
"José Pirela 피렐라","Lions (KBO)",32,141,561,630,192,127,33,4,28,102,109,55,12,81,12,2,0,20,15,5,0.342245989,"Jose Pirela","5485",
"Hun Gon Kim 김헌곤","Lions (KBO)",33,80,224,239,43,34,8,0,1,18,20,9,0,22,1,3,2,10,3,1,0.191964285,"Hun Gon Kim","sa3011906",
"Bon Ki Shin 신본기","Wiz (KBO)",33,74,121,138,22,18,3,0,1,9,8,10,0,28,2,1,4,5,0,1,0.181818181,"Bon Ki Shin","sa3011910",
"Byeong-woo Jeon 전병우","Heroes (KBO)",29,115,197,231,40,28,7,0,5,14,21,17,0,68,7,1,9,5,0,0,0.203045685,"Byeong-woo Jeon","sa3011926",
"Joo-Hyung Kim 김주형","Heroes (KBO)",26,55,110,130,22,13,7,1,1,16,5,4,0,29,13,1,2,4,1,0,0.2,"Joo-Hyung Kim","sa3011932",
"Yongkyu Lee 이용규","Heroes (KBO)",36,86,271,326,54,48,6,0,0,34,21,45,0,42,7,2,1,7,12,2,0.199261992,"Yongkyu Lee","sa3012015",
"Jaeho Kim 김재호","Bears (KBO)",37,102,223,264,48,40,7,0,1,26,21,28,0,33,2,4,7,5,0,1,0.215246636,"Jaeho Kim","sa3012016",
"Sok Min Park 박석민","Dinos (KBO)",37,16,47,58,7,5,2,0,0,3,2,9,0,8,1,0,1,3,0,0,0.14893617,"Sok Min Park","sa3012020",
"Minho Kang 강민호","Lions (KBO)",36,130,396,444,102,69,19,1,13,38,66,41,4,58,3,3,1,21,0,0,0.257575757,"Minho Kang","sa3012023",
"Jeong Choi 최정","Landers (KBO)",35,121,414,505,110,63,21,0,26,80,87,66,3,96,19,6,0,6,12,5,0.265700483,"Jeong Choi","sa3012034",
"Euiji Yang 양의지","Dinos (KBO)",35,130,427,510,121,77,24,0,20,61,94,60,6,48,13,10,0,16,3,1,0.283372365,"Euiji Yang","sa3012037",
"Ah-seop Son 손아섭","Dinos (KBO)",34,138,548,617,152,115,29,4,4,72,48,59,2,76,3,6,1,9,7,3,0.277372262,"Ah-seop Son","sa3012050",
"Taegun Kim 김태군","Lions (KBO)",32,102,205,235,61,48,11,0,2,20,25,17,0,34,4,3,6,15,1,0,0.297560975,"Taegun Kim","sa3012057",
"Geonchang Seo 서건창","Twins (KBO)",32,77,219,247,49,36,10,1,2,39,18,20,0,44,4,1,3,5,8,3,0.223744292,"Geonchang Seo","sa3012058",
"Junwoo Jeon 전준우","Giants (KBO)",36,120,470,517,143,100,31,1,11,73,68,35,1,73,3,9,0,14,6,3,0.304255319,"Junwoo Jeon","sa3012061",
"Kyoung-min Hur 허경민","Bears (KBO)",31,121,432,493,125,94,23,0,8,59,60,36,3,40,16,7,2,11,10,3,0.289351851,"Kyoung-min Hur","sa3012064",
"Sang-soo Kim 김상수","Lions (KBO)",32,72,235,260,59,46,11,0,2,30,29,18,0,44,1,2,4,6,2,1,0.251063829,"Sang-soo Kim","sa3012065",
"Eung-min Kim 김응민","Dinos (KBO)",30,34,67,75,9,7,1,0,1,7,5,3,0,12,2,1,2,3,0,0,0.134328358,"Eung-min Kim","sa3012175",
