Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Jorge Bonifacio","PHI","AA",28,198,0.258333333,0.351351351,0.23076923,0.2,0.569230769,0.27027027,0.162162162,0.40909091,0.28030303,0.31060606,0.1147541,317,476,793,"12174"
"Brock Stassi","PHI","AA",31,92,0.166666666,1.086956521,0.225806451,0.403225806,0.370967741,0.260869565,0.086956521,0.46774194,0.20967742,0.32258065,0.0410628,185,229,414,"12244"
"Dalton Pompey","LAA","AA",28,109,0.263888888,0.882352941,0.168831168,0.389610389,0.441558441,0.264705882,0.147058823,0.37662338,0.27272727,0.35064935,0.12,167,283,450,"12797"
"Erick Castillo","CHC","AA",28,69,0.266666666,2.363636363,0.195652173,0.565217391,0.239130434,0.454545454,0.09090909,0.43478261,0.17391304,0.39130435,0.08759124,100,174,274,"12990"
"Elier Hernandez","TEX","AA",26,64,0.309523809,1.1875,0.146341463,0.463414634,0.390243902,0.1875,0,0.45238095,0.16666667,0.38095238,0.1124031,77,181,258,"13750"
"Seth Mejias-Brean","BAL","AA",30,56,0.4,0.764705882,0.09090909,0.393939393,0.515151515,0.176470588,0.176470588,0.33333333,0.24242424,0.42424242,0.10245902,89,155,244,"13905"
"Joey Meneses","BOS","AA",29,207,0.319727891,1.06557377,0.187096774,0.419354838,0.393548387,0.196721311,0.163934426,0.52866242,0.23566879,0.23566879,0.0726601,276,536,812,"14366"
"Carlos Tocci","WSN","AA",25,58,0.282608695,3.125,0.282608695,0.54347826,0.173913043,0.25,0,0.43478261,0.10869565,0.45652174,0.09433962,61,151,212,"14558"
"Zack Granite","CHW","AA",28,232,0.272727272,1.163636363,0.184931506,0.438356164,0.376712328,0.272727272,0.09090909,0.4295302,0.23489933,0.33557047,0.07172996,370,578,948,"15343"
"Jamie Westbrook","MIL","AA",26,82,0.293103448,0.814814814,0.155172413,0.379310344,0.465517241,0.222222222,0.037037037,0.44067797,0.15254237,0.40677966,0.08754209,116,181,297,"15504"
"Allen Cordoba","SDP","AA",25,296,0.336538461,1.166666666,0.260663507,0.398104265,0.341232227,0.222222222,0.069444444,0.49765258,0.24882629,0.25352113,0.10251955,428,723,1151,"15722"
"Ryder Jones","ARI","AA",27,253,0.339181286,1.29032258,0.215469613,0.44198895,0.342541436,0.161290322,0.161290322,0.44505495,0.23626374,0.31868132,0.13778706,321,637,958,"15982"
"Brian Navarreto","MIA","AA",26,87,0.159420289,1.214285714,0.138888888,0.472222222,0.388888888,0.142857142,0.142857142,0.50684932,0.21917808,0.2739726,0.15693431,77,197,274,"16398"
"Brian O'Keefe","SEA","AA",27,208,0.361344537,0.851851851,0.212598425,0.362204724,0.42519685,0.351851851,0.203703703,0.46564885,0.20610687,0.32824427,0.13618677,297,474,771,"16680"
"Braxton Lee","CIN","AA",27,123,0.285714285,2.55,0.154761904,0.607142857,0.238095238,0.1,0,0.29411765,0.24705882,0.45882353,0.08484848,176,319,495,"16839"
"Gavin Cecchini","LAA","AA",27,179,0.25,0.963636363,0.2,0.392592592,0.407407407,0.2,0.09090909,0.35036496,0.2919708,0.35766423,0.11179173,208,445,653,"17005"
"Jose Herrera","ARI","AA",24,148,0.357142857,0.815789473,0.21590909,0.352272727,0.431818181,0.236842105,0.131578947,0.3258427,0.30337079,0.37078652,0.10784314,254,358,612,"17040"
"Meibrys Viloria","KCR","AA",24,130,0.333333333,1.681818181,0.233766233,0.48051948,0.285714285,0.045454545,0.136363636,0.3974359,0.28205128,0.32051282,0.10786106,228,319,547,"17109"
"Narciso Crook","CIN","AA",25,61,0.3125,0.733333333,0.257142857,0.314285714,0.428571428,0.2,0.2,0.51428571,0.28571429,0.2,0.1877551,86,159,245,"17473"
"Josh Lester","DET","AA",26,337,0.344827586,0.752941176,0.239795918,0.326530612,0.433673469,0.223529411,0.294117647,0.49748744,0.25628141,0.24623116,0.18939394,442,878,1320,"17737"
"Jakson Reetz","WSN","AA",25,255,0.256756756,0.928571428,0.260273972,0.356164383,0.383561643,0.375,0.071428571,0.55263158,0.18421053,0.26315789,0.14661654,396,668,1064,"17837"
"Luis Alexander Basabe","SFG","AA",24,83,0.3,0.823529411,0.261904761,0.333333333,0.404761904,0.176470588,0.117647058,0.52380952,0.19047619,0.28571429,0.12103746,155,192,347,"17839"
"Jermaine Palacios","MIN","AA",24,468,0.304195804,1.426966292,0.282392026,0.42192691,0.295681063,0.213483146,0.213483146,0.47540984,0.25901639,0.26557377,0.1340812,670,1202,1872,"18371"
"Juan Yepez","STL","AA",23,77,0.266666666,0.608695652,0.244897959,0.285714285,0.469387755,0.391304347,0.217391304,0.48,0.26,0.26,0.12540193,117,194,311,"18400"
"Brendon Davis","LAA","AA",23,131,0.309859154,0.487179487,0.256410256,0.243589743,0.5,0.307692307,0.205128205,0.50632911,0.34177215,0.15189873,0.1436673,200,329,529,"18587"
"Donny Sands","NYY","AA",25,215,0.242236024,0.851351351,0.179640718,0.377245508,0.443113772,0.27027027,0.135135135,0.34502924,0.28070175,0.37426901,0.08557457,326,492,818,"18603"
"Nick Plummer","STL","AA",24,376,0.392670157,1.349206349,0.263681592,0.422885572,0.313432835,0.126984126,0.206349206,0.43414634,0.19512195,0.37073171,0.12630208,641,895,1536,"18690"
"Jose Azocar","SDP","AA",25,343,0.333333333,1.602941176,0.22368421,0.478070175,0.298245614,0.102941176,0.132352941,0.3362069,0.24137931,0.42241379,0.08795963,529,858,1387,"18821"
"Taylor Kohlwey","SDP","AA",26,84,0.314814814,1.210526315,0.236363636,0.418181818,0.345454545,0.210526315,0.052631578,0.36363636,0.2,0.43636364,0.07098765,119,205,324,"19212"
"Stone Garrett","ARI","AA",25,443,0.332089552,0.956896551,0.209059233,0.386759581,0.404181184,0.310344827,0.215517241,0.40549828,0.26804124,0.32646048,0.18013572,508,1113,1621,"19273"
"Alex Call","CLE","AA",26,180,0.338582677,1.0625,0.238461538,0.392307692,0.369230769,0.25,0.104166666,0.39694656,0.22900763,0.3740458,0.06039326,272,440,712,"19296"
"Lucas Erceg","MIL","AA",26,112,0.253164556,1.09375,0.182926829,0.426829268,0.390243902,0.28125,0.09375,0.55421687,0.24096386,0.20481928,0.14537445,163,291,454,"19360"
"Trenton Brooks","CLE","AA",25,96,0.294117647,0.75,0.236363636,0.327272727,0.436363636,0.166666666,0.166666666,0.52727273,0.27272727,0.2,0.09259259,169,209,378,"19384"
"Andruw Monasterio","CLE","AA",24,304,0.37433155,0.684782608,0.188481675,0.329842931,0.481675392,0.152173913,0.076086956,0.33163265,0.28061224,0.3877551,0.10898966,470,787,1257,"19455"
"Jacob Robson","DET","AA",26,82,0.604651162,1.636363636,0.355555555,0.4,0.244444444,0,0.181818181,0.34782609,0.36956522,0.2826087,0.10404624,162,184,346,"19528"
"Otto Lopez","TOR","AA",22,314,0.412037037,1.769230769,0.166666666,0.532407407,0.300925925,0.123076923,0.046153846,0.40454545,0.23636364,0.35909091,0.08705882,455,820,1275,"19608"
"David MacKinnon","LAA","AA",26,426,0.334558823,0.811475409,0.213523131,0.352313167,0.434163701,0.122950819,0.106557377,0.44599303,0.28571429,0.26829268,0.06476079,689,1025,1714,"19625"
"Ben DeLuzio","ARI","AA",26,95,0.412698412,2.285714285,0.245901639,0.524590163,0.229508196,0.142857142,0,0.50793651,0.23809524,0.25396825,0.11904762,133,245,378,"19644"
"Dairon Blanco","KCR","AA",28,329,0.342465753,1.166666666,0.176470588,0.443438914,0.380090497,0.226190476,0.107142857,0.42857143,0.25541126,0.31601732,0.13409648,437,786,1223,"19779"
"Zach Remillard","CHW","AA",27,59,0.324324324,0.875,0.210526315,0.368421052,0.421052631,0.3125,0.0625,0.47368421,0.21052632,0.31578947,0.09704641,97,140,237,"19788"
"Jhonny Pereda","BOS","AA",25,148,0.284403669,1.225,0.183486238,0.449541284,0.366972477,0.175,0,0.37614679,0.24770642,0.37614679,0.08047945,238,346,584,"19802"
"Jason Delay","PIT","AA",26,60,0.189189189,0.705882352,0.216216216,0.324324324,0.459459459,0.176470588,0,0.54054054,0.18918919,0.27027027,0.1827957,50,136,186,"19806"
"Chuckie Robinson","CIN","AA",26,244,0.282051282,1.725490196,0.136645962,0.54658385,0.316770186,0.156862745,0.156862745,0.32317073,0.26219512,0.41463415,0.11456103,359,575,934,"19824"
