Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Nick Franklin","MIL","AA",27,20,59,71,17,12,3,0,2,10,8,11,1,7,0,1,0,2,4,1,0.288135593,"10166"
"Joey Terdoslavich","NYM","AA",29,74,286,318,88,66,9,1,12,36,41,28,1,52,1,3,0,2,2,0,0.307692307,"10593"
"Andy Wilkins","MIN","AA",29,40,136,159,30,12,5,1,12,21,28,21,1,40,2,0,0,0,1,0,0.220588235,"11251"
"Jon Berti","TOR","AA",28,72,277,316,87,59,13,7,8,55,42,29,0,46,10,0,0,7,21,9,0.314079422,"12037"
"Ryan Brett","CHW","AA",26,47,166,174,44,31,9,1,3,27,15,5,0,43,2,1,0,0,3,1,0.26506024,"12138"
"Juniel Querecuto","ARI","AA",25,47,168,185,62,45,15,2,0,24,23,12,2,21,2,2,1,2,10,3,0.369047619,"12140"
"Jake Hager","MIL","AA",25,64,219,257,64,35,18,1,10,28,40,28,1,44,3,6,1,10,6,0,0.292237442,"12198"
"Taylor Featherston","CIN","AA",28,36,135,145,32,23,2,4,3,10,15,8,0,50,1,1,0,2,2,0,0.237037037,"12590"
"Erick Castillo","CHC","AA",25,42,140,151,26,20,4,0,2,10,15,7,0,22,2,0,2,3,0,0,0.185714285,"12990"
"Tyler Goeddel","LAD","AA",25,52,146,163,31,23,3,2,3,25,17,12,0,33,3,1,1,6,3,1,0.212328767,"13180"
"Michael Reed","ATL","AA",25,44,140,175,44,27,13,0,4,33,14,30,1,43,4,1,0,0,6,3,0.314285714,"13228"
"Jacob Wilson","WSN","AA",27,15,61,71,15,8,3,0,4,9,8,7,0,13,0,3,0,0,0,1,0.245901639,"13254"
"Richie Shaffer","MIL","AA",27,15,55,59,12,4,3,1,4,5,7,3,0,23,1,0,0,1,0,0,0.218181818,"13271"
"Peter O'Brien","MIA","AA",27,74,244,286,46,19,7,0,20,34,53,38,3,93,3,1,0,11,0,0,0.18852459,"13288"
"Wynton Bernard","CHC","AA",27,37,105,118,31,27,2,0,2,13,9,10,0,20,1,0,1,3,14,2,0.295238095,"13408"
"Tony Renda","BOS","AA",27,26,97,108,36,22,11,0,3,19,16,9,0,13,2,0,0,3,4,1,0.37113402,"13443"
"Elier Hernandez","KCR","AA",23,91,355,381,102,76,22,1,3,45,50,14,0,71,6,4,2,9,10,8,0.287323943,"13750"
"Tomas Nido","NYM","AA",24,58,215,228,59,35,18,1,5,23,30,7,0,36,2,4,0,12,0,0,0.274418604,"13755"
"Tyler Heineman","MIL","AA",27,72,224,273,57,42,11,0,4,29,23,36,4,32,4,5,4,4,3,1,0.254464285,"13897"
"Seth Mejias-Brean","SEA","AA",27,33,126,138,30,22,5,1,2,13,12,11,0,28,1,0,0,1,1,1,0.238095238,"13905"
"Sherman Johnson","LAA","AA",27,20,67,79,13,7,5,1,0,8,6,11,0,17,1,0,0,1,1,2,0.19402985,"13906"
"Alfredo Gonzalez","CHW","AA",25,31,104,112,31,23,6,0,2,10,12,6,0,26,1,0,1,3,2,1,0.298076923,"14267"
"Harold Ramirez","TOR","AA",23,120,463,505,148,100,37,0,11,60,70,27,2,88,9,5,1,6,16,2,0.319654427,"14387"
"Luis Marte","ATL","AA",24,71,243,253,66,51,11,1,3,23,22,7,2,48,1,0,2,2,5,2,0.271604938,"14515"
"Gabriel Guerrero","CIN","AA",24,26,98,107,29,17,9,1,2,13,16,7,0,26,0,2,0,3,3,0,0.295918367,"14528"
"Anthony Santander","BAL","AA",23,54,209,222,54,37,9,3,5,26,22,10,0,32,1,2,0,4,4,1,0.258373205,"14551"
"Webster Rivas","SDP","AA",27,57,217,233,60,48,7,1,4,19,23,13,0,47,1,1,1,7,1,1,0.276497695,"14636"
"Harold Castro","DET","AA",24,29,110,116,31,26,5,0,0,10,10,4,0,21,1,1,0,4,2,1,0.281818181,"14691"
"Mike Yastrzemski","BAL","AA",27,27,104,117,21,10,10,0,1,13,11,10,2,30,1,1,1,2,2,1,0.201923076,"14854"
"Zach Green","PHI","AA",24,77,277,312,81,40,23,1,17,50,53,28,1,80,7,0,0,2,1,0,0.292418772,"14973"
"Dom Nunez","COL","AA",23,92,324,377,72,51,12,0,9,34,42,46,3,73,2,3,2,8,8,6,0.222222222,"15055"
"Jonathan Davis","TOR","AA",26,78,305,358,92,62,22,3,5,68,33,35,0,53,11,5,2,3,19,3,0.301639344,"15104"
"Josh VanMeter","CIN","AA",23,30,95,121,27,16,10,0,1,13,14,23,4,19,0,1,2,4,5,2,0.284210526,"15170"
"Jeff McNeil","NYM","AA",26,57,214,241,70,37,16,3,14,49,43,22,1,23,5,0,0,5,3,0,0.327102803,"15362"
"Aristides Aquino","CIN","AA",24,114,404,445,97,55,20,2,20,49,55,35,2,112,4,1,1,17,4,5,0.240099009,"15482"
"Abiatal Avelino","NYY","AA",23,49,190,211,64,45,7,2,10,32,28,18,0,37,0,1,2,7,15,4,0.336842105,"15496"
"Jamie Westbrook","ARI","AA",23,107,408,443,117,77,20,5,15,65,68,24,2,71,7,2,0,11,4,3,0.286764705,"15504"
"Joseph Odom","SEA","AA",26,76,266,290,64,42,17,0,5,27,36,22,0,73,1,1,0,13,0,0,0.240601503,"15535"
"Gosuke Katoh","NYY","AA",23,118,433,503,99,65,27,2,5,55,35,62,3,123,3,3,2,5,11,6,0.228637413,"15697"
"Raudy Read","WSN","AA",24,40,147,161,42,28,9,2,3,14,24,11,0,30,1,2,0,5,0,0,0.285714285,"15766"
"Yonathan Daza","COL","AA",24,54,219,228,67,43,18,2,4,27,29,7,0,24,1,0,1,6,4,5,0.305936073,"15794"
"Erick Mejia","KCR","AA",23,136,540,602,142,103,27,7,5,79,59,43,1,98,2,3,14,13,34,17,0.262962962,"15817"
"Travis Demeritte","ATL","AA",23,128,428,494,95,51,22,5,17,69,63,57,1,140,4,4,1,3,6,2,0.221962616,"15958"
