Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Coco Montes","COL","AA",25,15,49,60,12,11,1,0,0,5,1,10,0,13,1,0,0,1,2,0,0.244897959,"21547"
"Cesar Salazar","HOU","AA",26,85,307,351,85,52,17,0,16,56,54,24,0,58,14,6,0,6,8,3,0.276872964,"21587"
"Griffin Conine","MIA","AA",24,118,414,496,89,48,15,2,24,55,74,74,2,183,4,4,0,8,1,1,0.214975845,"21626"
"Luis De Los Santos","TOR","AA",24,112,406,449,107,76,19,2,10,47,57,34,0,99,3,6,0,11,7,4,0.263546798,"21682"
"Miguel Amaya","CHC","AA",23,28,97,116,27,16,6,1,4,15,19,14,0,28,3,2,0,3,0,0,0.278350515,"21693"
"Enmanuel Valdez","HOU","AA",23,44,168,205,60,33,16,0,11,40,45,34,2,47,1,2,0,2,4,2,0.357142857,"21716"
"Jair Camargo","MIN","AA",22,46,176,196,42,25,5,0,12,24,33,16,0,66,2,2,0,8,4,2,0.238636363,"21730"
"Sebastian Rivero","KCR","AA",23,42,156,178,34,14,15,0,5,22,27,15,0,38,3,3,1,3,1,0,0.217948717,"21735"
"Esteury Ruiz","SDP","AA",23,49,180,232,62,34,17,2,9,54,37,32,0,40,14,2,3,1,37,5,0.344444444,"21780"
"Andres Chaparro","NYY","AA",23,64,239,271,69,34,16,0,19,36,52,25,0,54,6,1,0,7,3,0,0.288702928,"21797"
"Carlos Cortes","NYM","AA",25,89,332,374,80,48,18,3,11,44,47,35,0,100,3,4,0,2,0,1,0.240963855,"21842"
"Bo Naylor","CLE","AA",22,52,170,220,46,26,12,2,6,29,21,45,0,46,3,2,0,3,11,3,0.270588235,"21865"
"Jerar Encarnacion","MIA","AA",24,31,120,136,43,32,3,0,8,26,18,13,0,35,2,1,0,1,4,2,0.358333333,"21871"
"Christopher Morel","CHC","AA",23,28,108,122,33,20,5,1,7,22,20,10,0,30,3,0,1,3,3,3,0.305555555,"21897"
"Dane Myers","DET","AA",26,107,407,442,109,64,18,2,25,59,72,23,0,118,7,3,2,8,20,4,0.267813267,"22054"
"Jeremiah Jackson","LAA","AA",22,87,307,351,66,36,16,0,14,44,44,38,1,77,4,2,0,15,7,4,0.214983713,"22239"
"Jack Suwinski","PIT","AA",23,13,51,57,18,7,8,0,3,13,13,5,0,14,1,0,0,1,1,0,0.352941176,"22244"
"Joe Perez","HOU","AA",22,64,257,284,68,46,16,0,6,30,28,26,1,70,1,0,0,5,3,0,0.264591439,"22254"
"Livan Soto","LAA","AA",22,119,456,543,128,104,17,1,6,69,57,71,0,102,5,6,5,10,18,8,0.280701754,"22471"
"Johnathan Rodriguez","CLE","AA",22,28,107,113,22,8,7,2,5,10,15,5,0,43,0,1,0,2,0,1,0.205607476,"22530"
"George Valera","CLE","AA",21,90,330,387,87,52,17,3,15,64,59,52,1,100,3,2,0,3,2,4,0.263636363,"22541"
"Michael Siani","CIN","AA",22,121,456,531,115,77,19,7,12,76,49,64,0,90,7,3,1,8,49,12,0.252192982,"22557"
"Tirso Ornelas","SDP","AA",22,112,441,492,127,90,28,2,7,62,51,43,1,85,4,2,2,11,7,2,0.287981859,"22566"
"Jordan Diaz","OAK","AA",21,94,379,407,121,80,26,0,15,48,58,22,0,61,4,2,0,15,0,0,0.319261213,"22650"
"Maikel Garcia","KCR","AA",22,78,323,369,94,65,24,1,4,63,33,41,0,60,0,2,3,7,27,3,0.291021671,"22715"
"Steward Berroa","TOR","AA",23,21,55,60,10,8,0,1,1,6,5,5,0,17,0,0,0,1,7,0,0.181818181,"22766"
"Alexander Canario","CHC","AA",22,81,310,350,77,33,18,2,24,51,61,36,1,91,2,2,0,5,17,3,0.248387096,"22842"
"Wenceel Perez","DET","AA",22,39,150,171,46,26,10,5,5,28,28,15,1,23,3,3,0,2,5,4,0.306666666,"22857"
"Tucupita Marcano","PIT","AA",22,31,99,122,30,19,7,2,2,22,13,20,1,25,0,2,1,0,4,2,0.303030303,"22871"
"Lenyn Sosa","CHW","AA",22,62,257,289,85,59,10,2,14,47,48,21,1,40,5,6,0,7,0,0,0.330739299,"22896"
"Israel Pineda","WSN","AA",22,26,93,103,26,16,3,0,7,15,21,9,0,18,0,1,0,5,1,0,0.279569892,"22906"
"Yainer Diaz","HOU","AA",23,57,244,267,77,52,13,3,9,37,48,21,0,40,0,2,0,11,1,0,0.31557377,"23003"
"Jacob Amaya","LAD","AA",23,49,182,216,48,26,10,3,9,39,26,32,0,29,0,2,0,3,3,1,0.263736263,"23296"
"Nelson Velazquez","CHC","AA",23,22,80,94,23,9,4,1,9,16,17,14,1,33,0,0,0,0,5,2,0.2875,"23359"
"Hunter Feduccia","LAD","AA",25,43,144,170,34,19,6,1,8,21,26,24,0,38,0,2,0,3,0,0,0.236111111,"23372"
"Eric Wagaman","NYY","AA",24,17,53,58,18,11,3,0,4,13,6,4,1,8,1,0,0,0,1,0,0.339622641,"23395"
"Jose Caballero","SEA","AA",25,31,97,134,22,16,4,0,2,20,12,35,0,22,2,0,0,0,15,2,0.226804123,"23401"
"Luis Vazquez","CHC","AA",22,86,325,358,77,53,14,2,8,43,36,23,0,78,4,3,3,10,7,7,0.236923076,"23442"
"Chandler Seagle","SDP","AA",26,73,239,275,50,35,12,0,3,28,22,24,0,73,3,1,8,14,2,1,0.20920502,"23552"
"Chris Roller","CLE","AA",25,76,259,301,55,35,14,2,4,31,26,30,0,72,7,3,2,1,6,3,0.212355212,"23557"
"Davis Schneider","TOR","AA",23,46,166,190,47,30,8,3,6,22,22,22,0,46,1,1,0,1,10,0,0.28313253,"23565"
"Brayan Rocchio","CLE","AA",21,99,373,432,99,64,21,1,13,62,48,42,0,81,9,6,2,11,12,6,0.265415549,"23690"
"Jose Tena","CLE","AA",21,127,516,550,136,92,25,6,13,74,66,25,0,138,3,5,1,3,8,5,0.263565891,"23691"
"Everson Pereira","NYY","AA",21,29,113,123,32,20,4,3,5,21,13,9,0,37,1,0,0,2,2,2,0.28318584,"23695"
"Ronny Mauricio","NYM","AA",21,123,509,541,132,78,26,2,26,71,89,24,0,125,4,4,0,8,20,11,0.259332023,"23698"
"Ezequiel Duran","TEX","AA",23,45,183,200,58,26,24,1,7,34,31,14,0,36,1,2,0,4,7,2,0.31693989,"23733"
"Wilyer Abreu","BOS","AA",23,129,457,579,113,65,29,0,19,106,73,114,0,153,4,4,0,5,31,3,0.24726477,"23772"
"Jordyn Adams","LAA","AA",22,62,209,236,52,39,7,2,4,33,20,21,0,70,4,2,0,3,15,0,0.248803827,"23788"
"Blaze Alexander","ARI","AA",23,88,317,363,97,60,17,3,17,48,54,33,0,92,10,1,2,2,10,6,0.30599369,"23789"
"Will Banfield","MIA","AA",22,31,116,126,31,22,5,1,3,14,16,5,0,25,2,3,0,2,0,0,0.267241379,"23790"
"Parker Meadows","DET","AA",22,113,425,489,117,74,21,6,16,64,51,52,0,90,4,8,0,12,17,2,0.275294117,"23800"
"Jorge Barrosa","ARI","AA",21,110,434,510,120,76,30,2,12,85,51,65,1,80,4,2,5,5,22,11,0.276497695,"23968"
"Osleivis Basabe","TBR","AA",21,57,228,259,76,50,23,3,0,39,25,24,0,25,3,3,1,7,14,0,0.333333333,"23985"
"Curtis Mead","TBR","AA",21,56,210,246,64,33,21,0,10,35,36,25,0,45,8,3,0,7,6,2,0.304761904,"23986"
"Ezequiel Tovar","COL","AA",20,66,264,295,84,53,15,3,13,39,47,25,0,64,5,1,0,5,17,3,0.318181818,"24064"
"Jhonkensy Noel","CLE","AA",20,67,240,278,58,27,16,2,13,43,42,30,0,63,6,2,0,3,2,0,0.241666666,"24257"
"Ceddanne Rafaela","BOS","AA",21,71,284,313,79,46,15,6,12,45,50,16,0,62,6,6,1,7,14,5,0.278169014,"24262"
"Liover Peguero","PIT","AA",21,121,483,521,125,88,22,5,10,65,58,29,1,111,4,2,3,7,28,6,0.258799171,"24273"
"Johan Rojas","PHI","AA",21,60,235,264,61,44,8,5,4,42,16,21,0,44,5,0,3,3,29,4,0.259574468,"24336"
"Jose Rodriguez","CHW","AA",21,104,440,484,123,85,21,6,11,75,68,38,1,66,3,1,1,9,40,10,0.279545454,"24388"
"J.P. Martinez","TEX","AA",26,66,254,301,68,46,7,6,9,53,26,43,0,76,4,0,0,2,25,9,0.267716535,"24451"
"Tyler Cropley","KCR","AA",26,31,92,107,15,8,5,0,2,7,7,8,0,22,5,2,0,1,0,0,0.163043478,"24485"
"Max Schuemann","OAK","AA",25,79,290,367,84,60,13,3,8,62,39,50,0,84,17,4,6,7,23,5,0.289655172,"24488"
"DaShawn Keirsey Jr.","MIN","AA",25,121,425,468,115,79,26,3,7,61,48,32,0,108,7,4,0,6,42,7,0.270588235,"24496"
"Jonathan Ornelas","TEX","AA",22,123,525,580,157,121,20,2,14,84,64,45,4,121,6,2,2,5,14,6,0.299047619,"24597"
"Addison Barger","TOR","AA",22,47,176,198,55,35,11,0,9,26,29,18,1,50,3,1,0,0,2,2,0.3125,"24598"
"Michael Helman","MIN","AA",26,39,144,166,40,26,6,2,6,34,20,21,0,32,0,1,0,3,10,0,0.277777777,"24605"
"Willie MacIver","COL","AA",25,98,346,396,80,47,18,0,15,42,50,37,0,106,7,4,2,6,10,3,0.231213872,"24641"
"Jonah Bride","OAK","AA",26,19,73,87,23,10,9,0,4,18,22,11,0,11,1,2,0,4,0,0,0.315068493,"24703"
"Logan O'Hoppe","PHI","AA",22,104,360,447,102,61,14,1,26,72,78,70,2,74,14,3,0,4,7,4,0.283333333,"24729"
"Mickey Gasper","NYY","AA",26,70,214,270,57,34,14,1,8,34,27,44,0,53,9,3,0,6,3,2,0.26635514,"24759"
"Bryan Lavastida","CLE","AA",23,45,174,191,34,23,4,2,5,22,14,12,0,45,3,2,0,3,5,1,0.195402298,"24765"
"James Outman","LAD","AA",25,68,261,307,77,43,17,1,16,59,45,38,1,89,6,2,0,0,7,3,0.295019157,"24770"
"Andy Pages","LAD","AA",21,132,487,571,115,57,29,3,26,69,80,62,1,140,15,7,0,6,6,3,0.23613963,"24816"
"Justin Dean","ATL","AA",25,78,274,322,64,45,12,4,3,44,27,40,0,97,6,2,0,6,19,5,0.233576642,"25005"
"Nate Eaton","KCR","AA",25,37,140,159,38,29,4,1,4,23,19,11,0,29,3,3,2,1,12,1,0.271428571,"25055"
"Levi Jordan","CHC","AA",26,24,85,101,30,16,7,1,6,22,24,12,0,11,3,1,0,3,1,2,0.352941176,"25138"
"Daniel Schneemann","CLE","AA",25,112,380,436,78,59,11,2,6,57,38,46,0,99,0,7,3,6,20,4,0.205263157,"25180"
"Endy Rodriguez","PIT","AA",22,31,118,138,42,20,14,0,8,27,32,18,0,21,1,1,0,1,1,0,0.355932203,"25332"
"Ronny Simon","TBR","AA",22,39,144,159,39,22,8,2,7,25,25,11,0,25,0,4,0,4,12,2,0.270833333,"25346"
"Austin Shenton","TBR","AA",24,52,195,228,46,28,9,1,8,28,29,28,0,70,3,2,0,7,0,0,0.235897435,"25425"
"Will Wilson","SFG","AA",23,52,191,219,43,25,6,0,12,35,27,28,1,65,0,0,0,2,2,2,0.22513089,"25434"
"Greg Jones","TBR","AA",24,79,319,358,76,46,19,3,8,54,40,27,0,128,11,1,0,5,37,5,0.238244514,"25448"
"Will Robertson","TOR","AA",24,90,307,340,66,33,21,0,12,39,41,27,0,96,6,0,0,10,1,4,0.214983713,"25467"
"Cam Eden","TOR","AA",24,80,274,306,59,35,14,0,10,33,35,26,0,108,4,1,0,1,32,3,0.215328467,"25476"
"Isaac Collins","COL","AA",24,111,375,448,83,50,24,4,5,70,32,58,1,90,8,1,6,5,30,8,0.221333333,"25477"
"Brenton Doyle","COL","AA",24,123,471,507,116,69,21,3,23,74,68,23,0,158,6,6,1,9,23,3,0.246284501,"25479"
"TJ Hopkins","CIN","AA",25,101,373,425,97,57,21,2,17,57,66,40,0,117,6,6,0,8,6,5,0.260053619,"25482"
"Nick Sogard","BOS","AA",24,60,200,235,50,36,9,1,4,33,22,31,0,43,4,0,0,2,9,3,0.25,"25483"
"Joey Ortiz","BAL","AA",23,111,435,485,117,70,28,4,15,69,71,41,1,81,5,3,1,8,2,1,0.268965517,"25493"
"Cade Marlowe","SEA","AA",25,120,447,518,130,88,18,4,20,75,86,55,0,133,12,4,0,4,36,10,0.29082774,"25505"
"Aaron Schunk","COL","AA",24,122,450,497,116,69,32,1,14,62,77,36,1,115,5,6,0,12,6,2,0.257777777,"25524"
"Jake Alu","WSN","AA",25,73,285,325,80,45,25,1,9,44,36,32,2,59,5,3,0,3,9,1,0.280701754,"25569"
"Kyle McCann","OAK","AA",24,98,370,430,88,50,18,0,20,61,65,53,0,144,6,1,0,5,2,0,0.237837837,"25575"
"Bryan Ramos","CHW","AA",20,21,80,86,18,12,3,0,3,8,12,5,0,15,1,0,0,2,0,1,0.225,"25621"
"Drew Millas","WSN","AA",24,45,152,169,32,25,4,0,3,12,16,15,0,53,0,1,0,0,1,1,0.210526315,"25643"
"Will Brennan","CLE","AA",24,36,135,157,42,25,12,1,4,16,39,17,0,16,1,4,0,1,5,2,0.311111111,"25660"
"Cam Devanney","MIL","AA",25,115,402,459,104,55,28,1,20,59,57,43,0,96,9,5,0,14,6,2,0.258706467,"25688"
"Dustin Harris","TEX","AA",22,85,331,382,85,50,16,2,17,58,66,42,0,74,5,4,0,3,19,5,0.256797583,"25705"
"Blaine Crim","TEX","AA",25,119,461,531,136,86,26,0,24,81,91,49,0,82,8,13,0,8,4,0,0.295010845,"25714"
"Pedro Pages","STL","AA",23,42,138,167,32,19,7,0,6,22,28,24,0,56,1,4,0,1,1,0,0.231884057,"25782"
"Blake Sabol","PIT","AA",24,98,366,412,103,61,23,5,14,61,60,38,1,107,2,6,0,7,9,2,0.281420765,"25805"
"Jared Triolo","PIT","AA",24,112,425,495,120,85,21,5,9,66,39,63,1,87,3,4,0,3,24,5,0.282352941,"25807"
"Grae Kessinger","HOU","AA",24,121,421,500,89,58,13,2,16,72,58,69,0,113,5,3,2,9,23,10,0.211401425,"25813"
"C.J. Stubbs","HOU","AA",25,41,133,158,28,13,2,2,11,22,25,17,0,60,6,2,0,1,8,1,0.210526315,"25814"
"Andre Lipcius","DET","AA",24,88,303,372,80,50,20,1,9,52,39,61,0,56,5,3,0,10,12,1,0.264026402,"25822"
"Logan Davidson","OAK","AA",24,111,424,484,107,71,21,1,14,72,56,53,0,134,3,4,0,9,4,1,0.25235849,"25844"
"Michael Toglia","COL","AA",23,97,363,420,85,48,13,1,23,63,66,51,0,127,2,4,0,1,7,1,0.234159779,"25845"
"Matt Gorski","PIT","AA",24,38,141,159,39,23,8,2,6,27,28,15,0,47,2,0,0,2,10,2,0.276595744,"25855"
"Corbin Carroll","ARI","AA",21,58,227,277,71,36,11,8,16,62,39,41,2,68,7,2,0,0,20,3,0.31277533,"25878"
"Michael Harris II","ATL","AA",21,43,174,196,53,30,16,2,5,33,33,17,0,39,3,2,0,3,11,3,0.304597701,"25931"
"Kerry Carpenter","DET","AA",24,63,240,262,73,35,16,0,22,43,48,16,3,72,5,1,0,4,1,3,0.304166666,"25961"
"Orelvis Martinez","TOR","AA",20,118,433,492,88,43,15,0,30,57,76,40,0,140,12,4,0,8,6,3,0.203233256,"25967"
"Nasim Nunez","MIA","AA",21,38,142,171,37,31,6,0,0,22,14,24,0,36,2,2,1,4,21,5,0.26056338,"25979"
"Vaughn Grissom","ATL","AA",21,22,91,98,33,26,3,1,3,10,12,4,0,14,3,0,0,0,7,1,0.362637362,"26031"
"Maverick Handley","BAL","AA",24,78,259,308,61,37,12,1,11,43,45,36,0,64,11,1,1,10,6,2,0.235521235,"26106"
"Francisco Alvarez","NYM","AA",20,67,253,296,70,36,16,0,18,43,47,36,1,71,3,4,0,9,0,0,0.276679841,"26121"
"Brett Baty","NYM","AA",22,89,340,394,106,65,22,0,19,73,59,46,0,98,8,0,0,8,2,3,0.311764705,"26123"
"Troy Johnston","MIA","AA",25,85,329,376,96,65,20,1,10,42,49,32,1,71,7,7,1,3,3,0,0.291793313,"26143"
"Tristin English","ARI","AA",25,62,230,269,63,47,10,0,6,34,29,29,0,47,9,1,0,8,2,1,0.273913043,"26148"
"Dominic Fletcher","ARI","AA",24,32,127,142,44,29,6,2,7,28,34,13,0,25,1,1,0,2,4,2,0.346456692,"26149"
"Jake Mangum","NYM","AA",26,36,143,158,39,29,4,4,2,20,13,12,0,34,2,0,1,1,7,2,0.272727272,"26202"
"Tyler Fitzgerald","SFG","AA",24,125,455,519,104,60,20,3,21,74,58,37,0,171,19,5,3,2,20,1,0.228571428,"26208"
"Darell Hernaiz","BAL","AA",20,13,53,59,6,4,1,0,1,6,8,5,0,16,0,1,0,2,1,1,0.113207547,"26224"
"John Rave","KCR","AA",24,111,389,461,102,73,13,2,14,66,73,63,1,115,2,5,2,7,22,6,0.262210796,"26284"
"Gunnar Henderson","BAL","AA",21,47,157,208,49,27,11,3,8,41,35,41,0,38,4,6,0,3,12,2,0.31210191,"26289"
"Oliver Dunn","NYY","AA",24,29,66,77,22,11,8,1,2,12,16,10,0,26,1,0,0,0,3,1,0.333333333,"26295"
"Michael Busch","LAD","AA",24,31,108,137,33,16,6,0,11,31,29,24,0,36,4,1,0,2,1,0,0.305555555,"26319"
"Spencer Steer","MIN","AA",24,35,137,156,42,20,13,1,8,27,30,14,0,23,4,1,0,1,1,3,0.306569343,"26323"
"Jonny DeLuca","LAD","AA",23,25,104,119,31,16,5,3,7,22,20,8,0,17,3,2,2,0,5,0,0.298076923,"26365"
"Kameron Misner","TBR","AA",24,117,415,510,104,62,25,1,16,80,62,86,1,155,6,3,0,4,32,7,0.250602409,"26374"
"Kyren Paris","LAA","AA",20,14,39,51,14,9,2,0,3,11,8,10,0,14,2,0,0,0,5,0,0.358974358,"26420"
"Dominic Canzone","ARI","AA",24,15,55,63,22,9,7,0,6,18,20,8,1,6,0,0,0,2,1,0,0.4,"26438"
"Matt Wallner","MIN","AA",24,78,268,342,80,43,15,1,21,61,64,62,5,107,7,5,0,3,8,5,0.298507462,"26466"
"Spencer Horwitz","TOR","AA",24,70,232,281,69,39,19,1,10,46,39,43,1,54,4,2,0,7,3,1,0.297413793,"26477"
"Angel Martinez","CLE","AA",20,24,82,103,20,10,6,1,3,10,17,12,0,18,4,3,2,0,2,1,0.243902439,"26540"
"Luisangel Acuna","TEX","AA",20,37,152,169,34,23,6,2,3,21,18,17,0,36,0,0,0,5,12,3,0.22368421,"26548"
"Elly De La Cruz","CIN","AA",20,47,190,207,58,30,17,3,8,34,34,16,1,64,0,1,0,3,19,2,0.305263157,"26668"
"Austin Martin","MIN","AA",23,90,336,406,81,63,13,3,2,59,32,47,0,54,21,2,0,6,34,5,0.241071428,"27462"
"Dillon Dingler","DET","AA",23,107,387,448,92,53,22,3,14,56,58,45,1,143,12,3,0,8,1,0,0.237726098,"27464"
"Tyler Soderstrom","OAK","AA",20,36,133,147,37,26,1,2,8,17,28,10,1,33,1,3,0,4,0,1,0.278195488,"27467"
"Zach DeLoach","SEA","AA",23,114,418,499,108,76,15,3,14,79,73,71,2,119,5,5,0,6,4,1,0.258373205,"27471"
"Jordan Walker","STL","AA",20,119,461,536,141,88,31,3,19,100,68,58,1,116,9,8,0,10,22,5,0.305856832,"27475"
"Masyn Winn","STL","AA",20,86,345,403,89,52,25,1,11,69,48,50,0,86,1,5,2,2,28,5,0.257971014,"27479"
"Robert Hassell III","WSN","AA",20,27,108,122,24,18,5,0,1,9,12,13,0,35,1,0,0,4,1,0,0.222222222,"27482"
"Nick Gonzales","PIT","AA",23,71,259,316,68,40,20,1,7,47,33,43,0,90,10,4,0,3,5,3,0.262548262,"27490"
"Justin Foscue","TEX","AA",23,101,400,460,115,68,31,1,15,60,81,45,0,66,9,6,0,15,3,4,0.2875,"27501"
"David Hamilton","BOS","AA",24,119,463,531,116,79,16,9,12,81,42,56,1,119,6,1,5,1,70,8,0.250539956,"27531"
"Edouard Julien","MIN","AA",23,113,400,508,120,81,19,3,17,77,67,98,1,125,6,4,0,7,19,7,0.3,"27534"
"Garrett Mitchell","MIL","AA",23,44,166,187,46,31,9,2,4,29,25,16,0,52,4,1,0,4,7,1,0.277108433,"27555"
"Austin Wells","NYY","AA",22,55,211,247,55,34,8,1,12,34,43,29,0,58,5,2,0,3,7,0,0.260663507,"27562"
"Gage Workman","DET","AA",22,128,475,515,107,54,30,9,14,61,68,34,0,206,1,4,1,5,30,9,0.225263157,"27573"
"Casey Schmitt","SFG","AA",23,29,120,127,41,27,10,1,3,13,16,6,0,29,1,0,0,2,2,0,0.341666666,"27577"
"Jacob Hurtubise","CIN","AA",24,63,156,194,39,34,2,2,1,27,9,23,0,41,12,1,2,1,16,3,0.25,"27599"
"Nick Loftin","KCR","AA",23,90,363,425,98,68,17,1,12,78,47,45,1,57,5,5,6,13,24,4,0.269972451,"27630"
"Anthony Volpe","NYY","AA",21,110,422,497,106,53,31,4,18,71,60,57,0,88,10,8,0,1,44,6,0.251184834,"27647"
"Christian Koss","BOS","AA",24,125,488,532,127,83,22,5,17,69,84,25,2,137,12,6,0,7,16,5,0.260245901,"27653"
"Michael Massey","KCR","AA",24,54,220,248,67,43,15,0,9,36,48,21,2,54,1,6,0,1,9,2,0.304545454,"27684"
"Joey Wiemer","MIL","AA",23,84,334,374,81,46,19,1,15,57,47,34,1,113,5,1,0,3,25,1,0.24251497,"27690"
"Eric Yang","CIN","AA",24,35,112,130,19,11,6,0,2,13,15,16,0,35,1,0,1,3,2,0,0.169642857,"27698"
"Brett Wisely","TBR","AA",23,112,430,500,118,74,23,6,15,84,56,62,1,104,5,2,1,5,31,11,0.274418604,"27735"
"Zac Veen","COL","AA",20,34,124,141,22,17,4,0,1,12,7,14,0,42,1,2,0,3,5,5,0.177419354,"27770"
"Tyler Gentry","KCR","AA",23,73,274,331,88,56,16,0,16,57,63,40,0,66,10,7,0,5,8,4,0.321167883,"27784"
"Shay Whitcomb","HOU","AA",23,118,461,506,101,58,22,2,19,67,60,36,2,165,6,3,0,4,20,2,0.219088937,"27789"
"Jordan Westburg","BAL","AA",23,47,182,209,45,22,14,0,9,32,32,26,1,57,1,0,0,3,3,0,0.247252747,"27815"
"Matt Mervis","CHC","AA",24,53,203,230,61,30,16,1,14,34,51,20,0,46,4,3,0,1,2,0,0.30049261,"27845"
"Coby Mayo","BAL","AA",20,34,128,145,32,23,4,0,5,21,20,12,0,50,4,1,0,2,0,0,0.25,"28312"
"Bryce Teodosio","LAA","AA",23,112,369,425,71,47,10,0,14,48,41,43,0,166,11,1,1,3,28,5,0.192411924,"29524"
"Tim Tawa","ARI","AA",23,60,218,246,43,31,7,0,5,26,23,25,0,57,2,1,0,3,3,2,0.197247706,"29571"
"Trey Sweeney","NYY","AA",22,11,43,50,10,7,1,0,2,6,5,7,0,10,0,0,0,0,2,1,0.232558139,"29575"
"Colton Cowser","BAL","AA",22,49,176,224,60,40,10,0,10,49,33,36,0,57,9,3,0,3,2,2,0.34090909,"29591"
"Connor Norby","BAL","AA",22,64,252,296,75,42,14,2,17,58,46,34,0,59,6,4,0,2,10,2,0.297619047,"29592"
"Justyn-Henry Malloy","ATL","AA",22,54,190,238,51,34,11,0,6,35,31,43,0,60,2,3,0,10,0,0,0.268421052,"29606"
"Henry Davis","PIT","AA",22,31,116,136,24,12,8,0,4,19,18,12,0,30,8,0,0,7,3,1,0.206896551,"29617"
