Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Seth Beer","PIT","AA",27,228,0.351351351,1.1,0.3,0.366666666,0.333333333,0.26,0.08,0.43421053,0.21710526,0.34868421,0.11797753,319,571,890,"20493"
"Dermis Garcia","WSN","AA",26,424,0.23076923,0.686956521,0.195020746,0.327800829,0.477178423,0.226086956,0.12173913,0.49596774,0.25,0.25403226,0.19080174,582,1027,1609,"20926"
"Tyler Payne","LAA","AA",31,290,0.275700934,2.211538461,0.223255813,0.53488372,0.241860465,0.153846153,0.076923076,0.48401826,0.25570776,0.26027397,0.14504597,288,691,979,"21139"
"Sebastian Rivero","ATL","AA",25,162,0.218181818,0.82,0.157407407,0.379629629,0.462962962,0.24,0.02,0.51327434,0.22123894,0.26548673,0.12195122,196,419,615,"21735"
"Jeremiah Jackson","NYM","AA",24,482,0.234920634,1.083333333,0.164133738,0.434650455,0.401215805,0.212121212,0.143939393,0.42942943,0.3033033,0.26726727,0.18100056,565,1214,1779,"22239"
"Joe Perez","PIT","AA",24,259,0.311258278,0.769230769,0.253246753,0.324675324,0.422077922,0.184615384,0.092307692,0.4522293,0.26751592,0.28025478,0.17707267,337,640,977,"22254"
"Bubba Thompson","CIN","AA",26,221,0.326530612,2.026315789,0.201388888,0.534722222,0.263888888,0.236842105,0.026315789,0.44295302,0.26845638,0.2885906,0.15374677,242,532,774,"22261"
"Gustavo Campero","LAA","AA",26,373,0.306722689,1.204545454,0.220883534,0.425702811,0.353413654,0.25,0.159090909,0.46062992,0.2480315,0.29133858,0.108555,529,862,1391,"22707"
"Israel Pineda","WSN","AA",24,262,0.217877094,1.673076923,0.210227272,0.494318181,0.295454545,0.326923076,0.019230769,0.49444444,0.22777778,0.27777778,0.16020942,304,651,955,"22906"
"Canaan Smith-Njigba","CHW","AA",25,62,0.225,0.888888888,0.170731707,0.390243902,0.43902439,0.388888888,0.055555555,0.41463415,0.31707317,0.26829268,0.11196911,98,161,259,"23264"
"Eric Wagaman","LAA","AA",26,388,0.286792452,1.207920792,0.189090909,0.443636363,0.367272727,0.158415841,0.138613861,0.44604317,0.28417266,0.26978417,0.09363831,533,866,1399,"23395"
"Jordan Groshans","NYY","AA",24,320,0.280701754,1.046511627,0.221238938,0.398230088,0.380530973,0.290697674,0.03488372,0.45258621,0.22844828,0.31896552,0.09493162,465,778,1243,"23794"
"Anthony Seigler","NYY","AA",25,433,0.263537906,0.847457627,0.237762237,0.349650349,0.412587412,0.110169491,0.101694915,0.4862069,0.22413793,0.28965517,0.0780431,704,1013,1717,"23802"
"Jose Rodriguez","PHI","AA",23,164,0.282258064,1.022222222,0.241666666,0.383333333,0.375,0.244444444,0.088888888,0.484375,0.234375,0.28125,0.10627178,204,370,574,"24388"
"Cody Wilson","WSN","AA",27,273,0.31617647,0.96,0.279411764,0.352941176,0.367647058,0.24,0.04,0.44604317,0.25179856,0.30215827,0.18685446,357,708,1065,"24671"
"Mickey Gasper","BOS","AA",28,176,0.302521008,1.022222222,0.247933884,0.380165289,0.371900826,0.222222222,0.088888888,0.51219512,0.20325203,0.28455285,0.04373178,301,385,686,"24759"
"Heriberto Hernandez","TBR","AA",24,245,0.320610687,1.018181818,0.223776223,0.391608391,0.384615384,0.163636363,0.254545454,0.64137931,0.1862069,0.17241379,0.15805471,382,605,987,"24878"
"Justin Dean","ATL","AA",27,362,0.330357142,1.410958904,0.210762331,0.461883408,0.32735426,0.178082191,0.04109589,0.49779736,0.25991189,0.24229075,0.13764625,575,878,1453,"25005"
"Will Wilson","SFG","AA",25,360,0.269387755,1.215189873,0.276859504,0.396694214,0.32644628,0.202531645,0.063291139,0.50988142,0.20948617,0.28063241,0.11335404,466,822,1288,"25434"
"TJ Hopkins","DET","AA",27,95,0.245283018,1.705882352,0.163636363,0.527272727,0.309090909,0.058823529,0.117647058,0.52727273,0.21818182,0.25454545,0.10831234,182,215,397,"25482"
"Bryan Ramos","CHW","AA",22,98,0.24137931,1.086956521,0.186440677,0.423728813,0.389830508,0.304347826,0.086956521,0.46666667,0.16666667,0.36666667,0.16528926,119,244,363,"25621"
"Cody Freeman","TEX","AA",23,518,0.298913043,1.229007633,0.22546419,0.427055702,0.347480106,0.267175572,0.106870229,0.53524804,0.20365535,0.26109661,0.07609756,739,1311,2050,"25629"
"Grant McCray","SFG","AA",23,208,0.296296296,0.8125,0.236842105,0.342105263,0.421052631,0.1875,0.125,0.35087719,0.34210526,0.30701754,0.16324063,328,499,827,"25690"
"Tyler Tolbert","KCR","AA",26,462,0.340277777,1.604938271,0.259649122,0.45614035,0.284210526,0.209876543,0.049382716,0.48039216,0.27777778,0.24183007,0.12961803,598,999,1597,"25779"
"C.J. Stubbs","WSN","AA",27,269,0.28,0.8,0.238461538,0.338461538,0.423076923,0.218181818,0.145454545,0.3880597,0.3358209,0.2761194,0.14811408,406,681,1087,"25814"
"Kevin Alcantara","CHC","AA",21,325,0.343137254,2.571428571,0.278846153,0.519230769,0.201923076,0.261904761,0.214285714,0.43457944,0.22429907,0.3411215,0.13834951,418,818,1236,"25971"
"Matthew Lugo","BOS","AA",23,171,0.353535353,0.666666666,0.29245283,0.283018867,0.424528301,0.2,0.244444444,0.41818182,0.31818182,0.26363636,0.10879285,254,417,671,"25980"
"Kenedy Corona","HOU","AA",24,325,0.293532338,1.43076923,0.21,0.465,0.325,0.4,0.03076923,0.42647059,0.23529412,0.33823529,0.13128931,460,812,1272,"26244"
"Kyren Paris","LAA","AA",22,92,0.159090909,1.05,0.068181818,0.477272727,0.454545454,0.25,0,0.45454545,0.31818182,0.22727273,0.19060052,144,239,383,"26420"
"Warming Bernabel","COL","AA",22,506,0.291770573,1.013986013,0.281795511,0.361596009,0.356608478,0.342657342,0.062937062,0.5403423,0.21760391,0.24205379,0.10321797,497,1150,1647,"26536"
"Agustin Ramirez","NYY","AA",22,261,0.29239766,1.164179104,0.216216216,0.421621621,0.362162162,0.223880597,0.23880597,0.46524064,0.22994652,0.30481283,0.107628,362,595,957,"26546"
"Robert Hassell III","WSN","AA",22,264,0.333333333,2.31707317,0.209302325,0.552325581,0.238372093,0.097560975,0.121951219,0.37288136,0.20903955,0.4180791,0.11202467,365,608,973,"27482"
"Tyler Callihan","CIN","AA",24,282,0.36196319,1.066666666,0.274853801,0.374269005,0.350877192,0.116666666,0.133333333,0.41954023,0.27586207,0.3045977,0.14640884,394,692,1086,"27497"
"Nick Yorke","BOS","AA",22,197,0.291970802,1.282608695,0.25,0.421428571,0.328571428,0.217391304,0.086956521,0.39007092,0.28368794,0.32624113,0.10087173,291,512,803,"27504"
"Duke Ellis","NYM","AA",26,148,0.336842105,2.545454545,0.170212765,0.59574468,0.234042553,0.227272727,0.045454545,0.34343434,0.25252525,0.4040404,0.08445298,191,330,521,"27543"
"Gage Workman","DET","AA",24,556,0.371428571,1.042016806,0.25,0.382716049,0.36728395,0.075630252,0.151260504,0.47447447,0.24624625,0.27927928,0.15024521,812,1431,2243,"27573"
"Christian Koss","SFG","AA",26,96,0.428571428,0.75,0.309859154,0.295774647,0.394366197,0.25,0.071428571,0.44444444,0.27777778,0.27777778,0.13235294,125,215,340,"27653"
"Eric Yang","CIN","AA",26,61,0.212121212,1.416666666,0.064516129,0.548387096,0.387096774,0.333333333,0,0.36363636,0.27272727,0.36363636,0.08494208,116,143,259,"27698"
"Zac Veen","COL","AA",22,145,0.345238095,1.307692307,0.318181818,0.386363636,0.295454545,0.307692307,0.192307692,0.45555556,0.2,0.34444444,0.14705882,208,336,544,"27770"
"Alejandro Osuna","TEX","AA",21,265,0.370588235,0.931506849,0.20338983,0.38418079,0.412429378,0.219178082,0.123287671,0.36666667,0.28333333,0.35,0.11372951,324,652,976,"27915"
"Petey Halpin","CLE","AA",22,405,0.280632411,0.754545454,0.260536398,0.318007662,0.421455938,0.209090909,0.109090909,0.41198502,0.26217228,0.3258427,0.12708205,593,1028,1621,"27931"
"Adael Amador","COL","AA",21,455,0.261484098,1.333333333,0.251724137,0.427586206,0.320689655,0.268817204,0.150537634,0.52348993,0.18791946,0.2885906,0.07971014,718,1076,1794,"27962"
"Maximo Acosta","TEX","AA",21,434,0.31595092,1.287037037,0.244648318,0.425076452,0.330275229,0.175925925,0.074074074,0.42559524,0.29464286,0.2797619,0.09294437,563,911,1474,"27963"
"Edgar Quero","CHW","AA",21,292,0.295918367,1.314285714,0.217391304,0.444444444,0.338164251,0.085714285,0.171428571,0.52631579,0.22966507,0.24401914,0.10296684,454,692,1146,"28022"
"Jhostynxon Garcia","BOS","AA",21,126,0.314606741,0.76744186,0.146067415,0.370786516,0.483146067,0.162790697,0.046511627,0.36263736,0.24175824,0.3956044,0.15929204,135,317,452,"28142"
"Javier Sanoja","MIA","AA",21,61,0.25490196,2.25,0.22,0.54,0.24,0.166666666,0.083333333,0.42307692,0.21153846,0.36538462,0.04591837,65,131,196,"28253"
"Tsung-Che Cheng","PIT","AA",22,500,0.272727272,0.975609756,0.203278688,0.393442622,0.403278688,0.325203252,0.089430894,0.40634921,0.28571429,0.30793651,0.11690283,779,1197,1976,"28344"
"Yanquiel Fernandez","COL","AA",21,346,0.327800829,1.098901098,0.232931726,0.401606425,0.365461847,0.318681318,0.109890109,0.47410359,0.29880478,0.22709163,0.14308176,413,859,1272,"28552"
"Denzer Guzman","LAA","AA",20,342,0.272277227,1.105263157,0.21182266,0.413793103,0.374384236,0.421052631,0.078947368,0.3943662,0.23474178,0.37089202,0.13782302,480,797,1277,"28816"
"Moises Ballesteros","CHC","AA",20,223,0.314102564,1.216666666,0.193939393,0.442424242,0.363636363,0.183333333,0.15,0.37575758,0.24848485,0.37575758,0.08466258,315,500,815,"28820"
"Samuel Basallo","BAL","AA",19,446,0.328903654,1.422680412,0.249201277,0.440894568,0.309904153,0.329896907,0.164948453,0.44025157,0.24842767,0.31132075,0.13374613,564,1051,1615,"28824"
"Carter Jensen","KCR","AA",20,170,0.267326732,0.483333333,0.175925925,0.268518518,0.555555555,0.15,0.133333333,0.46788991,0.26605505,0.26605505,0.125,251,397,648,"29478"
"Tim Tawa","ARI","AA",25,456,0.305084745,1.235849056,0.23548387,0.422580645,0.341935483,0.226415094,0.198113207,0.55555556,0.24126984,0.2031746,0.12851406,646,1097,1743,"29571"
"Billy Cook","BAL","AA",25,63,0.292682926,0.476190476,0.261904761,0.238095238,0.5,0.285714285,0.047619047,0.47619048,0.33333333,0.19047619,0.07327586,93,139,232,"29573"
"Ben Rice","NYY","AA",25,218,0.284552845,1.06,0.231343283,0.395522388,0.373134328,0.24,0.24,0.48888889,0.28888889,0.22222222,0.11449452,341,480,821,"29576"
"Chad Stevens","LAA","AA",25,159,0.294736842,0.780487804,0.25510204,0.326530612,0.418367346,0.195121951,0.073170731,0.35353535,0.22222222,0.42424242,0.15924658,202,382,584,"29614"
"Marcelo Mayer","BOS","AA",21,335,0.366812227,1.79032258,0.26068376,0.474358974,0.264957264,0.129032258,0.129032258,0.47257384,0.24472574,0.28270042,0.13502455,459,763,1222,"29668"
"Braxton Fulford","COL","AA",25,379,0.306306306,0.885416666,0.199115044,0.376106194,0.424778761,0.208333333,0.104166666,0.54310345,0.23706897,0.21982759,0.1352657,552,897,1449,"29704"
"Jack Winkler","OAK","AA",25,536,0.277936962,1.059701492,0.21590909,0.40340909,0.380681818,0.298507462,0.059701492,0.46218487,0.25210084,0.28571429,0.1360276,729,1300,2029,"29830"
"Liam Hicks","TEX","AA",25,494,0.288571428,0.928057553,0.242937853,0.364406779,0.392655367,0.151079136,0.043165467,0.43296089,0.23743017,0.32960894,0.04884454,797,1107,1904,"29844"
"Denzel Clarke","OAK","AA",24,478,0.373188405,2.072463768,0.250883392,0.505300353,0.243816254,0.20289855,0.188405797,0.44290657,0.21453287,0.34256055,0.13503254,655,1189,1844,"29858"
"Harry Ford","SEA","AA",21,523,0.322580645,0.859375,0.232258064,0.354838709,0.412903225,0.2109375,0.0546875,0.46540881,0.22641509,0.3081761,0.10473934,899,1211,2110,"29958"
"Brady House","WSN","AA",21,306,0.272727272,1.066666666,0.209183673,0.408163265,0.382653061,0.24,0.173333333,0.43,0.245,0.325,0.14692378,382,707,1089,"29993"
"Daylen Lile","WSN","AA",21,316,0.310185185,0.829268292,0.305555555,0.314814814,0.379629629,0.158536585,0.036585365,0.40909091,0.23181818,0.35909091,0.09527755,459,748,1207,"29995"
"Bob Seymour","TBR","AA",25,292,0.378531073,1,0.236559139,0.38172043,0.38172043,0.098591549,0.126760563,0.41176471,0.30481283,0.28342246,0.15823367,397,690,1087,"30028"
"Carson Williams","TBR","AA",21,505,0.332116788,0.936363636,0.262975778,0.356401384,0.380622837,0.181818181,0.181818181,0.43197279,0.26870748,0.29931973,0.13483685,835,1249,2084,"30038"
"Jimmy Crooks","STL","AA",22,371,0.389610389,1.476923076,0.31779661,0.406779661,0.275423728,0.092307692,0.169230769,0.39917695,0.26748971,0.33333333,0.1173542,544,862,1406,"31354"
"Nathan Church","STL","AA",23,541,0.286396181,1.18,0.225118483,0.419431279,0.355450236,0.26,0.06,0.40930233,0.24883721,0.34186047,0.06842105,659,1241,1900,"31357"
"Graham Pauley","MIA","AA",23,160,0.284313725,0.647058823,0.192307692,0.317307692,0.490384615,0.196078431,0.078431372,0.45283019,0.24528302,0.30188679,0.10207612,221,357,578,"31363"
"Jakob Marsee","MIA","AA",23,510,0.232394366,0.712230215,0.173611111,0.34375,0.482638888,0.258992805,0.064748201,0.39464883,0.25752508,0.34782609,0.07830189,887,1233,2120,"31370"
"Dalton Rushing","LAD","AA",23,334,0.299492385,0.852272727,0.227488151,0.355450236,0.417061611,0.181818181,0.193181818,0.5,0.30373832,0.19626168,0.10375817,496,728,1224,"31382"
"Brooks Baldwin","CHW","AA",23,319,0.380530973,1.046511627,0.234782608,0.391304347,0.373913043,0.220930232,0.069767441,0.40772532,0.2832618,0.30901288,0.11853832,409,713,1122,"31394"
"Tyler Locklear","SEA","AA",23,188,0.376237623,0.734693877,0.205607476,0.336448598,0.457943925,0.081632653,0.163265306,0.44954128,0.29357798,0.25688073,0.17138599,241,430,671,"31396"
"Ryan Ritter","COL","AA",23,373,0.352678571,1.15,0.235555555,0.408888888,0.355555555,0.325,0.0875,0.50214592,0.2360515,0.26180258,0.13324176,487,969,1456,"31500"
"Tim Elko","CHW","AA",25,371,0.398230088,1.661764705,0.213043478,0.491304347,0.295652173,0.147058823,0.132352941,0.39148936,0.28085106,0.32765957,0.17309091,464,911,1375,"31522"
"Drake Baldwin","ATL","AA",23,217,0.284768211,1.181818181,0.210526315,0.427631578,0.361842105,0.218181818,0.072727272,0.47096774,0.20645161,0.32258065,0.07614213,295,493,788,"31539"
"Zach Dezenzo","HOU","AA",24,91,0.285714285,0.807692307,0.175438596,0.368421052,0.45614035,0.307692307,0.076923076,0.34482759,0.29310345,0.36206897,0.13829787,141,235,376,"31562"
"Alan Roden","TOR","AA",24,244,0.287425149,1.293103448,0.231213872,0.433526011,0.335260115,0.172413793,0.120689655,0.49425287,0.18965517,0.31609195,0.06465517,355,573,928,"31564"
"Zach Cole","HOU","AA",23,295,0.330935251,0.528571428,0.277027027,0.25,0.472972972,0.157142857,0.142857142,0.32885906,0.31543624,0.3557047,0.16340426,412,763,1175,"31583"
"Jacob Melton","HOU","AA",23,251,0.283950617,1.344827586,0.2,0.458823529,0.34117647,0.189655172,0.172413793,0.42774566,0.24277457,0.32947977,0.1045082,341,635,976,"31661"
"Alex Freeland","LAD","AA",22,341,0.29,0.975,0.240384615,0.375,0.384615384,0.2125,0.1375,0.49295775,0.23004695,0.27699531,0.0873515,585,846,1431,"31665"
"Cole Young","SEA","AA",20,552,0.312997347,1.259842519,0.244736842,0.421052631,0.334210526,0.118110236,0.070866141,0.37692308,0.27948718,0.34358974,0.07474111,862,1359,2221,"31680"
"Dylan Beavers","BAL","AA",22,509,0.28990228,0.589743589,0.220125786,0.289308176,0.490566037,0.243589743,0.096153846,0.41049383,0.25925926,0.33024691,0.09609756,804,1246,2050,"31695"
"Nacho Alvarez Jr.","ATL","AA",21,202,0.34090909,1.487179487,0.265151515,0.439393939,0.295454545,0.23076923,0,0.40909091,0.18181818,0.40909091,0.06988564,318,469,787,"31765"
"Otto Kemp","PHI","AA",24,273,0.300613496,0.753246753,0.210526315,0.339181286,0.450292397,0.207792207,0.142857142,0.39655172,0.26436782,0.33908046,0.14410906,371,656,1027,"31792"
"Rhylan Thomas","NYM","AA",24,109,0.369047619,1.52173913,0.283950617,0.432098765,0.283950617,0.04347826,0,0.33333333,0.21428571,0.45238095,0.07611549,127,254,381,"31793"
"Roman Anthony","BOS","AA",20,376,0.336448598,1.333333333,0.1875,0.464285714,0.348214285,0.128205128,0.192307692,0.40434783,0.25652174,0.33913043,0.08925081,625,910,1535,"31812"
"Colby Thomas","OAK","AA",23,261,0.295454545,0.581395348,0.28042328,0.264550264,0.455026455,0.337209302,0.162790697,0.47894737,0.22631579,0.29473684,0.13243547,285,606,891,"31855"
"Chandler Simpson","TBR","AA",23,358,0.377104377,2.862068965,0.245791245,0.558922558,0.195286195,0.172413793,0.017241379,0.29139073,0.26490066,0.44370861,0.02572347,486,758,1244,"31912"
"Rafael Flores Jr.","NYY","AA",23,273,0.333333333,0.893939393,0.246987951,0.355421686,0.397590361,0.151515151,0.227272727,0.46428571,0.25,0.28571429,0.11906893,420,697,1117,"31991"
"Chase DeLauter","CLE","AA",22,128,0.255555555,1,0.221052631,0.389473684,0.389473684,0.216216216,0.135135135,0.54736842,0.16842105,0.28421053,0.06432749,206,307,513,"32127"
"Carson McCusker","MIN","AA",26,420,0.367768595,1.265822784,0.289682539,0.396825396,0.313492063,0.215189873,0.189873417,0.45136187,0.28793774,0.26070039,0.1406821,604,1038,1642,"33098"
"Ben Williamson","SEA","AA",23,411,0.364341085,1.75,0.214285714,0.5,0.285714285,0.263888888,0.041666666,0.34220532,0.20152091,0.45627376,0.07913669,671,1136,1807,"33197"
"Jacob Wilson","OAK","AA",22,93,0.486842105,2.111111111,0.29113924,0.481012658,0.227848101,0.333333333,0.166666666,0.41772152,0.20253165,0.37974684,0.05379747,99,217,316,"33266"
"Brice Matthews","HOU","AA",22,181,0.358024691,0.805555555,0.261363636,0.329545454,0.409090909,0.194444444,0.25,0.49438202,0.30337079,0.20224719,0.1488498,293,446,739,"33280"
"Luke Keaschall","MIN","AA",21,267,0.327272727,0.895522388,0.252941176,0.352941176,0.394117647,0.208955223,0.119402985,0.50289017,0.2716763,0.22543353,0.07569721,414,590,1004,"33321"
"Matt Shaw","CHC","AA",22,371,0.304166666,1.206521739,0.194444444,0.44047619,0.365079365,0.184782608,0.152173913,0.36470588,0.23137255,0.40392157,0.09020979,552,878,1430,"33322"
"Dylan Crews","WSN","AA",22,211,0.343283582,1.020408163,0.272058823,0.367647058,0.360294117,0.183673469,0.102040816,0.27338129,0.25899281,0.4676259,0.12919255,289,516,805,"33541"
"Kyle Teel","BOS","AA",22,382,0.370689655,0.967741935,0.2375,0.375,0.3875,0.161290322,0.118279569,0.45867769,0.21487603,0.32644628,0.10968179,558,919,1477,"33549"
"Kristian Campbell","BOS","AA",22,255,0.410714285,1.333333333,0.312138728,0.393063583,0.294797687,0.137254901,0.156862745,0.39325843,0.24157303,0.36516854,0.06955645,396,596,992,"33644"
"Nolan McLean","NYM","AA",22,69,0.291666666,1,0.153846153,0.423076923,0.423076923,0.272727272,0.272727272,0.55555556,0.22222222,0.22222222,0.17725753,110,189,299,"33703"
"CJ Kayfus","CLE","AA",22,298,0.347826086,1.016129032,0.25595238,0.375,0.369047619,0.161290322,0.161290322,0.45930233,0.23255814,0.30813953,0.13533835,448,749,1197,"33704"
"Christian Moore","LAA","AA",21,98,0.428571428,0.791666666,0.258620689,0.327586206,0.413793103,0.25,0.208333333,0.37704918,0.29508197,0.32786885,0.17183099,124,231,355,"34979"
"Carter Bins","PIT","AA",25,247,0.282051282,0.524590163,0.231404958,0.264462809,0.504132231,0.245901639,0.13114754,0.46031746,0.26984127,0.26984127,0.15353122,386,591,977,"sa1115884"
"Nick Kahle","MIL","AA",26,107,0.217391304,0.888888888,0.227272727,0.363636363,0.409090909,0.148148148,0.037037037,0.47142857,0.21428571,0.31428571,0.12413793,157,278,435,"sa1115979"
"Quincy McAfee","CIN","AA",26,234,0.2125,1.015151515,0.193939393,0.406060606,0.4,0.318181818,0.136363636,0.57988166,0.24852071,0.17159763,0.10622318,315,617,932,"sa1159899"
"Ivan Johnson","CIN","AA",25,273,0.338129496,1.208333333,0.258741258,0.405594405,0.335664335,0.125,0.145833333,0.44520548,0.23287671,0.32191781,0.19109462,397,681,1078,"sa1169627"
"Clay Dungan","SDP","AA",28,152,0.277777777,1.21875,0.219780219,0.428571428,0.351648351,0.21875,0.0625,0.42391304,0.26086957,0.31521739,0.11057692,247,377,624,"sa1169803"
"Cody Milligan","ATL","AA",25,426,0.317857142,1.202020202,0.232394366,0.419014084,0.348591549,0.151515151,0.05050505,0.36933798,0.26829268,0.36236934,0.12711334,567,1030,1597,"sa1169818"
"Brandon Parker","ATL","AA",25,257,0.284615384,0.534246575,0.182481751,0.284671532,0.532846715,0.232876712,0.123287671,0.46043165,0.21582734,0.32374101,0.21148036,347,646,993,"sa1169878"
"Aaron Shackelford","PIT","AA",27,95,0.294117647,0.461538461,0.269230769,0.23076923,0.5,0.23076923,0.153846153,0.50909091,0.27272727,0.21818182,0.17777778,135,270,405,"sa1169950"
"Matt Lloyd","STL","AA",28,486,0.305194805,1.024390243,0.226708074,0.391304347,0.381987577,0.227642276,0.138211382,0.41538462,0.25538462,0.32923077,0.09044193,768,1178,1946,"sa1169978"
"Bryce Ball","PHI","AA",25,206,0.287037037,0.930232558,0.224299065,0.373831775,0.401869158,0.255813953,0.069767441,0.47747748,0.26126126,0.26126126,0.16441718,311,504,815,"sa1170451"
"Alex Isola","MIN","AA",25,78,0.245283018,1.315789473,0.2,0.454545454,0.345454545,0.526315789,0.105263157,0.47272727,0.18181818,0.34545455,0.07142857,124,184,308,"sa1170516"
"Chandler Redmond","STL","AA",27,319,0.323170731,1.531914893,0.3,0.423529411,0.276470588,0.191489361,0.191489361,0.44508671,0.31791908,0.23699422,0.19391026,466,782,1248,"sa1170749"
"Robert Perez Jr.","SDP","AA",24,476,0.326693227,1.34939759,0.241245136,0.435797665,0.322957198,0.144578313,0.108433734,0.50191571,0.25670498,0.24137931,0.16675993,664,1123,1787,"sa3002851"
"Ernesto Martinez Jr.","MIL","AA",25,457,0.32165605,1.525252525,0.235474006,0.4617737,0.302752293,0.222222222,0.131313131,0.40061162,0.27522936,0.32415902,0.11111111,606,1104,1710,"sa3003173"
"Eliezer Alfonzo","DET","AA",24,396,0.25609756,1.38095238,0.251497005,0.434131736,0.314371257,0.247619047,0.085714285,0.48071217,0.18694362,0.33234421,0.05574211,501,988,1489,"sa3003262"
"Luis Mieses","TEX","AA",24,136,0.322580645,1.235294117,0.232323232,0.424242424,0.343434343,0.176470588,0.176470588,0.50505051,0.23232323,0.26262626,0.15909091,145,339,484,"sa3003274"
"Diego Infante","MIA","AA",24,99,0.419354838,5.428571428,0.262295081,0.622950819,0.114754098,0,0.142857142,0.33333333,0.28571429,0.38095238,0.13170732,149,261,410,"sa3003280"
"Jose Peroza","NYM","AA",24,82,0.357142857,1.428571428,0.19047619,0.476190476,0.333333333,0.071428571,0.142857142,0.52272727,0.27272727,0.20454545,0.16201117,146,212,358,"sa3003288"
"Jeremy Arocho","HOU","AA",25,443,0.267123287,2.094594594,0.210344827,0.534482758,0.255172413,0.162162162,0.013513513,0.40202703,0.25675676,0.34121622,0.06641469,756,1096,1852,"sa3004046"
"Austin Beck","LAD","AA",25,262,0.279069767,0.707692307,0.195652173,0.333333333,0.471014492,0.2,0.2,0.46478873,0.21830986,0.31690141,0.17756098,368,657,1025,"sa3004055"
"Jancarlos Cintron","ARI","AA",29,344,0.275471698,1.303370786,0.226415094,0.437735849,0.335849056,0.292134831,0.033707865,0.42435424,0.2103321,0.36531365,0.08729473,346,811,1157,"sa3004065"
"Jeisson Rosario","OAK","AA",24,292,0.356321839,1.808510638,0.25,0.482954545,0.267045454,0.212765957,0.063829787,0.40449438,0.19662921,0.3988764,0.10653536,423,694,1117,"sa3004146"
"Jordy Barley","WSN","AA",24,129,0.241935483,1.454545454,0.15625,0.5,0.34375,0.181818181,0.09090909,0.46153846,0.24615385,0.29230769,0.16042781,216,345,561,"sa3004148"
"Abrahan Gutierrez","PIT","AA",24,180,0.3006993,1.369565217,0.215827338,0.45323741,0.330935251,0.195652173,0,0.44055944,0.28671329,0.27272727,0.07438017,197,408,605,"sa3004263"
"Logan Warmoth","ARI","AA",28,181,0.261682242,1.46875,0.247619047,0.447619047,0.304761904,0.09375,0.03125,0.49074074,0.2962963,0.21296296,0.13772455,268,400,668,"sa3004813"
"Micael Ramirez","CLE","AA",25,160,0.3125,1.65625,0.254385964,0.46491228,0.280701754,0.34375,0.09375,0.47863248,0.1965812,0.32478632,0.0851735,234,400,634,"sa3004883"
"Lamar Sparks","MIL","AA",25,392,0.383620689,1.346666666,0.266666666,0.420833333,0.3125,0.226666666,0.133333333,0.4214876,0.23966942,0.33884298,0.15117057,518,977,1495,"sa3004932"
"Adam Hall","MIL","AA",25,208,0.365853658,1.967741935,0.233333333,0.508333333,0.258333333,0.161290322,0,0.33333333,0.25203252,0.41463415,0.11155378,298,455,753,"sa3005077"
"Tyler Dearden","MIN","AA",25,105,0.3,1.19047619,0.323529411,0.367647058,0.308823529,0.047619047,0,0.38571429,0.24285714,0.37142857,0.13972603,118,247,365,"sa3005103"
