Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Jorge Bonifacio","PHI","AA",28,49,171,198,43,18,13,0,12,31,41,24,2,41,1,2,0,1,1,0,0.251461988,"12174"
"Brock Stassi","PHI","AA",31,25,71,92,12,10,0,0,2,8,8,20,0,10,0,1,0,5,0,0,0.169014084,"12244"
"Dalton Pompey","LAA","AA",28,27,97,109,24,16,2,1,5,20,10,11,1,20,1,0,0,0,1,0,0.24742268,"12797"
"Erick Castillo","CHC","AA",28,18,57,69,13,11,1,0,1,6,11,7,0,12,3,1,1,1,0,0,0.228070175,"12990"
"Elier Hernandez","TEX","AA",26,16,57,64,13,12,1,0,0,7,7,6,0,15,1,0,0,0,2,1,0.228070175,"13750"
"Seth Mejias-Brean","BAL","AA",30,14,47,56,15,8,4,0,3,12,7,9,0,14,0,0,0,1,2,1,0.319148936,"13905"
"Joey Meneses","BOS","AA",29,50,188,207,57,24,22,1,10,31,43,12,1,35,3,4,0,5,0,1,0.303191489,"14366"
"Carlos Tocci","WSN","AA",25,18,56,58,13,12,1,0,0,3,2,0,0,10,2,0,0,2,0,0,0.232142857,"14558"
"Zack Granite","CHW","AA",28,51,195,232,44,29,7,3,5,33,24,32,0,49,2,2,1,3,7,4,0.225641025,"15343"
"Jamie Westbrook","MIL","AA",26,19,69,82,18,15,1,1,1,12,7,9,0,12,2,2,0,1,1,0,0.260869565,"15504"
"Allen Cordoba","SDP","AA",25,74,251,296,75,49,20,1,5,34,38,29,0,42,12,4,0,4,6,6,0.29880478,"15722"
"Ryder Jones","ARI","AA",27,61,226,253,68,39,18,1,10,31,38,15,0,51,6,6,0,6,2,1,0.300884955,"15982"
"Brian Navarreto","MIA","AA",26,22,85,87,15,8,3,0,4,8,5,1,0,12,1,0,0,6,0,0,0.176470588,"16398"
"Brian O'Keefe","SEA","AA",27,49,189,208,54,35,7,1,11,24,40,17,0,59,2,0,0,1,3,1,0.285714285,"16680"
"Braxton Lee","CIN","AA",27,29,113,123,24,18,5,1,0,12,13,7,0,29,2,0,1,3,2,1,0.21238938,"16839"
"Gavin Cecchini","LAA","AA",27,42,167,179,38,30,3,0,5,16,19,9,0,33,0,3,0,6,3,1,0.22754491,"17005"
"Jose Herrera","ARI","AA",24,36,126,148,35,24,4,2,5,22,25,19,1,39,1,2,0,4,3,1,0.277777777,"17040"
"Meibrys Viloria","KCR","AA",24,31,109,130,28,20,5,0,3,18,13,18,0,32,2,1,0,5,1,1,0.256880733,"17109"
"Narciso Crook","CIN","AA",25,14,54,61,13,7,3,0,3,7,13,5,0,19,2,0,0,1,1,0,0.24074074,"17473"
"Josh Lester","DET","AA",26,84,307,337,85,37,18,5,25,65,65,26,0,109,3,1,0,2,3,2,0.276872964,"17737"
"Jakson Reetz","WSN","AA",25,64,221,255,42,25,13,0,4,31,18,24,0,69,10,0,0,2,1,1,0.190045248,"17837"
"Luis Alexander Basabe","SFG","AA",24,22,68,83,14,9,3,0,2,12,9,15,0,26,0,0,0,0,5,0,0.205882352,"17839"
"Jermaine Palacios","MIN","AA",24,110,410,468,106,70,17,0,19,69,54,46,0,109,7,4,1,11,18,8,0.258536585,"18371"
"Juan Yepez","STL","AA",23,19,63,77,17,8,4,0,5,11,14,9,0,13,3,0,0,0,0,0,0.269841269,"18400"
"Brendon Davis","LAA","AA",23,30,112,131,30,17,4,1,8,25,18,18,0,34,0,1,0,1,4,0,0.267857142,"18587"
"Donny Sands","NYY","AA",25,52,194,215,49,29,10,0,10,27,27,16,0,25,3,2,0,4,2,0,0.252577319,"18603"
"Nick Plummer","STL","AA",24,90,311,376,88,54,17,4,13,52,46,53,0,108,11,1,0,2,9,8,0.282958199,"18690"
"Jose Azocar","SDP","AA",25,79,301,343,83,60,8,6,9,46,43,35,0,71,5,1,1,8,15,11,0.275747508,"18821"
"Taylor Kohlwey","SDP","AA",26,18,67,84,18,12,5,0,1,12,13,14,0,14,1,2,0,1,2,3,0.268656716,"19212"
"Stone Garrett","ARI","AA",25,103,407,443,114,69,19,1,25,65,81,20,0,118,4,4,0,4,17,5,0.28009828,"19273"
"Alex Call","CLE","AA",26,43,155,180,48,29,13,1,5,34,23,21,0,26,1,3,0,2,12,2,0.309677419,"19296"
"Lucas Erceg","MIL","AA",26,50,103,112,23,13,7,0,3,11,12,7,0,22,0,1,1,1,3,0,0.22330097,"19360"
"Trenton Brooks","CLE","AA",25,23,71,96,19,11,3,1,4,14,19,20,1,18,3,2,0,2,1,0,0.267605633,"19384"
"Andruw Monasterio","CLE","AA",24,74,265,304,77,52,14,4,7,49,51,30,0,76,4,5,0,3,6,4,0.290566037,"19455"
"Jacob Robson","DET","AA",26,18,66,82,28,15,9,2,2,17,10,14,0,21,1,0,1,0,4,1,0.424242424,"19528"
"Otto Lopez","TOR","AA",22,70,278,314,92,64,24,1,3,52,39,28,1,62,5,3,0,3,7,3,0.330935251,"19608"
"David MacKinnon","LAA","AA",26,99,365,426,104,61,30,0,13,53,65,52,0,83,6,3,0,5,2,2,0.284931506,"19625"
"Ben DeLuzio","ARI","AA",26,20,86,95,26,18,6,2,0,22,7,4,0,23,5,0,0,2,10,2,0.302325581,"19644"
"Dairon Blanco","KCR","AA",28,79,291,329,84,59,11,5,9,62,38,25,0,64,8,1,4,2,32,9,0.288659793,"19779"
"Zach Remillard","CHW","AA",27,13,44,59,13,9,2,1,1,13,7,9,0,7,5,1,0,0,4,1,0.295454545,"19788"
"Jhonny Pereda","BOS","AA",25,39,126,148,31,18,12,1,0,14,9,22,0,17,0,0,0,7,0,0,0.246031746,"19802"
"Jason Delay","PIT","AA",26,17,60,60,7,5,2,0,0,1,3,0,0,23,0,0,0,2,0,0,0.116666666,"19806"
"Chuckie Robinson","CIN","AA",26,66,210,244,52,36,8,0,8,40,24,28,0,46,6,0,0,8,2,2,0.247619047,"19824"
"Caleb Hamilton","MIN","AA",26,67,203,248,39,22,8,1,8,24,28,41,0,79,1,3,0,4,4,1,0.192118226,"19842"
"Rene Pinto","TBR","AA",24,41,153,171,37,20,9,0,8,25,25,15,0,56,3,0,0,2,2,1,0.241830065,"19859"
"Diego Castillo","NYY","AA",23,86,334,370,93,56,21,0,16,55,48,31,1,43,3,1,1,7,9,5,0.278443113,"19906"
"Anderson Tejeda","TEX","AA",23,47,175,192,35,18,8,0,9,19,20,15,0,82,1,0,1,1,2,1,0.2,"19909"
"Sandro Fabian","SFG","AA",23,89,296,314,78,49,13,1,15,37,55,11,0,57,4,2,0,5,0,0,0.263513513,"19910"
"Blake Perkins","KCR","AA",24,72,238,280,48,32,8,1,7,33,30,40,0,81,1,0,1,2,9,2,0.201680672,"19921"
"Aaron Whitefield","MIN","AA",24,111,397,451,102,80,12,4,6,62,58,42,1,112,3,7,1,8,36,12,0.256926952,"19938"
"Eguy Rosario","SDP","AA",21,114,420,481,118,72,31,3,12,65,61,49,1,109,6,5,0,6,30,14,0.28095238,"19964"
"Ryan Aguilar","MIL","AA",26,74,213,258,31,21,4,0,6,41,21,37,0,90,5,0,3,5,9,1,0.145539906,"19967"
"Miles Mastrobuoni","TBR","AA",25,55,221,249,66,45,14,2,5,34,31,27,1,43,0,1,0,2,6,3,0.298642533,"20017"
"J.C. Escarra","BAL","AA",26,37,128,158,28,19,4,1,4,26,17,22,2,35,6,2,0,1,2,0,0.21875,"20084"
"Mark Contreras","MIN","AA",26,19,67,76,18,11,4,1,2,10,11,9,0,22,0,0,0,1,3,0,0.268656716,"20122"
"J.J. Matijevic","HOU","AA",25,31,120,140,33,20,4,0,9,21,27,20,0,37,0,0,0,7,2,1,0.275,"20165"
"Miguel Vargas","LAD","AA",21,83,327,370,105,72,16,1,16,67,60,36,0,57,2,5,0,6,7,1,0.321100917,"20178"
"Gilberto Celestino","MIN","AA",22,21,84,96,21,14,5,0,2,10,7,11,0,24,1,0,0,1,0,1,0.25,"20233"
"Corey Julks","HOU","AA",25,85,338,372,97,58,23,2,14,67,36,32,3,84,1,1,0,4,15,5,0.286982248,"20311"
"Jared Young","CHC","AA",25,35,129,144,42,26,11,1,4,27,22,14,0,22,1,0,0,1,3,0,0.325581395,"20404"
"Brewer Hicklen","KCR","AA",25,107,362,424,88,54,15,3,16,70,57,52,0,132,6,2,2,6,40,4,0.243093922,"20450"
"Irving Lopez","STL","AA",26,43,149,168,35,26,4,2,3,19,19,9,0,40,5,2,3,1,2,0,0.234899328,"20463"
"Jack Larsen","SEA","AA",26,45,173,204,48,30,6,1,11,33,32,28,0,46,1,2,0,0,2,2,0.277456647,"20510"
"Mickey McDonald","OAK","AA",26,50,172,202,47,39,6,1,1,25,16,25,0,47,4,0,1,1,8,0,0.273255813,"20533"
"Jose Miranda","MIN","AA",23,47,194,218,67,46,8,0,13,36,38,17,2,25,5,2,0,5,4,2,0.345360824,"20538"
"Elehuris Montero","COL","AA",22,92,323,379,90,56,11,1,22,46,69,43,0,90,4,9,0,3,0,0,0.27863777,"20543"
"CJ Alexander","ATL","AA",24,87,304,330,60,29,17,4,10,32,31,24,0,105,1,1,0,5,14,1,0.197368421,"20557"
"Ivan Herrera","STL","AA",21,98,363,437,84,54,13,0,17,50,63,60,0,96,7,7,0,10,2,3,0.231404958,"20599"
"Carlos Perez","CHW","AA",24,107,409,441,108,72,22,1,13,46,59,25,1,45,5,2,0,18,1,0,0.264058679,"20805"
"Dermis Garcia","NYY","AA",23,109,385,443,81,38,11,1,31,58,67,52,1,168,3,3,0,4,10,2,0.21038961,"20926"
"Oscar Gonzalez","CLE","AA",23,49,188,199,62,37,12,0,13,31,41,11,1,36,0,0,0,2,1,0,0.329787234,"20970"
"Leo Rivas","CIN","AA",23,60,190,226,52,43,6,3,0,30,21,32,0,45,2,1,1,4,9,5,0.27368421,"21009"
"Trey Cabbage","MIN","AA",24,68,244,278,64,35,10,1,18,40,49,31,1,110,2,1,0,0,2,0,0.262295081,"21078"
"Alejo Lopez","CIN","AA",25,25,105,119,38,29,9,0,0,18,13,12,0,11,2,0,0,3,3,1,0.361904761,"21127"
"Tyler Payne","CHC","AA",28,59,212,234,49,30,14,1,4,26,30,17,0,66,2,3,0,4,1,0,0.231132075,"21139"
"Sean Bouchard","COL","AA",25,91,342,381,91,44,30,3,14,58,46,33,0,101,4,2,0,6,8,4,0.266081871,"21270"
"Dalton Guthrie","PHI","AA",25,47,165,184,40,30,4,2,4,17,15,15,1,41,3,0,1,4,3,2,0.242424242,"21293"
"Mark Kolozsvary","CIN","AA",25,40,146,170,34,16,12,0,6,33,26,20,0,53,4,0,0,0,0,0,0.232876712,"21304"
"Hayden Senger","NYM","AA",24,50,181,205,46,29,13,1,3,23,10,16,0,62,7,1,0,8,0,0,0.254143646,"21489"
"Brandon Lockridge","NYY","AA",24,43,174,191,57,37,10,0,10,33,24,13,0,58,3,1,0,2,13,1,0.327586206,"21496"
"Luken Baker","STL","AA",24,91,347,391,86,40,20,0,26,51,68,38,0,103,2,4,0,5,0,0,0.247838616,"21497"
"Connor Kaiser","PIT","AA",24,48,149,168,29,18,7,0,4,25,14,17,0,42,1,1,0,1,0,0,0.194630872,"21535"
"Nick Fortes","MIA","AA",24,57,195,226,49,35,10,1,3,21,23,22,0,36,5,3,0,3,5,2,0.251282051,"21538"
"Coco Montes","COL","AA",24,116,431,474,111,58,37,3,13,51,60,33,0,120,6,4,0,11,3,4,0.257540603,"21547"
"Matt Vierling","PHI","AA",24,24,87,102,30,17,6,1,6,16,16,12,0,18,1,2,0,2,5,1,0.344827586,"21558"
"Romy Gonzalez","CHW","AA",24,78,303,344,81,50,11,0,20,52,47,38,2,97,3,0,0,5,21,6,0.267326732,"21562"
"Cesar Salazar","HOU","AA",25,32,107,122,26,12,5,1,8,12,19,9,1,24,4,2,0,3,2,1,0.242990654,"21587"
"Jake McCarthy","ARI","AA",23,35,137,156,33,15,8,4,6,25,23,17,0,46,2,0,0,1,17,1,0.240875912,"21622"
"Griffin Conine","MIA","AA",23,42,159,173,28,11,4,0,13,18,25,12,0,82,2,0,0,5,0,1,0.176100628,"21626"
"Ford Proctor","TBR","AA",24,97,308,381,75,48,12,3,12,54,47,63,1,100,7,3,0,4,4,4,0.243506493,"21634"
"Miguel Amaya","CHC","AA",22,23,79,106,17,12,4,0,1,11,13,21,0,22,5,1,0,0,2,0,0.215189873,"21693"
"Oswaldo Cabrera","NYY","AA",22,109,437,478,112,58,29,1,24,61,78,36,0,118,0,3,2,4,20,5,0.256292906,"21707"
"Oneil Cruz","PIT","AA",22,62,250,273,73,41,15,5,12,51,40,20,0,64,1,1,0,3,18,3,0.292,"21711"
"Enmanuel Valdez","HOU","AA",22,23,82,98,21,10,6,0,5,11,18,13,1,22,2,1,0,4,0,1,0.25609756,"21716"
"Jose Fermin","CLE","AA",22,84,295,336,76,53,15,2,6,40,39,23,0,38,10,3,4,8,4,4,0.257627118,"21746"
"Esteury Ruiz","SDP","AA",22,84,309,353,77,49,16,2,10,52,42,28,0,73,9,2,5,3,36,7,0.249190938,"21780"
"Sherten Apostel","TEX","AA",22,42,148,167,35,20,9,0,6,20,20,17,0,52,1,1,0,4,0,0,0.236486486,"21794"
"Jonathan Aranda","TBR","AA",23,79,274,322,89,55,19,5,10,53,58,33,0,63,10,5,0,5,4,2,0.324817518,"21837"
"Freddy Fermin","KCR","AA",26,73,269,303,75,51,13,1,10,45,45,29,0,50,4,1,0,7,1,1,0.278810408,"21840"
"Carlos Cortes","NYM","AA",24,79,304,346,78,37,26,1,14,50,57,35,0,85,2,5,0,6,1,2,0.256578947,"21842"
"Will Benson","CLE","AA",23,80,262,332,58,26,13,5,14,63,42,60,1,104,5,2,1,0,14,3,0.221374045,"21853"
"Bo Naylor","CLE","AA",21,87,313,356,59,35,13,1,10,41,44,37,1,112,3,1,1,3,10,0,0.188498402,"21865"
"Jerar Encarnacion","MIA","AA",23,63,230,260,51,29,12,1,9,24,28,24,0,99,5,1,0,6,5,5,0.22173913,"21871"
"Christopher Morel","CHC","AA",22,101,368,417,81,42,17,5,17,59,64,41,0,124,3,5,0,8,16,3,0.220108695,"21897"
"Rodolfo Castro","PIT","AA",22,72,285,312,69,42,14,1,12,43,47,19,1,72,4,4,0,6,7,4,0.242105263,"21987"
"Grant Koch","PIT","AA",24,16,54,56,7,4,2,0,1,4,4,2,0,13,0,0,0,0,0,0,0.129629629,"22045"
"Dane Myers","DET","AA",25,27,97,104,27,18,5,1,3,8,14,4,0,27,1,1,1,1,0,1,0.278350515,"22054"
"Steele Walker","TEX","AA",24,63,239,266,61,39,10,2,10,39,40,22,0,45,3,2,0,4,8,2,0.255230125,"22093"
"Nick Pratto","KCR","AA",22,61,221,275,60,28,13,4,15,44,43,46,1,80,5,3,0,1,7,5,0.271493212,"22117"
