Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Yefri Perez","MIA","AA",26,76,248,293,42,30,6,6,0,31,15,37,0,57,1,0,7,3,10,4,0.169354838,"12090"
"Beau Taylor","OAK","AA",27,21,68,78,21,14,4,1,2,10,7,9,0,17,0,1,0,1,0,0,0.308823529,"12384"
"Jason Krizan","DET","AA",28,14,56,66,22,14,4,0,4,10,14,8,0,3,0,2,0,0,2,1,0.392857142,"12394"
"Raffy Lopez","TOR","AA",29,14,42,50,11,5,1,1,4,7,11,8,0,15,0,0,0,1,0,0,0.261904761,"12606"
"Dillon Thomas","COL","AA",24,83,271,302,62,41,14,1,6,33,37,23,1,101,6,2,0,1,9,5,0.228782287,"12719"
"Michael Perez","ARI","AA",24,80,262,302,73,45,23,0,5,29,39,35,2,61,2,2,1,2,0,2,0.278625954,"12977"
"Erick Castillo","CHC","AA",24,66,204,230,50,39,10,0,1,17,20,19,1,43,3,2,2,7,0,0,0.245098039,"12990"
"Mitch Walding","PHI","AA",24,99,351,401,83,39,15,4,25,52,62,44,0,127,4,2,0,5,1,1,0.236467236,"13006"
"Jose Briceno","LAA","AA",24,92,351,378,68,45,12,2,9,34,41,23,1,73,0,2,2,9,7,2,0.193732193,"13151"
"Tyler Goeddel","CIN","AA",24,62,214,256,52,31,15,1,5,30,21,33,2,44,9,0,0,2,9,3,0.242990654,"13180"
"Michael Reed","MIL","AA",24,54,168,205,35,25,3,0,7,25,17,35,0,59,1,1,0,2,5,4,0.208333333,"13228"
"Jacob Wilson","STL","AA",26,129,432,503,107,69,20,1,17,63,66,50,2,97,12,8,1,10,2,3,0.247685185,"13254"
"Peter O'Brien","TEX","AA",26,48,168,187,35,14,12,0,9,24,27,18,0,84,1,0,0,4,0,0,0.208333333,"13288"
"Spencer Kieboom","WSN","AA",26,19,60,70,11,4,5,0,2,6,6,10,0,13,0,0,0,2,0,0,0.183333333,"13300"
"Oscar Hernandez","ARI","AA",23,67,233,255,46,27,11,0,8,23,21,17,0,58,2,1,2,6,0,0,0.197424892,"13490"
"Humberto Arteaga","KCR","AA",23,124,453,490,117,101,12,3,1,47,35,25,2,65,4,4,4,6,4,4,0.258278145,"13595"
"Terrance Gore","KCR","AA",26,19,59,62,15,14,1,0,0,9,1,2,0,13,0,0,1,1,8,0,0.254237288,"13658"
"Jack Lopez","KCR","AA",24,95,363,398,102,83,12,2,5,42,29,20,2,86,8,0,7,2,19,7,0.280991735,"13663"
"Tyrone Taylor","MIL","AA",23,25,85,95,21,13,6,1,1,15,6,8,0,18,1,1,0,1,2,1,0.247058823,"13675"
"Elier Hernandez","KCR","AA",22,16,62,70,21,16,4,0,1,8,10,4,0,14,2,1,1,1,0,3,0.338709677,"13750"
"Tomas Nido","NYM","AA",23,102,367,404,85,57,19,1,8,41,60,30,0,63,1,6,0,27,0,0,0.231607629,"13755"
"Eric Stamets","CLE","AA",25,14,40,50,13,8,3,1,1,7,5,8,0,13,0,1,1,0,2,0,0.325,"13795"
"Alex D. Mejia","STL","AA",26,63,227,251,57,37,17,0,3,24,24,16,1,36,3,3,2,7,1,1,0.251101321,"13877"
"Seth Mejias-Brean","SEA","AA",26,74,291,323,78,65,8,2,3,31,42,22,1,71,6,4,0,8,4,1,0.268041237,"13905"
"Sherman Johnson","LAA","AA",26,32,108,126,32,24,6,0,2,14,18,15,1,22,2,0,1,2,2,1,0.296296296,"13906"
"Eric Haase","CLE","AA",24,95,333,381,86,38,17,5,26,59,59,44,0,116,3,1,0,5,4,2,0.258258258,"14111"
"Tim Lopes","TOR","AA",23,128,469,526,127,89,27,4,7,49,50,49,1,86,2,6,0,9,19,9,0.270788912,"14137"
"Jose Rondon","SDP","AA",23,51,215,234,63,44,12,3,4,30,28,16,0,43,1,1,1,7,2,1,0.293023255,"14140"
"Andrew Velazquez","TBR","AA",22,108,374,414,88,58,17,4,9,49,37,30,0,112,3,0,6,6,18,9,0.235294117,"14196"
"Alfredo Gonzalez","CHW","AA",24,71,216,249,45,34,6,1,4,22,24,29,0,41,2,1,1,5,4,4,0.208333333,"14267"
"Anthony Alford","TOR","AA",22,68,245,289,76,57,14,0,5,41,24,35,2,45,6,2,1,4,18,3,0.310204081,"14329"
"Joey Meneses","ATL","AA",25,108,360,401,105,83,13,0,9,44,45,38,0,81,1,1,1,11,0,0,0.291666666,"14366"
"Harold Ramirez","TOR","AA",22,121,444,490,118,91,19,2,6,46,53,32,2,65,6,5,2,14,5,3,0.265765765,"14387"
"Joe Hudson","CIN","AA",26,75,217,250,37,21,15,0,1,14,16,29,1,50,0,0,4,8,0,0,0.170506912,"14412"
"Henry Urrutia","BOS","AA",30,63,211,236,60,44,13,0,3,30,29,23,0,49,2,0,0,2,4,2,0.284360189,"14441"
"Scott Heineman","TEX","AA",24,117,468,529,133,91,26,7,9,82,44,50,0,121,9,2,0,15,12,9,0.284188034,"14453"
"Jake Cave","NYY","AA",24,31,128,140,34,14,13,2,5,19,18,10,0,33,0,1,1,4,1,0,0.265625,"14477"
"Luis Marte","TEX","AA",23,47,169,178,39,25,7,1,6,19,25,5,0,23,0,3,1,3,3,3,0.23076923,"14515"
"Gabriel Guerrero","CIN","AA",23,132,501,543,137,102,24,4,7,61,50,34,4,103,3,5,0,14,3,7,0.273453093,"14528"
"Anthony Santander","BAL","AA",22,15,50,59,19,9,5,0,5,13,14,7,1,9,1,1,0,0,0,0,0.38,"14551"
"Wyatt Mathisen","PIT","AA",23,114,375,430,102,79,16,2,5,43,31,44,1,75,7,3,1,13,3,2,0.272,"14555"
"Carlos Tocci","PHI","AA",21,113,430,474,132,104,19,7,2,59,48,29,0,66,10,3,2,12,4,5,0.306976744,"14558"
"Franmil Reyes","SDP","AA",21,135,507,566,131,78,27,1,25,79,102,48,4,134,3,8,0,18,4,4,0.258382642,"14566"
"David Bote","CHC","AA",24,127,470,536,128,81,30,3,14,65,59,49,3,101,12,4,0,11,5,2,0.272340425,"14593"
"Webster Rivas","SDP","AA",26,39,136,149,39,28,9,1,1,21,23,12,0,35,0,1,0,9,0,0,0.286764705,"14636"
"Tzu-Wei Lin","BOS","AA",23,48,159,184,48,31,9,3,5,31,19,20,0,27,1,2,2,0,8,2,0.301886792,"14678"
"Harold Castro","DET","AA",23,106,414,449,120,99,16,4,1,51,30,18,0,53,6,5,6,9,20,9,0.289855072,"14691"
"Dawel Lugo","DET","AA",22,131,516,557,143,98,27,5,13,58,65,33,1,72,3,5,0,15,3,1,0.277131782,"14713"
"Yu Chang","CLE","AA",21,126,440,508,97,44,24,5,24,72,66,52,0,134,9,5,2,7,11,4,0.220454545,"14773"
"Kyle Farmer","LAD","AA",26,33,124,141,42,32,7,0,3,21,18,16,1,13,0,1,0,6,1,0,0.338709677,"14813"
"Mike Yastrzemski","BAL","AA",26,20,83,94,32,19,6,1,6,20,19,9,0,17,0,2,0,2,1,1,0.385542168,"14854"
"Zach Green","PHI","AA",23,15,45,51,10,7,2,0,1,3,5,3,0,20,2,1,0,1,0,0,0.222222222,"14973"
"Dom Nunez","COL","AA",22,95,297,364,60,38,10,1,11,37,28,53,2,83,8,3,3,0,7,1,0.202020202,"15055"
"Jonathan Davis","TOR","AA",25,128,446,546,111,77,20,4,10,75,45,69,0,110,13,6,11,4,20,14,0.248878923,"15104"
"Ryan McMahon","COL","AA",22,49,181,205,59,35,16,2,6,28,32,20,2,39,1,3,0,3,7,0,0.32596685,"15112"
"Tim Locastro","LAD","AA",24,96,368,420,105,72,21,4,8,69,31,22,1,56,26,2,1,2,22,5,0.285326086,"15124"
"Ian Miller","SEA","AA",25,83,344,384,112,87,18,3,4,63,29,28,0,69,6,4,2,2,30,4,0.325581395,"15156"
"Josh VanMeter","CIN","AA",22,132,475,538,121,86,29,1,5,45,54,53,5,100,1,7,1,12,15,3,0.254736842,"15170"
"Austin Wynns","BAL","AA",26,105,370,434,104,74,19,1,10,54,46,52,0,64,7,3,2,15,1,0,0.281081081,"15271"
"Frank Schwindel","KCR","AA",25,34,137,147,48,29,13,0,6,17,25,6,2,17,1,3,0,4,0,0,0.350364963,"15351"
"Jack Mayfield","HOU","AA",26,70,270,291,78,46,16,2,14,39,44,17,1,57,1,3,0,9,7,2,0.288888888,"15402"
"Engelb Vielma","MIN","AA",23,34,119,141,34,29,5,0,0,7,18,14,0,13,2,3,3,2,1,3,0.285714285,"15481"
"Aristides Aquino","CIN","AA",23,131,459,504,99,56,20,6,17,54,56,39,4,145,4,2,0,13,9,3,0.215686274,"15482"
"Victor Reyes","ARI","AA",22,126,479,516,140,102,29,5,4,59,51,27,2,80,3,3,4,10,18,9,0.292275574,"15487"
"Justin Williams","TBR","AA",21,96,366,409,110,72,21,3,14,53,72,37,4,69,2,4,0,11,6,2,0.300546448,"15490"
"Abiatal Avelino","NYY","AA",22,69,230,249,62,43,12,4,3,35,28,14,0,33,2,2,1,4,4,0,0.269565217,"15496"
"Jamie Westbrook","ARI","AA",22,104,377,409,100,70,19,3,8,38,55,16,1,43,8,5,0,15,2,2,0.265251989,"15504"
"Joseph Odom","ATL","AA",25,25,57,62,17,13,3,0,1,5,8,3,1,16,0,0,2,4,0,0,0.298245614,"15535"
"Mike Ford","NYY","AA",24,101,335,417,91,58,19,1,13,61,65,76,5,56,4,2,0,10,1,0,0.271641791,"15585"
"Jacob Hannemann","CHC","AA",26,34,122,141,22,11,9,1,1,17,6,14,1,44,4,0,1,2,6,3,0.180327868,"15644"
"Billy McKinney","NYY","AA",22,69,232,276,58,32,16,4,6,34,29,30,0,45,5,7,2,6,2,1,0.25,"15654"
"Reese McGuire","TOR","AA",22,34,115,136,32,20,5,1,6,19,20,16,1,19,1,2,2,4,2,1,0.278260869,"15674"
"Raudy Read","WSN","AA",23,108,411,442,109,66,25,1,17,44,61,27,0,79,2,2,0,9,2,0,0.265206812,"15766"
"Jose Marmolejos","WSN","AA",24,107,400,454,115,79,18,4,14,68,66,44,2,79,5,5,0,8,0,2,0.2875,"15767"
"Erick Mejia","LAD","AA",22,102,356,403,103,76,17,3,7,61,30,37,1,78,2,3,5,3,25,4,0.289325842,"15817"
"Johnny Davis","MIL","AA",27,133,505,553,133,110,12,6,5,63,30,36,1,119,3,1,8,6,52,12,0.263366336,"15830"
"Miguel Andujar","NYY","AA",22,67,253,272,79,48,23,1,7,30,52,12,0,38,2,5,0,7,2,3,0.312252964,"15878"
"Austin Nola","MIA","AA",27,54,168,197,42,33,7,0,2,21,25,25,0,26,2,1,1,9,3,2,0.25,"15941"
"Travis Demeritte","ATL","AA",22,124,458,511,106,64,21,6,15,62,45,49,0,134,1,2,1,9,5,7,0.231441048,"15958"
"Ivan Castillo","CLE","AA",22,28,69,87,14,10,3,0,1,10,8,10,0,13,2,1,5,1,1,2,0.20289855,"15971"
"Deivy Grullon","PHI","AA",21,23,83,89,19,12,3,0,4,10,13,5,0,19,0,1,0,3,0,0,0.228915662,"15988"
"Stevie Wilkerson","BAL","AA",25,71,245,273,72,53,13,0,6,34,30,20,2,53,4,2,2,6,5,2,0.293877551,"16041"
"Mark Payton","NYY","AA",25,14,56,59,10,6,1,3,0,6,1,2,0,16,0,1,0,2,0,1,0.178571428,"16042"
"Mike Gerber","DET","AA",24,92,350,394,102,65,22,2,13,62,45,39,0,85,2,3,0,2,10,6,0.291428571,"16115"
"Kevin Cron","ARI","AA",24,138,515,588,146,86,35,0,25,76,91,56,4,134,8,9,0,8,1,0,0.283495145,"16211"
"J.D. Davis","HOU","AA",24,87,351,388,98,59,18,0,21,49,60,31,1,90,3,3,0,8,5,2,0.279202279,"16219"
"Alex Blandino","CIN","AA",24,62,197,236,51,23,22,0,6,31,31,32,0,49,5,1,1,6,3,4,0.258883248,"16271"
"Michael Hermosillo","LAA","AA",22,77,278,340,69,50,13,2,4,40,26,40,0,73,12,5,5,4,21,9,0.248201438,"16285"
"Nick Ciuffo","TBR","AA",22,102,371,417,91,54,29,1,7,42,42,42,3,95,0,4,0,9,2,0,0.245283018,"16291"
"Yairo Munoz","OAK","AA",22,47,190,207,60,34,17,3,6,35,26,10,1,35,1,3,1,5,12,1,0.315789473,"16313"
"Nick Gordon","MIN","AA",21,122,519,578,140,94,29,8,9,80,66,53,2,134,4,2,0,12,13,7,0.269749518,"16337"
"Pablo Reyes","PIT","AA",23,115,420,483,115,81,21,3,10,62,50,51,1,70,4,3,5,5,21,14,0.273809523,"16357"
"Oscar Mercado","STL","AA",22,120,477,523,137,100,20,4,13,76,46,32,2,112,9,4,1,3,38,19,0.28721174,"16375"
"Brian Navarreto","MIN","AA",22,29,102,117,21,17,2,0,2,11,10,9,0,18,2,1,2,8,0,0,0.205882352,"16398"
"Francisco Mejia","CLE","AA",21,92,347,383,103,66,21,2,14,52,52,24,1,53,5,6,1,7,7,2,0.296829971,"16403"
"Domingo Leyba","ARI","AA",21,17,58,64,16,10,4,0,2,11,9,5,0,6,1,0,0,1,0,0,0.275862068,"16404"
"Richard Urena","TOR","AA",21,129,510,551,126,82,36,3,5,44,60,30,2,100,1,7,3,8,0,1,0.247058823,"16411"
"Jordan Luplow","PIT","AA",23,73,254,288,73,42,15,0,16,45,37,29,2,45,4,1,0,5,1,3,0.287401574,"16424"
"Thairo Estrada","NYY","AA",21,122,495,542,149,120,19,4,6,72,48,34,0,56,8,4,1,8,8,11,0.301010101,"16426"
"Jason Martin","HOU","AA",21,79,300,320,82,44,24,3,11,38,37,19,0,82,1,0,0,0,7,6,0.273333333,"16429"
"Ryan O'Hearn","KCR","AA",23,19,66,76,17,11,1,1,4,7,11,10,1,20,0,0,0,2,0,0,0.257575757,"16442"
"Jacob Nottingham","MIL","AA",22,101,325,385,68,36,21,2,9,37,48,37,4,87,20,2,1,11,7,3,0.209230769,"16448"
"Luis Guillorme","NYM","AA",22,128,481,558,136,115,20,0,1,70,43,72,0,55,1,2,2,10,4,3,0.282744282,"16451"
"Isiah Kiner-Falefa","TEX","AA",22,129,513,570,148,109,31,3,5,58,48,41,0,72,10,4,1,13,17,6,0.288499025,"16512"
"Ryan McBroom","NYY","AA",25,134,486,548,120,80,24,0,16,56,70,43,1,112,14,5,0,20,1,3,0.24691358,"16524"
"Mauricio Dubon","MIL","AA",22,71,268,304,74,58,14,0,2,34,24,25,1,42,1,2,5,7,31,9,0.276119402,"16530"
"Danny Jansen","TOR","AA",22,52,179,210,52,34,15,1,2,23,20,22,2,19,5,3,1,5,1,0,0.290502793,"16535"
"Shed Long Jr.","CIN","AA",21,42,141,160,32,21,6,2,3,13,14,19,0,31,0,0,0,1,3,1,0.226950354,"16542"
"Connor Joe","ATL","AA",24,94,294,343,65,44,12,4,5,31,34,40,3,58,4,3,2,5,2,5,0.221088435,"16572"
"Luis Urias","SDP","AA",20,118,442,526,131,104,20,4,3,77,38,68,4,65,8,2,6,9,7,5,0.29638009,"16622"
"Greg Allen","CLE","AA",24,71,258,303,68,49,16,1,2,37,24,22,0,55,13,6,4,1,21,2,0.263565891,"16623"
"Jason Vosler","CHC","AA",23,129,452,531,109,68,18,2,21,70,81,53,2,120,20,6,0,5,1,1,0.241150442,"16686"
"Jose Trevino","TEX","AA",24,105,402,423,97,78,12,0,7,39,42,19,1,44,0,1,1,16,1,2,0.241293532,"16725"
"Brian O'Grady","CIN","AA",25,66,169,210,28,15,4,2,7,23,21,34,3,59,2,3,2,1,7,0,0.165680473,"16729"
"Braxton Lee","MIA","AA",23,127,476,561,147,120,21,3,3,81,37,65,6,104,5,4,11,5,20,13,0.308823529,"16839"
"John Nogowski","STL","AA",24,59,207,238,61,47,12,0,2,32,21,27,0,25,2,2,0,7,2,0,0.29468599,"16852"
"Joshua Fuentes","COL","AA",24,122,414,450,127,77,28,7,15,48,72,24,1,92,6,2,4,4,8,5,0.306763285,"16885"
"Aramis Garcia","SFG","AA",24,22,78,89,22,10,12,0,0,11,8,9,0,21,1,1,0,5,0,0,0.282051282,"16925"
"Chadwick Tromp","CIN","AA",22,36,113,129,23,19,4,0,0,6,10,14,1,15,2,0,0,5,1,0,0.203539823,"16953"
"Eddy Alvarez","CHW","AA",27,92,329,398,77,55,16,2,4,45,32,55,0,73,4,4,6,4,7,5,0.234042553,"16959"
"Gleyber Torres","NYY","AA",20,32,121,139,33,17,10,1,5,22,18,17,0,21,1,0,0,4,5,4,0.272727272,"16997"
"Magneuris Sierra","STL","AA",21,81,327,353,88,66,18,3,1,32,35,20,0,59,2,2,2,1,17,5,0.269113149,"17023"
"Grayson Greiner","DET","AA",24,98,328,371,79,44,20,1,14,34,42,38,0,72,3,2,0,16,0,0,0.240853658,"17062"
"Miguel Gomez","SFG","AA",24,78,308,322,94,65,19,2,8,43,38,12,0,36,0,1,1,15,0,0,0.305194805,"17075"
"Ramon Laureano","HOU","AA",22,123,463,513,105,67,21,6,11,65,55,40,0,110,8,2,0,11,24,5,0.226781857,"17128"
"Jorge Mateo","NYY","AA",22,60,257,287,76,44,14,10,8,51,46,24,0,65,2,3,1,0,24,10,0.295719844,"17273"
"Alex Jackson","ATL","AA",21,30,110,120,28,19,4,0,5,12,20,10,1,32,0,0,0,5,0,0,0.254545454,"17276"
"Bobby Bradley","CLE","AA",21,131,467,532,117,66,25,3,23,66,89,55,2,122,4,5,1,11,3,3,0.250535331,"17278"
"Javy Guerra","SDP","AA",21,39,132,145,28,19,6,0,3,18,15,8,1,46,1,0,4,1,0,3,0.212121212,"17292"
"Michael Chavis","BOS","AA",21,67,248,274,62,30,18,0,14,39,39,20,2,56,3,3,0,7,1,0,0.25,"17321"
"Cole Tucker","PIT","AA",20,42,167,194,43,32,4,5,2,25,18,21,2,31,3,1,2,1,11,3,0.257485029,"17326"
"Rafael Devers","BOS","AA",20,77,287,320,86,46,19,3,18,48,56,31,4,55,1,1,0,8,0,3,0.299651567,"17350"
"Troy Stokes Jr.","MIL","AA",21,35,135,153,34,19,9,0,6,19,18,16,0,34,1,1,0,4,9,3,0.251851851,"17478"
"Eloy Jimenez","CHW","AA",20,18,68,73,24,16,5,0,3,11,7,5,1,16,0,0,0,1,1,1,0.352941176,"17484"
"Taylor Ward","LAA","AA",23,33,119,145,34,28,3,0,3,14,19,22,0,17,2,2,0,5,0,0,0.285714285,"17548"
"Blake Trahan","CIN","AA",23,136,455,526,101,81,18,0,2,55,27,52,4,82,7,1,11,9,12,7,0.221978021,"17588"
"Myles Straw","HOU","AA",22,13,46,54,11,11,0,0,0,9,3,7,0,9,0,0,1,1,2,0,0.239130434,"17620"
"Kevin Kramer","PIT","AA",23,53,202,234,60,34,17,3,6,31,27,17,2,50,12,3,0,4,7,2,0.297029702,"17689"
"Kevin Newman","PIT","AA",23,82,343,375,89,65,18,2,4,42,30,22,1,40,4,2,3,6,4,2,0.259475218,"17696"
"Matt Beaty","LAD","AA",24,116,438,481,143,96,31,1,15,61,69,35,1,54,4,4,0,10,3,3,0.326484018,"17710"
"Christin Stewart","DET","AA",23,136,485,555,124,64,29,3,28,67,86,56,1,138,6,8,0,4,3,0,0.255670103,"17714"
"Richie Martin","OAK","AA",22,86,286,325,64,47,11,3,3,43,27,24,0,57,11,3,1,6,12,3,0.223776223,"17736"
"Chris Shaw","SFG","AA",23,37,133,154,40,24,10,0,6,16,29,18,2,26,2,1,0,5,0,0,0.300751879,"17738"
"Max Schrock","OAK","AA",22,106,417,457,134,107,19,1,7,55,46,34,0,42,5,1,0,7,4,2,0.321342925,"17750"
"DJ Stewart","BAL","AA",23,126,457,540,127,78,26,2,21,80,79,65,1,87,12,6,0,10,20,4,0.277899343,"17766"
"Braden Bishop","SEA","AA",23,31,125,145,42,31,9,1,1,18,11,15,1,15,3,1,1,6,6,1,0.336,"17806"
"Drew Jackson","LAD","AA",23,29,111,130,26,19,5,1,1,22,10,11,0,28,8,0,0,0,7,2,0.234234234,"17807"
"Brendan Rodgers","COL","AA",20,38,150,164,39,28,5,0,6,20,17,8,0,36,6,0,0,6,0,2,0.26,"17907"
"Cedric Mullins","BAL","AA",22,76,309,350,82,49,19,1,13,53,37,27,1,58,0,6,4,2,9,7,0.265372168,"17929"
"Andrew Stevenson","WSN","AA",23,20,80,91,28,22,5,1,0,14,12,11,1,19,0,0,0,0,1,3,0.35,"17932"
"Scott Kingery","PHI","AA",23,69,278,317,87,46,18,5,18,62,44,28,2,51,4,4,3,4,19,3,0.31294964,"17975"
"Ty France","SDP","AA",22,97,363,402,100,74,20,1,5,42,39,22,0,68,15,2,0,14,1,0,0.275482093,"17982"
"David Fletcher","LAA","AA",23,64,243,272,67,51,14,1,1,32,22,21,1,30,4,2,2,8,12,5,0.275720164,"17992"
"Mark Mathias","CLE","AA",22,35,104,125,22,15,5,1,1,17,13,13,0,34,6,2,0,3,4,0,0.211538461,"18032"
"Jake Cronenworth","TBR","AA",23,38,158,180,45,38,6,0,1,15,20,19,0,19,1,1,0,4,1,1,0.284810126,"18036"
"Dylan Moore","ATL","AA",24,122,421,482,87,65,15,0,7,49,42,45,1,96,7,4,5,4,10,8,0.206650831,"18042"
"Kyle Garlick","LAD","AA",25,74,268,305,64,38,9,0,17,45,42,30,1,78,4,3,0,11,1,0,0.23880597,"18063"
"Garrett Stubbs","HOU","AA",24,75,263,300,62,45,13,0,4,36,25,32,0,44,3,1,1,9,8,0,0.235741444,"18067"
"Nathan Lukes","TBR","AA",22,98,359,404,97,74,15,5,3,46,35,32,1,71,3,6,4,5,6,8,0.270194986,"18123"
"LaMonte Wade Jr.","MIN","AA",23,117,424,519,124,92,22,3,7,74,67,76,5,71,5,11,3,10,9,2,0.29245283,"18126"
"Kevin Kaczmarski","NYM","AA",25,128,453,531,124,96,18,5,5,66,52,60,3,84,10,4,4,6,15,8,0.273730684,"18146"
"Nick Dini","KCR","AA",23,64,216,245,67,56,9,0,2,22,25,17,1,26,9,2,1,9,8,2,0.310185185,"18206"
"Brett Sullivan","TBR","AA",23,24,92,96,25,20,5,0,0,12,7,3,0,11,1,0,0,0,4,0,0.27173913,"18217"
"Austin Dean","MIA","AA",23,61,234,251,66,44,14,4,4,29,30,14,0,46,1,2,0,3,3,1,0.282051282,"18288"
"Brian Anderson","MIA","AA",24,87,311,361,78,47,14,3,14,53,55,36,0,71,9,5,0,10,1,1,0.250803858,"18289"
"Edwin Rios","LAD","AA",23,77,306,332,97,61,21,0,15,47,62,17,6,69,5,4,0,8,1,1,0.316993464,"18316"
"Kyle Tucker","HOU","AA",20,72,287,318,76,38,21,1,16,39,47,22,2,64,5,3,0,5,8,4,0.264808362,"18345"
"Austin Riley","ATL","AA",20,48,178,203,56,38,9,1,8,28,27,20,0,50,3,2,0,3,2,0,0.314606741,"18360"
"Victor Robles","WSN","AA",20,37,139,158,45,29,12,1,3,24,14,12,0,22,4,0,3,0,11,3,0.323741007,"18363"
"Ryan Mountcastle","BAL","AA",20,39,153,159,34,18,13,0,3,18,15,3,0,35,1,2,0,2,0,0,0.222222222,"18373"
"Joe McCarthy","TBR","AA",23,127,454,554,129,83,31,8,7,76,56,90,2,94,7,2,0,6,20,5,0.284140969,"18399"
"Ronald Acuna Jr.","ATL","AA",19,57,221,243,72,48,14,1,9,29,30,18,0,56,1,3,0,6,19,11,0.325791855,"18401"
"Jared Walsh","LAA","AA",23,20,69,74,16,10,3,0,3,7,9,3,0,29,1,0,1,0,1,0,0.231884057,"18607"
"Andy Ibanez","TEX","AA",24,82,310,345,82,58,14,2,8,33,29,25,0,48,3,3,4,5,6,1,0.264516129,"18819"
"Josh Naylor","SDP","AA",20,42,156,175,39,28,9,0,2,18,19,16,0,36,1,2,0,2,2,1,0.25,"18839"
"Brandon Lowe","TBR","AA",22,24,95,101,24,16,5,1,2,8,12,2,0,26,1,2,1,0,1,1,0.252631578,"18882"
"Danny Mendick","CHW","AA",23,41,147,165,29,21,5,0,3,14,21,17,0,27,0,0,1,2,1,2,0.197278911,"18889"
"Yusniel Diaz","LAD","AA",20,31,108,118,36,25,8,0,3,15,13,10,0,29,0,0,0,2,2,5,0.333333333,"18905"
"Lourdes Gurriel Jr.","TOR","AA",23,46,170,185,41,27,10,0,4,20,28,10,0,30,2,3,0,7,2,0,0.24117647,"19238"
"Jose Miguel Fernandez","LAD","AA",29,90,333,369,102,70,16,0,16,47,64,24,0,33,9,3,0,14,0,2,0.306306306,"19254"
"Adolis Garcia","STL","AA",24,84,309,342,88,53,23,0,12,43,55,26,2,77,2,5,0,6,12,8,0.284789644,"19287"
"Randy Arozarena","STL","AA",22,51,163,195,41,27,10,1,3,34,9,27,0,34,3,1,1,8,8,3,0.251533742,"19290"
"Nick Senzel","CIN","AA",22,57,209,235,71,46,14,1,10,40,34,26,0,43,0,0,0,3,5,4,0.339712918,"19293"
"Nick Solak","NYY","AA",22,30,119,132,34,22,9,1,2,16,9,10,0,24,1,1,1,2,1,1,0.285714285,"19294"
"Matt Thaiss","LAA","AA",22,49,178,221,52,37,14,0,1,29,25,37,3,50,2,4,0,3,4,3,0.292134831,"19318"
"Jose Rojas","LAA","AA",24,44,172,185,39,25,9,1,4,16,20,6,1,35,3,4,0,3,0,1,0.226744186,"19331"
"Yadiel Hernandez","WSN","AA",29,120,397,460,116,82,21,1,12,57,59,56,3,66,1,3,3,12,5,2,0.292191435,"19334"
"Nicky Lopez","KCR","AA",22,59,232,253,60,53,6,1,0,26,11,16,0,29,2,0,3,4,7,4,0.258620689,"19339"
"Sean Murphy","OAK","AA",22,53,191,217,40,29,7,0,4,25,22,21,0,34,1,2,2,9,0,0,0.209424083,"19352"
