Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Jorge Bonifacio","PHI","AA",28,198,0.121212121,0.207070707,0.585365853,0.251461988,0.343434343,0.538011695,0.881446038,0.286549707,3.0912165856758467,0.258333333,0.09556851349771023,33.26065579606551,8.167686020865617,0.372209900191852,127.18346824401115,"12174"
"Brock Stassi","PHI","AA",31,92,0.217391304,0.108695652,2,0.169014084,0.347826086,0.253521126,0.601347212,0.084507042,0.76785714,0.166666666,-0.07641328498721123,9.593505250086148,-2.065854443441074,0.2955375715442326,77.27253054011523,"12244"
"Dalton Pompey","LAA","AA",28,109,0.100917431,0.183486238,0.55,0.24742268,0.330275229,0.443298969,0.773574198,0.195876289,6.33790869184762,0.263888888,0.17000626667868346,15.046692760798628,1.7270376106235326,0.3401493943399853,115.43034691424305,"12797"
"Erick Castillo","CHC","AA",28,69,0.101449275,0.173913043,0.583333333,0.228070175,0.338235294,0.298245614,0.636480908,0.070175439,1.1625939775,0.266666666,-0.023328461567871273,7.341728288660749,-1.0899800174133931,0.3009087390759412,85.36133943557137,"12990"
"Elier Hernandez","TEX","AA",26,64,0.09375,0.234375,0.4,0.228070175,0.3125,0.245614035,0.558114035,0.01754386,4.231746591323415,0.309523809,-0.0718864452210255,4.952643524324278,-3.393893112028261,0.2712377281859517,59.91996659412384,"13750"
"Seth Mejias-Brean","BAL","AA",30,56,0.160714285,0.25,0.642857142,0.319148936,0.428571428,0.59574468,1.024316108,0.276595744,4.674309470858557,0.4,-0.08262776769697666,12.546029894816177,5.44902834223439,0.43967187830380033,168.54606323943722,"13905"
"Joey Meneses","BOS","AA",29,207,0.057971014,0.169082125,0.342857142,0.303191489,0.347826086,0.590425531,0.938251617,0.287234042,3.1948143556547617,0.319727891,-0.536117073148489,38.29207817947994,12.058518869043688,0.39267335441506024,143.45734312640153,"14366"
"Carlos Tocci","WSN","AA",25,58,0,0.172413793,0,0.232142857,0.258620689,0.25,0.508620689,0.017857143,0.9601648275000001,0.282608695,-0.035659532994031906,3.023373996989948,-4.327091896755475,0.23277304912435598,42.528960878930086,"14558"
"Zack Granite","CHW","AA",28,232,0.137931034,0.211206896,0.653061224,0.225641025,0.337662337,0.369230769,0.706893106,0.143589744,6.583050603251513,0.272727272,-0.36642069614026695,28.679089038197194,0.3289973424116694,0.32225825311817646,100.30204353354699,"15343"
"Jamie Westbrook","MIL","AA",26,82,0.109756097,0.146341463,0.75,0.260869565,0.353658536,0.347826086,0.701484622,0.086956521,6.351312010323247,0.293103448,0.17111714580096304,10.085988893941705,0.06569786353475374,0.3214931902362079,101.44580877480938,"15504"
"Allen Cordoba","SDP","AA",25,296,0.097972972,0.141891891,0.69047619,0.29880478,0.391891891,0.446215139,0.83810703,0.147410359,3.776827426700227,0.336538461,-1.608252676553093,49.475847179521054,10.87311523639056,0.3785061725490802,135.36081387800587,"15722"
"Ryder Jones","ARI","AA",27,253,0.059288537,0.201581027,0.294117647,0.300884955,0.351778656,0.522123893,0.873902549,0.221238938,3.7576681348865657,0.339181286,-0.11129088350571692,42.20005940449223,9.205156763911098,0.37808853953252197,111.29749271052167,"15982"
"Brian Navarreto","MIA","AA",26,87,0.011494252,0.137931034,0.083333333,0.176470588,0.195402298,0.352941176,0.548343474,0.176470588,1.60119047125,0.159420289,-0.011108791222795844,4.860344716666814,-5.770939669252757,0.23823540786216998,44.64780027856807,"16398"
"Brian O'Keefe","SEA","AA",27,208,0.081730769,0.283653846,0.288135593,0.285714285,0.350961538,0.507936507,0.858898045,0.222222222,4.112856248942004,0.361344537,0.0944756226381287,34.52818044762597,7.401936379480217,0.37713517105350125,138.70812952284308,"16680"
"Braxton Lee","CIN","AA",27,123,0.056910569,0.235772357,0.24137931,0.21238938,0.270491803,0.274336283,0.544828086,0.061946903,5.479673782832255,0.285714285,-0.054102563415654004,8.194828329159034,-6.835608216451395,0.2515779543118399,48.07868476787816,"16839"
"Gavin Cecchini","LAA","AA",27,179,0.050279329,0.184357541,0.272727272,0.22754491,0.262569832,0.335329341,0.597899173,0.107784431,3.3544180417068246,0.25,0.13256689009722322,13.986998522659738,-7.886563604692024,0.2658586278974011,66.39144733562873,"17005"
"Jose Herrera","ARI","AA",24,148,0.128378378,0.263513513,0.487179487,0.277777777,0.371621621,0.46031746,0.831939081,0.182539683,6.398067754964122,0.357142857,0.10504754510475323,23.440344922667773,4.138978951102528,0.3680289485016648,104.83956433545714,"17040"
"Meibrys Viloria","KCR","AA",24,130,0.138461538,0.246153846,0.5625,0.256880733,0.369230769,0.3853211,0.754551869,0.128440367,2.7205460198070788,0.333333333,-0.29206920927390456,18.437701787902572,1.4837992453114794,0.34824874034294717,107.09020074322066,"17109"
"Narciso Crook","CIN","AA",25,61,0.081967213,0.311475409,0.263157894,0.24074074,0.327868852,0.462962962,0.790831814,0.222222222,3.8847232904892897,0.3125,0.18444769526831806,8.90588643007742,1.451767492823467,0.35001510186273543,113.056469016266,"17473"
"Josh Lester","DET","AA",26,337,0.077151335,0.323442136,0.23853211,0.276872964,0.338278931,0.61237785,0.950656781,0.335504886,6.410803559743027,0.344827586,-0.4467630423605442,64.23947117754518,21.53072969147265,0.39945611260411296,148.35835594248135,"17737"
"Jakson Reetz","WSN","AA",25,255,0.094117647,0.270588235,0.347826086,0.190045248,0.298039215,0.30316742,0.601206635,0.113122172,3.1047438754370336,0.256756756,-0.3896063696593046,23.178210261492193,-9.1384932368713,0.2794315031930512,72.90194205034574,"17837"
"Luis Alexander Basabe","SFG","AA",24,83,0.180722891,0.313253012,0.576923076,0.205882352,0.34939759,0.338235294,0.687632884,0.132352942,5.819941470437464,0.3,0.9388693869113922,10.304501215156689,-0.21426894313417325,0.31945591015988084,98.9166682053192,"17839"
"Jermaine Palacios","MIN","AA",24,468,0.098290598,0.232905982,0.422018348,0.258536585,0.340471092,0.43902439,0.779495482,0.180487805,4.64812931516453,0.304195804,-0.14722012385027483,66.26798172492263,5.233932571594689,0.3479736189515483,104.50256457615303,"18371"
"Juan Yepez","STL","AA",23,77,0.116883116,0.168831168,0.692307692,0.269841269,0.386666666,0.571428571,0.958095237,0.301587302,1.30357142125,0.266666666,-0.019221677212044597,15.337834882535061,5.295907991923413,0.416799943447113,148.69717050869937,"18400"
"Brendon Davis","LAA","AA",23,131,0.13740458,0.259541984,0.529411764,0.267857142,0.366412213,0.535714285,0.902126498,0.267857143,7.198742855616605,0.309859154,0.7611192426411435,23.520456547365082,7.512430632934463,0.3916197041518816,149.40559680073417,"18587"
"Donny Sands","NYY","AA",25,215,0.074418604,0.116279069,0.64,0.252577319,0.316279069,0.458762886,0.775041955,0.206185567,3.4700926320411734,0.242236024,0.2777387499809265,29.65503925862467,2.407622583533881,0.3360403953596603,111.93719792010349,"18603"
"Nick Plummer","STL","AA",24,376,0.140957446,0.287234042,0.49074074,0.282958199,0.404255319,0.48874598,0.893001299,0.205787781,5.496493718569203,0.392670157,-1.9424147313693538,69.56962800038634,20.533725261815185,0.3998700660911012,137.82874305191888,"18690"
"Jose Azocar","SDP","AA",25,343,0.102040816,0.206997084,0.492957746,0.275747508,0.359649122,0.431893687,0.791542809,0.156146179,6.650625216468183,0.333333333,-2.085992777487263,50.986372186524235,6.2541524010723455,0.35639856834160655,121.16845515505148,"18821"
"Taylor Kohlwey","SDP","AA",26,84,0.166666666,0.166666666,1,0.268656716,0.392857142,0.388059701,0.780916843,0.119402985,3.1823283357113556,0.314814814,-0.9868268317659386,12.772667383129754,1.8178380479170464,0.36047028998533887,123.78236725721999,"19212"
"Stone Garrett","ARI","AA",25,443,0.045146726,0.266365688,0.169491525,0.28009828,0.317241379,0.515970515,0.833211894,0.235872235,5.480517941424474,0.332089552,1.0424899624777026,67.15951713373119,9.385833853978449,0.35992781745976415,99.638903208665,"19273"
"Alex Call","CLE","AA",26,180,0.116666666,0.144444444,0.807692307,0.309677419,0.388888888,0.503225806,0.892114694,0.193548387,7.35306479517036,0.338582677,1.3914436269551516,32.431025484307554,9.619234779580378,0.386880107720693,144.30793828475507,"19296"
