Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Francisco Arcia","LAA","AA",27,95,0.301587301,1.476190476,0.147540983,0.508196721,0.344262295,0.19047619,0,0.36507937,0.33333333,0.3015873,0.11076923,119,206,325,"10286"
"Adrian Nieto","CIN","AA",27,134,0.341463414,1.565217391,0.297619047,0.428571428,0.273809523,0.173913043,0.130434782,0.44186047,0.27906977,0.27906977,0.13688213,195,331,526,"10294"
"Slade Heathcott","SFG","AA",26,394,0.318548387,1.227272727,0.240310077,0.418604651,0.341085271,0.079545454,0.136363636,0.46007605,0.27376426,0.2661597,0.11975643,561,917,1478,"10336"
"Jon Singleton","HOU","AA",25,500,0.253112033,0.787610619,0.207843137,0.349019607,0.443137254,0.168141592,0.159292035,0.44401544,0.28185328,0.27413127,0.11216644,1003,1208,2211,"10441"
"Zach Walters","KCR","AA",27,96,0.260869565,1.260869565,0.235294117,0.426470588,0.338235294,0.217391304,0.04347826,0.44285714,0.25714286,0.3,0.14814815,95,229,324,"10622"
"Mike Olt","BOS","AA",28,448,0.306513409,0.553333333,0.143382352,0.305147058,0.551470588,0.273333333,0.106666666,0.49280576,0.26258993,0.24460432,0.11833333,725,1075,1800,"10698"
"Arismendy Alcantara","CIN","AA",25,68,0.238095238,1.266666666,0.170731707,0.463414634,0.365853658,0.133333333,0,0.47619048,0.26190476,0.26190476,0.14285714,105,196,301,"10711"
"Ryan Strausborger","MIN","AA",29,119,0.390625,1.041666666,0.222222222,0.396825396,0.38095238,0.25,0.041666666,0.49230769,0.35384615,0.15384615,0.10775862,195,269,464,"10937"
"Colin Walsh","HOU","AA",27,363,0.314136125,0.786516853,0.192893401,0.355329949,0.451776649,0.123595505,0.13483146,0.44827586,0.28571429,0.26600985,0.07862408,737,891,1628,"10961"
"Stephen Cardullo","COL","AA",29,153,0.205882352,0.592592592,0.173076923,0.307692307,0.519230769,0.203703703,0.074074074,0.41509434,0.22641509,0.35849057,0.09544787,275,406,681,"11204"
"Andy Wilkins","MIN","AA",28,274,0.307189542,0.61038961,0.243902439,0.286585365,0.469512195,0.194805194,0.155844155,0.4969697,0.24848485,0.25454545,0.11052632,458,682,1140,"11251"
"Michael Choice","MIL","AA",27,195,0.327586206,1.0625,0.175,0.425,0.4,0.1875,0.1875,0.46456693,0.21259843,0.32283465,0.08043217,333,500,833,"11376"
