Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Francisco Arcia","LAA","AA",27,95,0.094736842,0.178947368,0.529411764,0.2375,0.351063829,0.275,0.626063829,0.0375,3.7371791482634835,0.301587301,-0.5658373885671608,9.33607625350624,-0.8017603816065233,0.30731165218860546,87.03208190498626,"10286"
"Adrian Nieto","CIN","AA",27,134,0.067164179,0.291044776,0.23076923,0.25,0.305970149,0.387096774,0.693066923,0.137096774,3.3692084899999997,0.341463414,-0.012918938882648945,14.36077775477553,0.06109239577437132,0.3193523852682825,97.55994215302081,"10294"
"Slade Heathcott","SFG","AA",26,394,0.093908629,0.223350253,0.420454545,0.262247838,0.339331619,0.435158501,0.77449012,0.172910663,4.839054946682267,0.318548387,-0.7635085987858474,52.3794830208107,6.38518696179829,0.34827831441148693,118.48081031546477,"10336"
"Jon Singleton","HOU","AA",25,500,0.214,0.264,0.81060606,0.205194805,0.376,0.397402597,0.773402597,0.192207792,2.373173135510833,0.253112033,0.2945543776731938,69.28463984789076,11.618375373498814,0.35503631914846795,123.1183765597317,"10441"
"Zach Walters","KCR","AA",27,96,0.052083333,0.21875,0.238095238,0.211111111,0.25,0.277777777,0.527777777,0.066666666,4.653292175235774,0.260869565,0.15941631770692766,4.582039993544009,-6.489882785539243,0.23831841192747416,39.78243895248997,"10622"
"Mike Olt","BOS","AA",28,448,0.107142857,0.261160714,0.41025641,0.244897959,0.331838565,0.436224489,0.768063054,0.19132653,2.2268415150000003,0.306513409,0.1068166836630553,58.30354479167285,6.005461963151122,0.34475010994303923,107.81891310340362,"10698"
"Arismendy Alcantara","CIN","AA",25,68,0.102941176,0.279411764,0.368421052,0.163934426,0.25,0.311475409,0.561475409,0.147540983,6.076826225250739,0.238095238,-0.3813038284133654,4.3530958588394695,-2.9034608905044026,0.2609403326230891,57.931094464062404,"10711"
"Ryan Strausborger","MIN","AA",29,119,0.142857142,0.285714285,0.5,0.265306122,0.386554621,0.37755102,0.764105641,0.112244898,6.53932334120544,0.390625,0.2309328886331059,16.321114825773172,3.622140514421396,0.35993563778260174,121.2277857955889,"10937"
"Colin Walsh","HOU","AA",27,363,0.20661157,0.231404958,0.892857142,0.254416961,0.407713498,0.44876325,0.856476748,0.194346289,3.2297052467061276,0.314136125,0.17519124277168885,59.33590958323688,20.15054235663623,0.39497429313580634,148.46672272474066,"10961"
"Stephen Cardullo","COL","AA",29,153,0.143790849,0.143790849,1,0.1953125,0.317880794,0.34375,0.661630794,0.1484375,4.270435342158559,0.205882352,0.2359383264556527,14.841735733054039,-3.0189934472223556,0.3030100744842683,77.5624631396889,"11204"
"Andy Wilkins","MIN","AA",28,274,0.135036496,0.255474452,0.528571428,0.254310344,0.357664233,0.474137931,0.831802164,0.219827587,3.234432063649617,0.307189542,0.3717398271546699,41.20365230227295,11.963997165210879,0.3778381295256562,133.3734832400481,"11251"
"Michael Choice","MIL","AA",27,195,0.092307692,0.251282051,0.367346938,0.2716763,0.348717948,0.502890173,0.851608121,0.231213873,1.8169591650227996,0.327586206,-0.3950302009761799,30.291395783310033,9.482152163868044,0.38455484331268625,145.2234648651168,"11376"
"Kyle Waldrop","SEA","AA",25,464,0.079741379,0.185344827,0.430232558,0.303398058,0.367170626,0.444174757,0.811345383,0.140776699,2.8662445925478552,0.357142857,-0.6968550337478518,68.61617085695794,15.101877424722222,0.366999043759208,137.6507370592791,"11402"
"Henry Ramos","LAD","AA",25,101,0.0990099,0.148514851,0.666666666,0.415730337,0.465346534,0.651685393,1.117031927,0.235955056,5.10113894674301,0.450704225,0.12096861586906016,24.52147238893941,12.87288696511224,0.4889431660718257,209.07378890099088,"11481"
"Steven Moya","DET","AA",25,246,0.077235772,0.264227642,0.292307692,0.245535714,0.304878048,0.446428571,0.751306619,0.200892857,3.582112717561926,0.293333333,0.45191091764718294,29.405182311043017,0.6879314721672453,0.33138734150905996,97.0630732549763,"11854"
"Nick Martini","STL","AA",27,110,0.1,0.145454545,0.6875,0.262626262,0.336363636,0.373737373,0.710101009,0.111111111,3.3854969581566827,0.296296296,0.13592049991711974,12.906010386145793,0.21943220177956743,0.3277430577711625,98.28950522175317,"12005"
"Yefri Perez","MIA","AA",26,293,0.126279863,0.194539249,0.649122807,0.169354838,0.279720279,0.241935483,0.521655762,0.072580645,7.25116213621385,0.219895287,0.46509551198687404,17.458707857866287,-13.808514606218337,0.25494387870901947,59.11038144184667,"12090"
"Beau Taylor","OAK","AA",27,78,0.115384615,0.217948717,0.529411764,0.308823529,0.384615384,0.485294117,0.869909501,0.176470588,3.55357142125,0.38,-0.049127619015052915,12.902539909843052,3.906602651837909,0.3895325874670958,138.245946188469,"12384"
"Jason Krizan","DET","AA",28,66,0.121212121,0.045454545,2.666666666,0.392857142,0.454545454,0.678571428,1.133116882,0.285714286,3.2263307654841165,0.352941176,0.01173886051401496,15.922132307839108,8.217504033994388,0.4846970402833187,200.090333761201,"12394"
"Raffy Lopez","TOR","AA",29,50,0.16,0.3,0.533333333,0.261904761,0.38,0.619047619,0.999047619,0.357142858,3.26785714,0.304347826,0.012977727921679616,9.937059258898378,4.100219657500863,0.43115914702415464,165.80411164756165,"12606"
