Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Nick Franklin","MIL","AA",27,71,0.294117647,1.611111111,0.113207547,0.547169811,0.339622641,0.222222222,0.111111111,0.50943396,0.22641509,0.26415094,0.06551724,117,173,290,"10166"
"Joey Terdoslavich","NYM","AA",29,318,0.337777777,0.803738317,0.178723404,0.365957446,0.455319148,0.14953271,0.112149532,0.42436975,0.25630252,0.31932773,0.12632437,438,789,1227,"10593"
"Andy Wilkins","MIN","AA",29,159,0.214285714,0.56862745,0.157894736,0.305263157,0.536842105,0.137254901,0.235294117,0.58333333,0.22916667,0.1875,0.11206897,297,399,696,"11251"
"Jon Berti","TOR","AA",28,316,0.354260089,1.828125,0.180995475,0.529411764,0.28959276,0.109375,0.125,0.41125541,0.25974026,0.32900433,0.07113317,492,717,1209,"12037"
"Ryan Brett","CHW","AA",26,174,0.338842975,0.94117647,0.181818181,0.396694214,0.421487603,0.392156862,0.058823529,0.54032258,0.20967742,0.25,0.11638591,220,433,653,"12138"
"Juniel Querecuto","ARI","AA",25,185,0.416107382,1.575,0.284722222,0.4375,0.277777777,0.125,0,0.42,0.18666667,0.39333333,0.0636646,218,426,644,"12140"
"Jake Hager","MIL","AA",25,257,0.315789473,0.904109589,0.219101123,0.370786516,0.410112359,0.205479452,0.136986301,0.41208791,0.30769231,0.28021978,0.09270833,369,591,960,"12198"
"Taylor Featherston","CIN","AA",28,145,0.34939759,0.885714285,0.195121951,0.37804878,0.426829268,0.085714285,0.085714285,0.46511628,0.26744186,0.26744186,0.22718447,165,350,515,"12590"
"Erick Castillo","CHC","AA",25,151,0.206896551,2.233333333,0.163793103,0.577586206,0.258620689,0.333333333,0.066666666,0.51260504,0.20168067,0.28571429,0.11154599,166,345,511,"12990"
"Tyler Goeddel","LAD","AA",25,163,0.252252252,1.588235294,0.214285714,0.482142857,0.303571428,0.264705882,0.088235294,0.5,0.25,0.25,0.10361068,234,403,637,"13180"
"Michael Reed","ATL","AA",25,175,0.425531914,1.322580645,0.242105263,0.431578947,0.326315789,0.096774193,0.129032258,0.41836735,0.28571429,0.29591837,0.11989101,323,411,734,"13228"
"Jacob Wilson","WSN","AA",27,71,0.234042553,0.4375,0.098039215,0.274509803,0.62745098,0.25,0.125,0.54901961,0.29411765,0.15686275,0.11182109,121,192,313,"13254"
"Richie Shaffer","MIL","AA",27,59,0.285714285,0.526315789,0.09375,0.3125,0.59375,0.210526315,0.210526315,0.48484848,0.18181818,0.33333333,0.14574899,83,164,247,"13271"
