Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Donald Lutz","CIN","AA",27,45,146,161,31,24,5,1,1,11,15,9,0,53,2,3,1,1,1,0,0.212328767,"10154"
"Francisco Arcia","MIA","AA",26,75,250,284,58,45,11,1,1,15,18,25,2,60,7,1,1,5,0,1,0.232,"10286"
"Mike Ohlman","STL","AA",25,24,83,96,25,21,3,0,1,9,16,10,0,19,0,3,0,0,0,2,0.301204819,"10347"
"Rocky Gale","SDP","AA",28,63,210,247,46,35,8,1,2,21,20,29,1,38,4,2,2,6,1,0,0.219047619,"10533"
"Joey Terdoslavich","BAL","AA",27,109,394,459,97,58,24,1,14,53,61,60,0,71,3,2,0,8,0,0,0.246192893,"10593"
"David Freitas","CHC","AA",27,66,248,272,71,46,20,1,4,37,38,21,0,47,1,0,0,11,0,0,0.286290322,"10619"
"Mike Olt","SDP","AA",27,49,161,195,41,27,9,0,5,25,25,31,1,55,0,1,0,4,1,0,0.254658385,"10698"
"Lane Adams","NYY","AA",26,106,372,423,100,72,18,1,9,61,51,41,0,104,7,2,1,3,40,5,0.268817204,"10767"
"Darren Ford","SFG","AA",30,70,223,258,53,43,8,2,0,36,15,30,0,56,0,2,3,2,13,4,0.237668161,"109"
"Steven Lerud","SFG","AA",31,60,170,214,39,31,7,0,1,24,19,38,0,50,5,0,1,5,0,0,0.229411764,"113"
"Adrian Sanchez","WSN","AA",25,97,299,325,76,56,17,3,0,24,25,14,0,42,5,3,4,13,6,1,0.254180602,"11338"
"Drew Maggi","LAD","AA",27,61,194,220,58,44,10,2,2,26,11,17,0,37,7,0,2,2,8,5,0.298969072,"11381"
"Henry Ramos","BOS","AA",24,45,171,189,48,36,6,3,3,20,11,11,2,25,2,1,4,3,3,3,0.280701754,"11481"
"Rosell Herrera","COL","AA",23,126,425,494,124,100,16,3,5,61,66,56,4,79,2,4,7,4,36,8,0.291764705,"11611"
"Kyle Parker","CIN","AA",26,44,141,171,27,16,7,0,4,22,14,29,0,36,0,1,0,5,1,0,0.191489361,"11763"
"Tyler Austin","NYY","AA",24,50,177,210,46,31,10,1,4,22,29,30,0,46,1,2,0,5,1,1,0.259887005,"11850"
"Noel Cuevas","COL","AA",24,50,194,209,66,47,14,3,2,28,27,6,1,27,1,3,5,0,4,4,0.340206185,"11894"
"Orlando Calixte","KCR","AA",24,38,139,152,41,30,9,0,2,26,14,9,0,31,0,2,2,4,14,3,0.294964028,"11905"
"Nick Martini","STL","AA",26,40,145,172,34,26,5,0,3,21,13,24,1,27,2,1,0,4,4,1,0.234482758,"12005"
"Jon Berti","TOR","AA",26,73,272,319,69,50,10,7,2,37,26,36,1,56,9,1,1,3,29,9,0.25367647,"12037"
"Yefri Perez","MIA","AA",25,84,328,377,85,74,7,3,1,49,28,39,0,66,1,6,3,0,39,11,0.259146341,"12090"
"Niko Goodrum","MIN","AA",24,49,182,207,50,32,10,2,6,25,28,22,2,52,2,1,0,4,8,2,0.274725274,"12092"
"David Washington","STL","AA",25,22,76,92,21,11,4,1,5,15,15,16,0,27,0,0,0,1,0,1,0.276315789,"12110"
"Juniel Querecuto","TBR","AA",23,60,220,246,53,36,11,3,3,26,27,21,0,43,0,3,2,6,0,0,0.24090909,"12140"
"Jorge Alfaro","PHI","AA",23,97,404,435,115,77,21,2,15,68,67,22,0,105,4,4,1,9,3,2,0.284653465,"12180"
"Jake Hager","TBR","AA",23,43,179,190,43,30,10,1,2,20,17,7,0,35,1,0,3,2,4,1,0.240223463,"12198"
"Ryan Court","BOS","AA",28,85,303,347,84,61,16,3,4,44,39,39,1,76,2,1,2,4,3,2,0.277227722,"12268"
"Beau Taylor","OAK","AA",26,95,339,401,95,65,25,0,5,50,53,54,1,86,4,3,1,12,1,1,0.280235988,"12384"
"Jason Krizan","DET","AA",27,95,356,406,104,65,24,6,9,46,55,45,1,27,0,5,0,5,2,3,0.292134831,"12394"
"John Hicks","DET","AA",26,14,49,54,19,16,1,1,1,7,4,4,0,9,0,1,0,2,1,0,0.387755102,"12547"
"Nick Ramirez","MIL","AA",26,113,282,329,58,31,12,1,14,34,44,46,1,83,0,1,0,4,0,0,0.205673758,"12575"
"Mike Marjama","TBR","AA",26,74,278,307,80,48,26,1,5,38,38,19,0,46,5,3,2,12,2,0,0.287769784,"12594"
"Dillon Thomas","COL","AA",23,111,374,419,108,66,37,1,4,39,46,28,0,97,11,4,2,13,13,8,0.288770053,"12719"
"Breyvic Valera","STL","AA",24,52,178,192,46,40,5,1,0,16,12,9,0,18,0,3,2,4,3,1,0.258426966,"12758"
"Taylor Davis","CHC","AA",26,15,56,63,19,15,3,1,0,7,10,4,0,6,0,3,0,4,0,0,0.339285714,"12782"
"Jose Osuna","PIT","AA",23,70,253,283,68,41,18,3,6,34,38,23,1,44,2,5,0,5,1,1,0.268774703,"12937"
"Phillip Evans","NYM","AA",23,96,361,386,121,83,30,0,8,50,39,19,0,60,4,1,1,7,1,1,0.335180055,"12950"
"Michael Perez","ARI","AA",23,39,122,131,25,17,4,1,3,7,10,7,0,29,1,1,0,4,0,1,0.204918032,"12977"
"Cam Gallagher","KCR","AA",23,91,301,346,78,57,16,1,4,23,24,37,1,52,5,2,0,10,2,2,0.259136212,"12981"
"Mitch Walding","PHI","AA",23,23,70,85,15,10,2,0,3,14,9,11,0,23,2,0,2,0,1,0,0.214285714,"13006"
"Teoscar Hernandez","HOU","AA",23,69,279,322,85,60,19,0,6,53,30,32,0,55,5,2,3,2,29,11,0.304659498,"13066"
"Jose Briceno","LAA","AA",23,62,227,240,51,34,12,2,3,25,21,11,0,42,0,1,1,5,2,2,0.224669603,"13151"
"Nicky Delmonico","CHW","AA",23,38,142,159,48,22,14,2,10,25,31,13,0,33,1,0,3,2,1,0,0.338028169,"13157"
"Jordan Weems","BOS","AA",23,22,67,79,8,7,1,0,0,4,1,11,0,24,0,1,0,2,0,0,0.119402985,"13190"
"Jacob Wilson","STL","AA",25,25,84,101,19,10,3,0,6,14,18,12,1,25,0,2,3,2,0,0,0.226190476,"13254"
"Zach Vincej","CIN","AA",25,121,399,438,112,82,24,3,3,45,47,25,0,85,6,4,4,9,7,6,0.280701754,"13269"
"Spencer Kieboom","WSN","AA",25,94,309,359,71,55,11,0,5,27,31,43,0,61,2,4,1,10,0,0,0.229773462,"13300"
"Ildemaro Vargas","ARI","AA",24,83,323,351,89,68,15,2,4,41,19,24,1,24,0,1,3,4,8,0,0.275541795,"13324"
"Bubba Starling","KCR","AA",23,62,233,255,43,22,15,1,5,28,23,15,0,81,6,1,0,4,10,1,0.184549356,"13356"
"Wynton Bernard","DET","AA",25,58,227,263,70,52,8,4,6,38,22,27,0,39,1,2,5,3,13,2,0.308370044,"13408"
"Andrew Toles","LAD","AA",24,43,175,190,55,33,14,3,5,27,22,12,0,30,2,1,0,2,13,3,0.314285714,"13414"
"Tony Renda","CIN","AA",25,68,261,282,85,55,25,3,2,36,28,14,0,20,5,2,0,5,15,1,0.325670498,"13443"
"Christian Lopes","TOR","AA",23,108,404,450,119,84,30,2,3,56,46,33,0,71,8,3,2,11,9,4,0.294554455,"13472"
"Dwight Smith Jr.","TOR","AA",23,126,471,527,125,81,24,5,15,56,74,45,1,91,5,6,0,15,12,7,0.265392781,"13473"
"Oscar Hernandez","ARI","AA",22,42,144,150,28,15,6,0,7,12,18,5,0,27,1,0,0,3,3,0,0.194444444,"13490"
"Roman Quinn","PHI","AA",23,71,286,322,82,56,14,6,6,58,25,30,0,68,4,1,1,3,31,8,0.286713286,"13546"
"Humberto Arteaga","KCR","AA",22,58,207,218,43,35,6,2,0,19,11,6,0,44,0,2,3,6,1,2,0.207729468,"13595"
"Carson Kelly","STL","AA",21,64,216,236,62,49,7,0,6,29,18,14,0,46,3,1,2,5,0,1,0.287037037,"13620"
"Jeimer Candelario","CHC","AA",22,56,210,244,46,24,17,1,4,30,23,32,0,46,1,1,0,8,0,0,0.219047619,"13621"
"Terrance Gore","KCR","AA",25,88,253,302,59,56,2,1,0,31,11,26,1,58,4,0,19,2,44,5,0.233201581,"13658"
"Jack Lopez","KCR","AA",23,83,267,290,50,36,7,1,6,25,25,14,0,60,2,1,6,9,9,4,0.187265917,"13663"
"Tyrone Taylor","MIL","AA",22,134,465,519,108,83,15,1,9,51,34,38,0,73,9,0,7,14,9,5,0.232258064,"13675"
"Christopher Bostick","WSN","AA",23,71,262,297,76,51,11,8,6,34,33,25,0,58,4,4,2,3,8,8,0.290076335,"13718"
