Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Dallas Keuchel","CHW",5.277777964195604,3.277777893553059,1.61016949,1.3888889379462115,0.13194444,0.08194444,0.05,0.2889908256880734,1.5308642516029352,0.30711610486891383,0.68181818,120.84764697487401,116.79034874451258,110.63669777662719,5.277777964195604,5.225589750627434,0.052188213568169495,4.74417428746542,5.005972688808259,"Dallas Keuchel",9434,572971
"Cole Irvin","OAK",6.30841139487611,2.119626228678373,2.97619048,1.1607476966572041,0.16276042,0.0546875,0.10807292,0.2719665271966527,1.3289720005205672,0.3022847100175747,0.71094481,102.71052541768614,103.34962488796897,112.44708813783969,4.239252457356746,4.3027444351470185,-0.06349197779027271,4.822492443070159,4.848548523744664,"Cole Irvin",19244,608344
"Kyle Hendricks","CHC",6.513812154696133,2.1878453038674035,2.97727273,1.5414364640883977,0.16687898,0.05605096,0.11082803,0.27472527472527475,1.3480662983425415,0.29858657243816256,0.73033708,114.88154155952573,116.53948646668589,108.54613246898728,4.773480662983426,4.893791028544389,-0.12031036556096364,4.60709524507022,4.70109556285472,"Kyle Hendricks",12049,543294
"Chris Flexen","SEA",6.261595901834401,2.003710688587008,3.125,0.9517625770788289,0.16869096,0.05398111,0.11470985,0.2654232424677188,1.2523191803668803,0.30018083182640143,0.76581028,87.06368679031172,93.28748883028503,106.28373368329005,3.606679239456615,3.8880304525440526,-0.2813512130874374,4.55586345323435,4.699519122824952,"Chris Flexen",13896,623167
"Jordan Lyles","TEX",7.3,2.8,2.60714286,1.9,0.18985696,0.07282185,0.11703511,0.2747875354107649,1.3888888888888888,0.2988505747126437,0.75073602,118.76724813308554,122.54232549120154,110.41654682000865,5.15,5.342256344689263,-0.19225634468926245,4.734650475780169,4.698246106306179,"Jordan Lyles",7593,543475
"Patrick Corbin","WSN",7.497087822898958,3.1456312543631992,2.38333333,1.9398059401906396,0.19041278,0.07989348,0.11051931,0.27906976744186046,1.4679612520361596,0.3051181102362205,0.69389764,138.1344748072089,126.05108049988294,101.01924164734282,5.8194178205719185,5.406927458903094,0.4124903616688247,4.290551016597453,4.6096166005872,"Patrick Corbin",9323,571578
"Tyler Anderson","- - -",7.221557216144366,2.047904285175268,3.52631579,1.4550898868350588,0.19061166,0.05405405,0.13655761,0.2560240963855422,1.2455090389370052,0.28429423459244535,0.71261682,107.5451550841361,103.59475858903443,107.9005910952355,4.526946314597961,4.3676389675987775,0.15930734699918325,4.600717002056106,4.568363589554927,"Tyler Anderson",12880,542881
"Zack Greinke","HOU",6.315789861141944,1.894736958342583,3.33333333,1.578947465285486,0.17216643,0.05164993,0.1205165,0.2488619119878604,1.1695907150262859,0.2632612966601179,0.75,96.95624009989055,111.47272788768483,98.23961976970172,4.157894991918446,4.7138938663017385,-0.5559988743832927,4.207872114634474,4.53585831371015,"Zack Greinke",1943,425844
"Wade Miley","CIN",6.901840490797546,2.7607361963190185,2.5,0.9386503067484663,0.18115942,0.07246377,0.10869565,0.260596546310832,1.3251533742331287,0.301010101010101,0.79405738,76.2900595586713,88.54232107946437,95.84703826907203,3.3680981595092025,3.9675801347369797,-0.5994819752277771,4.073033429764531,4.518217071806024,"Wade Miley",8779,489119
"Kyle Gibson","- - -",7.664835285325657,3.164835214586078,2.421875,0.8406593538744269,0.20557029,0.08488064,0.12068966,0.2316715542521994,1.219780238955051,0.27647058823529413,0.7371484,86.76714449342134,88.96313161955797,96.88205408902002,3.70879126709306,3.8678363312386246,-0.15904506414556474,4.13677812320312,4.395261188492183,"Kyle Gibson",10123,502043
"Hyun Jin Ryu","TOR",7.615384615384615,1.970414201183432,3.86486486,1.2781065088757397,0.20399429,0.05278174,0.15121255,0.256797583081571,1.2248520710059172,0.29494949494949496,0.70695553,97.13868614404865,94.29827364320771,92.15932371013653,4.366863905325443,4.016187968620888,0.35067593670455555,3.944836261639229,4.165536883779911,"Hyun Jin Ryu",14444,547943
"Adam Wainwright","STL",7.589660930224612,2.1809370489151187,3.48,0.9159935605443498,0.21014493,0.06038647,0.14975845,0.21846553966189858,1.0565428370299907,0.25609756097560976,0.78441296,74.53565000356318,87.56967356696862,91.06471055938688,3.053311868481166,3.6643798535544683,-0.6110679850733023,3.871912107423431,4.13440011400724,"Adam Wainwright",2233,425794
"Anthony DeSclafani","SFG",8.159046220664672,2.2544732978152386,3.61904762,1.019880777583084,0.22485207,0.06213018,0.16272189,0.2231012658227848,1.0914513584661076,0.2646420824295011,0.78282828,78.46908503028932,88.96134195053449,93.02021782972344,3.1669982040737876,3.617350252985937,-0.4503520489121495,3.9541511826045865,4.105666963154647,"Anthony DeSclafani",13050,543101
"Germán Márquez","COL",8.8,3.2,2.75,1.05,0.23280423,0.08465608,0.14814815,0.23982558139534885,1.2722222222222221,0.29327902240325865,0.69253438,90.9917127950079,86.16667419519595,85.59011680416604,4.4,3.864478566911486,0.5355214330885145,3.641677459743288,4.0747652957285325,"German Marquez",15038,608566
"Luis Castillo","CIN",9.207815774423157,3.5968030368840456,2.56,0.9111901026772915,0.23910336,0.09339975,0.14570361,0.2510402219140083,1.3641208554700972,0.3176470588235294,0.71489002,90.16058047195145,83.65373385548244,85.28124295278074,3.9804620274850104,3.750851205460168,0.2296108220248425,3.6286877356594713,4.0268814125422026,"Luis Castillo",15689,622491
"Lance McCullers Jr.","HOU",10.256673832657953,4.213552493416239,2.43421053,0.7207392422948831,0.27046784,0.11111111,0.15935673,0.2040133779264214,1.2197125638836483,0.2725,0.78503688,73.69057083317455,83.51654786632858,86.18831360750215,3.1601643700621795,3.521163496918394,-0.3609991268562145,3.686528159500205,4.015203180859327,"Lance McCullers Jr.",14120,621121
"Marcus Stroman","NYM",7.944134078212291,2.212290502793296,3.59090909,0.8547486033519553,0.21643836,0.06027397,0.15616438,0.23711340206185566,1.1452513966480447,0.2857142857142857,0.75451647,75.39113032736253,83.22237621721575,83.89455042789923,3.016759776536313,3.4940564688357565,-0.4772966922994435,3.5703702276978415,3.95413355604018,"Marcus Stroman",13431,573186
"Tyler Mahle","CIN",10.5,3.2,3.28125,1.2,0.27667984,0.08432148,0.19235837,0.23065693430656933,1.2333333333333334,0.29711751662971175,0.77620968,84.94043516436764,84.83830239149299,87.84189236892988,3.75,3.8033674558003745,-0.0533674558003745,3.7363761309120394,3.8155381509647652,"Tyler Mahle",16358,641816
"Frankie Montas","OAK",9.962566844919786,2.7433155080213902,3.63157895,0.9625668449197861,0.26606684,0.07326478,0.19280206,0.22969187675070027,1.1818181818181819,0.29568788501026694,0.745,81.62526668333906,81.23936371522049,85.19239762277721,3.3689839572192515,3.3732426786167733,-0.004258721397521814,3.6434444662083916,3.785165658313694,"Frankie Montas",14309,593423
"Max Fried","ATL",8.58350074250739,2.227364116726601,3.85365854,0.814889310997537,0.23688156,0.06146927,0.17541229,0.2245557350565428,1.0865190813300494,0.27802690582959644,0.75903614,71.46917432660061,78.85230068497401,81.08974475972748,3.042253427724138,3.3088671161925474,-0.2666136884684094,3.452413814181869,3.7631211395012056,"Max Fried",13743,608331
"Walker Buehler","LAD",9.18780141314518,2.253611667375233,4.07692308,0.8234350323101812,0.2601227,0.06380368,0.19631902,0.19682959048877147,0.9678973186803885,0.24714828897338403,0.80931264,60.33000199917629,73.13292720797395,83.93210508191315,2.470305096930544,3.155587893830021,-0.685282796899477,3.5719495928383873,3.727905298451464,"Walker Buehler",19374,621111
"Lucas Giolito","CHW",10.125000576474806,2.6194031342123876,3.86538462,1.3600747043025858,0.27916667,0.07222222,0.20694444,0.21771771771771772,1.102612003076582,0.2694063926940639,0.77543424,80.73914059205785,84.99012175567135,87.71115866348725,3.526119603747445,3.791302814555877,-0.265183210808432,3.752406999010083,3.7191117654720367,"Lucas Giolito",15474,608337
