Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Nick Snyder","TEX",0,27,0,0,0,0.42857143,-0.42857143,0.25,4,0.25,0.5,462.4398396712329,305.55200661756004,386.5818332189211,18,12.112431001663207,5.887568998336793,15.073169809579849,14.415426029562672,"Nick Snyder",23493,676766
"Orlando Arcia","ATL",0,9,0,0,0,0.25,-0.25,0,1,0,1,0,155.55057225747748,261.8647993405656,0,6.112431001663208,-6.112431001663208,10.55353921353817,13.297102068424223,"Orlando Arcia",13185,606115
"Dee Strange-Gordon","WSN",0,27,0,9,0,0.375,-0.375,0.5,5,0.3333333333333333,0.65217391,672.8126797203532,691.2484690845273,483.8921302615328,27,28.112431001663207,-1.1124310016632073,19.55353921353817,13.169664568424224,"Dee Strange-Gordon",8203,543829
"Jackie Bradley Jr.","BOS",9,27,0.33333333,0,0.14285714,0.42857143,-0.28571429,0.25,4,0.3333333333333333,0.75,218.807936331139,257.2413119081955,296.9569935940803,9,10.112431001663207,-1.1124310016632073,11.592800405621528,11.987752574181856,"Jackie Bradley Jr.",12984,598265
"Brian Serven","COL",0,9,0,0,0,0.33333333,-0.33333333,0,1,0,1,0,145.334259266692,188.82425099880354,0,6.112431001663208,-6.112431001663208,7.592800405621529,11.607643726592224,"Brian Serven",19422,661531
"Gerardo Reyes","LAA",0,13.5,0,4.5,0,0.25,-0.25,0.3333333333333333,3,0.25,1,113.62591095797796,352.95150127225065,308.8217231602881,4.5,14.112431001663207,-9.612431001663207,12.05353921353817,10.996602064916557,"Gerardo Reyes",16306,622103
"Chad Pinder","OAK",0,18,0,0,0,0.28571429,-0.28571429,0.5,4,0.5,0.4,721.4900652031168,321.46120484403184,348.46005503514914,27,12.112431001663207,14.887568998336793,13.592800405621528,10.693997458497815,"Chad Pinder",15191,640461
"Sam Howard","PIT",4.500002413989408,18.000009655957633,0.25,4.500002413989408,0.08333333,0.33333333,-0.25,0.2857142857142857,3.0000016093262722,0.2,0.89285714,217.6402465223506,398.4194133538108,311.68861239666705,9.000004827978817,16.112437975410387,-7.11243314743157,12.573174884718355,10.461393731027558,"Sam Howard",16265,607572
"Willians Astudillo","MIA",0,9,0,0,0,0.28571429,-0.28571429,0,1,0,1,0,152.25395519137598,170.56411391336303,0,6.112431001663208,-6.112431001663208,6.8526157036423685,10.450854602952388,"Willians Astudillo",15608,553902
"Kevin Plawecki","BOS",0,0,0,0,0,0,0,0.25,1,0.25,1,0,78.09063973302683,192.9398349178832,0,3.112431001663208,-3.112431001663208,7.55353921353817,10.407977068424225,"Kevin Plawecki",13807,608700
