Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",3.8732943534851074,-9.973992347717285,13.847286224365234,42.44860076904297,4.428933143615723,0.9452430009841919,0.9370170831680298,0.8725806474685669,1.2295533418655396,30,5.088688850402832,-0.9910183577864222,0,0,"Tarik Skubal",22267,669373
"Paul Skenes","PIT",5.13254451751709,-9.445858001708984,14.578401565551758,51.768798828125,5.273772239685059,0.9829924702644348,0.9755250215530396,0.8731375336647034,1.0617612600326538,31,4.685072422027588,0.5362743052127374,0,0,"Paul Skenes",33677,694973
"Yoshinobu Yamamoto","LAD",3.906970500946045,-8.687568664550781,12.594538688659668,32.09700012207031,3.241422653198242,0.9560424089431763,0.9501006007194519,0.8770866990089417,1.0103000402450562,30,4.199662685394287,-0.11305474373940871,0,0,"Yoshinobu Yamamoto",33825,808967
"Garrett Crochet","BOS",4.9818339347839355,-11.206764221191406,16.1885986328125,45.30580139160156,4.591052055358887,0.9956773519515991,0.9702807664871216,0.8680437803268433,1.124793529510498,31,4.193367004394531,0.810095136246896,0,0,"Garrett Crochet",27463,676979
"Cristopher Sánchez","PHI",4.555294036865234,-11.662067413330078,16.217361450195312,45.693302154541016,4.636263370513916,1.0249065160751343,0.9687712788581848,0.8656874895095825,1.195574164390564,31,3.798227071762085,0.6463675965493936,0,0,"Cristopher Sanchez",20778,650911
"Nick Pivetta","SDP",2.5314602851867676,-9.136743545532227,11.668204307556152,26.483501434326172,2.8455770015716553,0.8956512808799744,0.8896887898445129,0.8652839064598083,1.0464258193969727,31,3.5442256927490234,-0.7178351775703744,0,0,"Nick Pivetta",15454,601713
"Nathan Eovaldi","TEX",3.916130304336548,-5.7767839431762695,9.692914009094238,33.86330032348633,3.452495813369751,0.967643678188324,0.9631712436676025,0.8745454549789429,0.7815142869949341,21,3.3901309967041016,0.656947894637951,0,0,"Nathan Eovaldi",9132,543135
"Kevin Gausman","TOR",1.4910200834274292,-12.146393775939941,13.63741397857666,16.35449981689453,1.622741460800171,0.9614363312721252,0.9046263694763184,0.8762000203132629,0.9680709838867188,31,2.9937400817871094,-1.4429144733408539,0,0,"Kevin Gausman",14107,592332
"Hunter Brown","HOU",3.3607704639434814,-10.351205825805664,13.711976051330566,34.22209930419922,3.5218076705932617,0.9691396355628967,0.9251319169998169,0.8753097057342529,1.103826642036438,30,2.915576219558716,0.5522114352011425,0,0,"Hunter Brown",25880,686613
"Freddy Peralta","MIL",3.4874162673950195,-9.910871505737305,13.398287773132324,32.36650085449219,3.3254752159118652,0.9917515516281128,0.940368115901947,0.8789454698562622,1.096448540687561,33,2.913957118988037,0.6024641678452318,0,0,"Freddy Peralta",18679,642547
"Jacob deGrom","TEX",2.5578885078430176,-9.109416007995605,11.667304039001465,28.318199157714844,2.910024404525757,0.9001712799072266,0.9365528225898743,0.8635333180427551,1.0784000158309937,30,2.8675756454467773,-0.026018083083047205,0,0,"Jacob deGrom",10954,594798
"Trevor Rogers","BAL",3.2240443229675293,-5.046443939208984,8.270487785339355,30.197599411010742,3.113210439682007,0.9832345247268677,0.9367220997810364,0.8729110956192017,1.0655529499053955,17,2.8554322719573975,0.42358635674986367,0,0,"Trevor Rogers",22286,669432
"Carlos Rodón","NYY",1.990490436553955,-11.14024543762207,13.130736351013184,25.2268009185791,2.5889816284179688,0.9198668599128723,0.8629317283630371,0.8604121208190918,0.965739369392395,33,2.7328264713287354,-0.5689367571776138,0,0,"Carlos Rodon",16137,607074
"Zack Wheeler","PHI",3.0686464309692383,-7.950977802276611,11.019623756408691,27.819000244140625,2.8386712074279785,0.9397479295730591,0.9686679840087891,0.8758333325386047,1.2120869159698486,23,2.5927438735961914,0.6726492540730211,0,0,"Zack Wheeler",10310,554430
"Ryne Nelson","ARI",1.9430623352527618,-8.91866421699524,10.861726522445679,19.192399740219116,1.9522600248456001,0.9083296726450301,0.8661969200424526,0.786581839575912,1.0619723796844482,29,2.478020668029785,-0.3388608521948364,1,3,"Ryne Nelson",26253,669194
"Max Fried","NYY",2.0399324893951416,-11.545016288757324,13.584948539733887,24.246599197387695,2.4433257579803467,0.9324646592140198,0.8679891228675842,0.882937490940094,1.0376875400543213,32,2.472590923309326,-0.2849128496817279,0,0,"Max Fried",13743,608331
"Jesús Luzardo","PHI",1.5989423990249634,-11.680841445922852,13.279784202575684,9.053800582885742,0.8725320100784302,0.9553060531616211,0.9085544347763062,0.8728812336921692,1.2687437534332275,32,2.4720399379730225,-0.7982910972395174,0,0,"Jesus Luzardo",19959,666200
"Drew Rasmussen","TBR",2.472522020339966,-8.405817985534668,10.878339767456055,25.64229965209961,2.6658775806427,0.9519588947296143,0.9075777530670166,0.8701226115226746,1.0568968057632446,31,2.4400157928466797,0.15728334898468965,0,0,"Drew Rasmussen",25385,656876
"Hunter Greene","CIN",2.704155683517456,-5.637360095977783,8.34151554107666,23.027599334716797,2.179262161254883,0.9632995128631592,1.031848669052124,0.8749368190765381,1.2911444902420044,18,2.4073948860168457,0.39978569220233284,0,0,"Hunter Greene",22182,668881
"Aroldis Chapman","BOS",4.273119926452637,-5.0011210441589355,9.274240493774414,26.094999313354492,2.6184751987457275,1.922560453414917,1.7459882497787476,1.785776138305664,2.718474864959717,24,2.368372678756714,-0.14575340097921874,39,7,"Aroldis Chapman",10233,547973
"Bryan Woo","SEA",1.6685326099395752,-10.340080261230469,12.008612632751465,22.141799926757812,2.4649786949157715,0.8859591484069824,0.8828781247138977,0.8799200057983398,0.9965866804122925,30,2.2718095779418945,-0.38850309260369853,0,0,"Bryan Woo",30279,693433
"Ranger Suárez","PHI",2.308504104614258,-9.635255813598633,11.94375991821289,22.1830997467041,2.2441749572753906,0.9741773009300232,0.9186822175979614,0.8759154081344604,1.087553858757019,26,2.2698464393615723,0.09984961330808595,0,0,"Ranger Suarez",17277,624133
"Matthew Boyd","CHC",1.0693925619125366,-11.944195747375488,13.013587951660156,18.479900360107422,1.9711776971817017,0.9797200560569763,0.9112557768821716,0.8687806725502014,0.803600013256073,31,2.221400260925293,-1.1298715581074084,0,0,"Matthew Boyd",15440,571510
"Garrett Whitlock","BOS",3.072756290435791,-5.679480075836182,8.752236366271973,20.107999801635742,1.9930548667907715,1.535176396369934,1.3945975303649902,1.5447484254837036,1.657494306564331,53,2.2081377506256104,-0.2065721339957518,31,7,"Garrett Whitlock",20191,676477
"Chris Sale","ATL",2.7957204580307007,-7.62613171339035,10.421851933002472,24.875099658966064,2.480200409889221,1.0484453231151152,0.9865681210547003,0.861866675672077,1.358514286222912,21,2.17293743789196,0.4936016713904623,1,0,"Chris Sale",10603,519242
"Andrew Abbott","CIN",2.934392213821411,-10.640119552612305,13.574511528015137,28.028400421142578,2.8233680725097656,1.0230475664138794,0.9466830492019653,0.876806914806366,1.1202642917633057,28,2.141839027404785,0.7264461923210463,0,0,"Andrew Abbott",29911,671096
"Adrian Morejon","SDP",3.152574300765991,-4.2986297607421875,7.4512038230896,21.930999755859375,2.2697017192840576,1.3263616561889648,1.2223111391067505,1.5346426963806152,1.273336410522461,66,2.032066583633423,0.3447921607789297,37,11,"Adrian Morejon",20039,670970
"Edwin Díaz","NYM",3.6595942974090576,-6.9581146240234375,10.617709159851074,17.458999633789062,1.8098020553588867,2.0042450428009033,1.5467396974563599,1.632845163345337,2.2930572032928467,14,1.9790279865264893,-0.1531063954745151,33,7,"Edwin Diaz",14710,621242
"Matt Svanson","STL",1.3495279550552368,-1.7541059255599976,3.1036338806152344,12.308000564575195,1.2796318531036377,0.6900799870491028,0.6962062120437622,0.8596051335334778,0.9018551707267761,29,1.9446760416030884,0.010934873627251207,11,4,"Matt Svanson",29629,694335
"Tyler Rogers","- - -",0.9382481873035431,-6.395358562469482,7.333606719970703,15.358999729156494,1.5747257322072983,1.30495984852314,1.2212666769822438,1.3078938442983745,1.3389353471643783,68,1.8881018161773682,-1.1691155666269433,26,12,"Tyler Rogers",15541,643511
"Kris Bubic","KCR",1.71762216091156,-7.078919410705566,8.796542167663574,20.092599868774414,2.0630781650543213,0.9558821320533752,0.8835899829864502,0.868690013885498,0.9652400016784668,20,1.8276199102401733,-0.030722465131689747,0,0,"Kris Bubic",21455,663460
"Cade Horton","CHC",2.5859861485660076,-6.65803599357605,9.244022399187088,18.35390031337738,1.8655637800693512,0.9843745654629122,0.9646258161913964,0.8801043474155924,1.3056695668593696,23,1.8022064343094826,0.8248282731038699,0,0,"Cade Horton",31872,690990
"Brad Keller","CHC",1.699874222278595,-4.734959602355957,6.4348339438438416,16.953000843524933,1.7219503670930862,1.300217964315927,1.1607598918902724,1.2309500057907665,1.4200392716697283,56,1.8002641648054123,-0.49288781027785755,29,6,"Brad Keller",15734,641745
"Tyler Mahle","TEX",2.2945220470428467,-4.762010097503662,7.056532382965088,21.45210075378418,2.248375654220581,1.0380527973175049,0.9479056596755981,0.876924991607666,1.4736125469207764,16,1.7739611864089966,0.43644858559129096,0,0,"Tyler Mahle",16358,641816
"Robert Suarez","SDP",3.1237568855285645,-7.235321998596191,10.359079360961914,14.293000221252441,1.5607784986495972,1.9812883138656616,1.993207573890686,2.012751340866089,2.864614248275757,14,1.6639198064804077,-0.08729066893007831,39,10,"Robert Suarez",30115,663158
"Merrill Kelly","- - -",1.353058248758316,-12.194582462310791,13.547640562057495,8.517899632453918,0.8737378120422363,0.9624533609250666,0.9692133252437298,0.8730187453329563,1.2502249777317047,32,1.6089994609355927,-0.20315653525053112,0,0,"Merrill Kelly",11156,518876
"Abner Uribe","MIL",1.9280204772949219,-6.752782344818115,8.680802345275879,18.042999267578125,1.8587486743927002,1.569187045097351,1.3272414207458496,1.3485172986984253,1.5698699951171875,60,1.6046931743621826,-0.3760184390470507,30,7,"Abner Uribe",25327,682842
"Noah Cameron","KCR",2.2482123374938965,-7.843984127044678,10.092196464538574,24.838298797607422,2.5455162525177,0.9442471265792847,0.9306575655937195,0.8787833452224731,1.371833324432373,24,1.5995337963104248,0.781423766820823,0,0,"Noah Cameron",30184,702070
"Mike Vasil","CHW",2.016456216573715,-5.302122235298157,7.318578720092773,18.517499208450317,1.9175797700881958,0.8889222748935482,0.7712632721120661,1.0003744668148933,0.699399995803833,30,1.589863508939743,0.678564534237815,16,6,"Mike Vasil",30105,678024
"Josh Hader","HOU",4.213618278503418,-4.127235412597656,8.340853691101074,14.473999977111816,1.5354238748550415,2.0473434925079346,1.8573369979858398,1.745520830154419,2.583199977874756,7,1.5605130195617676,0.4975775226080086,28,2,"Josh Hader",14212,623352
"Logan Webb","SFG",1.594638466835022,-14.475890159606934,16.070528030395508,18.640899658203125,1.9227770566940308,1.0372910499572754,0.9231255054473877,0.8739470839500427,0.9401059150695801,34,1.5322767496109009,0.005033792980499108,0,0,"Logan Webb",17995,657277
"Yariel Rodríguez","TOR",2.1186081022024155,-4.055825963616371,6.174434065818787,17.02869999408722,1.7260158210992813,1.0325858083185275,0.9563489307959875,1.0193302757812268,1.214130627865694,49,1.5168955475091934,0.5348546171113884,23,4,"Yariel Rodriguez",33838,684320
"Luke Weaver","NYY",1.658082365989685,-5.3039164543151855,6.961998462677002,3.427000045776367,0.35298311710357666,1.4470559358596802,1.3763140439987183,1.6167000532150269,1.3228340148925781,47,1.4764755964279175,-0.3306440325605289,32,12,"Luke Weaver",16918,596133
"Eduard Bazardo","SEA",2.1616156101226807,-3.9301111698150635,6.091726779937744,16.98200035095215,1.8636387586593628,1.0239388942718506,0.9144584536552429,0.9665945172309875,1.2300981283187866,55,1.4523084163665771,0.6587703034820924,23,9,"Eduard Bazardo",20997,660825
